CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,6.94967007637,N/A,7.25519704819,395.439393997,395.450632095,0.013947,228.345986,0.011892

unit.000001,Mapper-0-2,N/A,6.99312400818,N/A,7.26840901375,417.424354076,417.437734127,0.091113,234.610605,0.013127

unit.000002,Mapper-0-3,N/A,7.01118898392,N/A,7.27216601372,402.267817974,402.278350115,0.014679,230.208866,0.013471

unit.000003,Mapper-0-4,N/A,6.8994140625,N/A,7.24414801598,442.569430113,442.972445011,0.040936,245.608751,0.012675

unit.000004,Mapper-0-5,N/A,7.05784511566,N/A,7.28319215775,412.796205044,412.808416128,0.014348,233.198416,0.01194

unit.000005,Mapper-0-6,N/A,9.09681105614,N/A,9.11143398285,400.205062151,400.216219187,0.014157,225.716702,0.013121

unit.000006,Mapper-0-7,N/A,6.91730499268,N/A,7.24784111977,472.920476198,472.932366133,0.036205,252.258888,0.012133

unit.000007,Mapper-0-8,N/A,11.336094141,N/A,11.3511800766,423.622774124,423.635608196,0.015869,234.855762,0.012177

unit.000008,Mapper-0-9,N/A,40.2594101429,N/A,40.2705981731,462.660516024,462.672636032,0.012515,221.455674,0.012877

unit.000009,Mapper-0-10,N/A,36.1475131512,N/A,36.1639330387,491.398030043,491.409527063,0.009941,231.37963,0.01244

unit.000010,Mapper-0-11,N/A,32.8331370354,N/A,32.8656320572,439.504595995,439.516237974,0.012902,226.874524,0.012356

unit.000011,Mapper-0-12,N/A,27.7130069733,N/A,27.7316291332,443.972778082,443.986435175,0.026856,231.923408,0.012703

unit.000012,Mapper-0-13,N/A,23.0353460312,N/A,23.0558981895,407.759149075,407.770204067,0.014972,218.458409,0.012905

unit.000013,Mapper-0-14,N/A,17.4747030735,N/A,17.5021791458,394.445959091,394.456678152,0.039855,224.585916,0.012174

unit.000014,Mapper-0-15,N/A,6.97853899002,N/A,7.26437115669,453.429907084,453.441529036,0.015281,246.274364,0.013059

unit.000015,Mapper-0-16,N/A,15.7320730686,N/A,15.7508170605,391.022992134,391.035427094,0.014191,221.982164,0.01272

unit.000016,Mapper-0-17,N/A,7.13343405724,N/A,7.3017141819,445.018877029,445.029994011,0.013904,245.934357,0.012508

unit.000017,Mapper-0-18,N/A,7.16211605072,N/A,7.30915498734,413.828958035,413.841210127,0.013924,234.691539,0.011992

unit.000018,Mapper-0-19,N/A,43.3242621422,N/A,43.3584191799,494.453682184,494.465826035,0.009945,229.129045,0.011714

unit.000019,Mapper-0-20,N/A,6.39929103851,N/A,6.48135399818,379.666073084,379.678400993,0.012051,201.531121,0.011707

unit.000020,Mapper-0-21,N/A,6.4452021122,N/A,6.53206419945,213.946393013,213.957931995,0.011349,181.716335,0.023276

unit.000021,Mapper-0-22,N/A,6.47765398026,N/A,6.62966799736,213.923017979,213.937298059,0.010177,177.708373,0.014961

unit.000022,Mapper-0-23,N/A,6.49214220047,N/A,6.68887209892,266.915265083,266.927545071,0.011335,186.4579,0.01581

unit.000023,Mapper-0-24,N/A,6.52465605736,N/A,6.78688907623,325.177824974,325.201517105,0.011356,191.260531,0.011657

unit.000024,Mapper-0-25,N/A,6.55754113197,N/A,6.89237618446,322.104541063,322.116069078,0.010319,188.168649,0.012743

unit.000025,Mapper-0-26,N/A,6.57200908661,N/A,6.94261908531,323.119403124,323.132008076,0.010461,190.096548,0.011336

unit.000026,Mapper-0-27,N/A,6.61872005463,N/A,7.09777712822,378.636865139,378.650602102,0.012278,197.22082,0.0128

unit.000027,Mapper-0-28,N/A,6.65099406242,N/A,7.18513011932,292.417209148,292.428265095,0.012139,187.734321,0.013564

unit.000028,Mapper-0-29,N/A,6.66695713997,N/A,7.18890500069,382.738118172,382.749986172,0.01136,208.186409,0.011826

unit.000029,Mapper-0-30,N/A,6.67767119408,N/A,7.19257903099,385.217288017,385.228561163,0.010631,218.072871,0.011961

unit.000030,Mapper-0-31,N/A,6.69598007202,N/A,7.19628119469,393.070979118,393.101799011,0.010604,226.191472,0.012559

unit.000031,Mapper-0-32,N/A,6.74270915985,N/A,7.20731520653,401.225015163,401.239385128,0.009193,229.513679,0.012585

unit.000032,Mapper-0-33,N/A,6.76074910164,N/A,7.21100306511,386.247946978,386.259261131,0.011916,215.919043,0.012895

unit.000033,Mapper-0-34,N/A,6.79393315315,N/A,7.21835803986,406.736984015,406.748174191,0.013772,232.673445,0.01224

unit.000034,Mapper-0-35,N/A,6.80468702316,N/A,7.2220480442,500.574531078,500.617573023,0.013,263.271093,0.01223

unit.000035,Mapper-0-36,N/A,6.83381009102,N/A,7.22941708565,388.272433996,390.021377087,0.013378,217.940846,0.012341

unit.000036,Mapper-0-37,N/A,6.85230708122,N/A,7.23311209679,405.70570302,405.720453024,0.055141,231.024006,0.012173

unit.000037,Mapper-0-38,N/A,6.86704301834,N/A,7.23678898811,454.446696043,454.457765102,0.035584,247.362369,0.013393

unit.000038,Mapper-0-39,N/A,6.88500905037,N/A,7.24047207832,429.316785097,429.328355074,0.013717,238.667373,0.012597

unit.000039,Mapper-0-40,N/A,6.92808818817,N/A,7.2515130043,381.71569109,381.727373123,0.03567,201.557174,0.013106

unit.000040,Mapper-0-41,N/A,6.4597260952,N/A,6.583081007,239.408936024,239.42245698,0.013255,184.159609,0.016089

unit.000041,Mapper-0-42,N/A,6.63313603401,N/A,7.15137219429,212.903467178,212.921818018,0.010988,177.471861,0.013159

unit.000042,Mapper-0-43,N/A,7.02203702927,N/A,7.27585911751,438.480991125,438.492253065,0.013941,244.065388,0.01282

unit.000043,Mapper-0-44,N/A,7.03989601135,N/A,7.27953314781,398.554978132,398.567080021,0.038674,229.423911,0.012328

unit.000044,Mapper-0-45,N/A,7.07249808311,N/A,7.28687906265,397.5352211,397.547775984,0.025441,228.147228,0.012278

unit.000045,Mapper-0-46,N/A,7.08325719833,N/A,7.29061698914,419.517920017,419.53236413,0.01494,235.440698,0.012409

unit.000046,Mapper-0-47,N/A,7.10125112534,N/A,7.29428720474,409.797166109,410.783616066,0.03807,233.318639,0.01266

unit.000047,Mapper-0-48,N/A,7.11914205551,N/A,7.29801607132,410.79365015,410.810345173,0.015944,233.412331,0.011817

unit.000048,Mapper-0-49,N/A,7.14770102501,N/A,7.30542302132,475.993415117,476.006374121,0.036719,253.146112,0.012451

unit.000049,Mapper-0-50,N/A,7.4554309845,N/A,7.63828206062,436.430325985,436.442252159,0.014155,240.266093,0.012154

unit.000050,Mapper-0-51,N/A,7.90166306496,N/A,7.91816806793,489.355408192,489.366198063,0.014102,254.415943,0.013092

unit.000051,Mapper-0-52,N/A,9.54374217987,N/A,9.60794997215,448.085402012,448.104087114,0.014108,244.006275,0.012398

unit.000052,Mapper-0-53,N/A,12.9820671082,N/A,12.9967401028,383.774099112,384.216055155,0.01429,212.116653,0.01319

unit.000053,Mapper-0-54,N/A,14.0862879753,N/A,14.1009709835,422.585839033,422.598075151,0.034812,235.509351,0.013156

unit.000054,Mapper-0-55,N/A,14.628152132,N/A,14.6427659988,416.406671047,416.423071146,0.037506,232.632016,0.012445

unit.000055,Mapper-0-56,N/A,16.2726521492,N/A,16.3013601303,390.031223059,390.042261124,0.014138,216.8057,0.01338

unit.000056,Mapper-0-57,N/A,17.9237141609,N/A,17.9881169796,460.599409103,460.611664057,0.012853,244.369469,0.012443

unit.000057,Mapper-0-58,N/A,19.1236341,N/A,19.1388030052,431.388748169,432.354088068,0.012672,235.361091,0.0131

unit.000058,Mapper-0-59,N/A,19.7231841087,N/A,19.7412791252,455.486087084,455.49861598,0.025495,239.892241,0.01349

unit.000059,Mapper-0-60,N/A,21.3799140453,N/A,21.3911020756,488.339344025,488.351891994,0.01514,243.593444,0.012348

unit.000060,Mapper-0-61,N/A,20.9277951717,N/A,20.9390799999,425.648472071,426.256126165,0.023375,225.446905,0.013144

unit.000061,Mapper-0-62,N/A,22.5830421448,N/A,22.6073679924,467.777636051,467.789362192,0.030416,236.910821,0.013022

unit.000062,Mapper-0-63,N/A,24.2425401211,N/A,24.3297431469,461.61336112,461.625003099,0.034572,234.711727,0.012632

unit.000063,Mapper-0-64,N/A,25.8492290974,N/A,25.8937411308,480.082746983,480.105570078,0.014929,240.833389,0.011862

unit.000064,Mapper-0-65,N/A,26.5052111149,N/A,26.5240261555,470.856400013,470.869058132,0.028365,237.612375,0.012768

unit.000065,Mapper-0-66,N/A,28.1665570736,N/A,28.195674181,452.397097111,452.41438818,0.012583,232.793182,0.012906

unit.000066,Mapper-0-67,N/A,29.3702251911,N/A,29.3885781765,482.180864096,482.192735195,0.013603,238.840646,0.013221

unit.000067,Mapper-0-68,N/A,29.9723119736,N/A,29.9933559895,440.543598175,440.555783033,0.011941,230.072761,0.012206

unit.000068,Mapper-0-69,N/A,31.0807290077,N/A,31.1159160137,457.519539118,457.531400204,0.011675,230.803685,0.013031

unit.000069,Mapper-0-70,N/A,31.6297261715,N/A,31.7005610466,485.249904156,485.27704215,0.013731,237.235213,0.013142

unit.000070,Mapper-0-71,N/A,34.4914960861,N/A,34.5077810287,495.478494167,495.488865137,0.00991,233.788521,0.011931

unit.000071,Mapper-0-72,N/A,34.9433920383,N/A,34.96570611,473.933377981,473.944919109,0.010222,226.075996,0.012546

