Pilot Startuptime:29.9971621037CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,5.46582198143,N/A,5.60619187355,1140.61490393,1140.62945008,0.041618,1043.07296,0.00462
unit.000001,Mapper-0-2,N/A,5.53775405884,N/A,5.62444090843,1061.21307802,1061.22834301,0.039063,1024.060764,0.008504
unit.000002,Mapper-0-3,N/A,5.40511989594,N/A,5.59157896042,1122.28642488,1122.29953909,0.039584,1042.429338,0.00518
unit.000003,Mapper-0-4,N/A,5.34408807755,N/A,5.38369202614,1186.45312905,1187.58351207,0.039688,1050.336253,0.005178
unit.000004,Mapper-0-5,N/A,5.44804787636,N/A,5.60254096985,1077.83245301,1077.84767199,0.037995,1032.594734,0.00468
unit.000005,Mapper-0-6,N/A,5.55913996696,N/A,5.62813305855,1178.28008699,1178.2940979,0.039538,1046.915609,0.004884
unit.000006,Mapper-0-7,N/A,5.36871004105,N/A,5.50238800049,1085.98828197,1086.00187802,0.040142,1034.675312,0.005056
unit.000007,Mapper-0-8,N/A,5.38734197617,N/A,5.55214905739,1168.09579206,1168.10892606,0.041024,1045.388794,0.004511
unit.000008,Mapper-0-9,N/A,5.41933488846,N/A,5.59523701668,1150.8017869,1150.81620908,0.039383,1043.742577,0.005768
unit.000009,Mapper-0-10,N/A,5.51290392876,N/A,5.61714887619,1050.24438596,1050.25866199,0.039448,1016.073374,0.007888
unit.000010,Mapper-0-11,N/A,5.52709102631,N/A,5.62078785896,1112.1167829,1112.13041091,0.04088,1042.151909,0.005866
unit.000011,Mapper-0-12,N/A,5.49147295952,N/A,5.61351299286,1103.97980809,1103.99517298,0.037697,1037.439753,0.006652
unit.000012,Mapper-0-13,N/A,5.48003196716,N/A,5.60985589027,1096.20016909,1097.88046288,0.039892,1034.708881,0.012893
unit.000013,Mapper-0-14,N/A,5.56976604462,N/A,5.63179707527,1069.38623786,1069.39942503,0.041186,1032.441121,0.005976
unit.000014,Mapper-0-15,N/A,5.35442686081,N/A,5.44459295273,1131.44252491,1131.45444703,0.039302,1042.560715,0.004728
unit.000015,Mapper-0-16,N/A,5.43369102478,N/A,5.59888792038,1158.94669795,1158.96064806,0.033713,1045.169525,0.006383
unit.000016,Reducer-0,N/A,1195.83084297,N/A,1195.92390299,1200.79186988,1202.12042403,0.127094,0.21504,0.003834
unit.000017,Mapper-1-1,N/A,1209.04608703,N/A,1209.07142901,2256.65489507,2256.87326908,0.018337,1025.742912,0.00892
unit.000018,Mapper-1-2,N/A,1214.21751904,N/A,1214.24293399,2367.27271104,2367.28389096,0.019333,1045.729725,0.004871
unit.000019,Mapper-1-3,N/A,1210.52541089,N/A,1210.53975701,2346.91209698,2346.92437887,0.020142,1044.46125,0.00476
unit.000020,Mapper-1-4,N/A,1209.7831769,N/A,1209.79758096,2338.74562407,2338.75937009,0.019809,1044.164777,0.006182
unit.000021,Mapper-1-5,N/A,1214.16139889,N/A,1214.22847486,2387.66233087,2387.67370391,0.022095,1046.852535,0.006025
unit.000022,Mapper-1-6,N/A,1208.89172101,N/A,1208.95559692,2265.00869989,2265.02024698,0.018684,1027.616196,0.006289
unit.000023,Mapper-1-7,N/A,1217.26030397,N/A,1217.30805802,2327.55364394,2327.58487892,0.021516,1035.548067,0.005816
unit.000024,Mapper-1-8,N/A,1215.86781907,N/A,1215.90824795,2398.85147405,2398.86278605,0.033432,1047.587606,0.004805
unit.000025,Mapper-1-9,N/A,1205.03461099,N/A,1205.09798503,2319.40642786,2319.41795993,0.019802,1047.230253,0.005578
unit.000026,Mapper-1-10,N/A,1215.124717,N/A,1215.13908005,2377.46721005,2377.47887802,0.028264,1045.046831,0.005848
unit.000027,Mapper-1-11,N/A,1209.03889894,N/A,1209.05713105,2280.42185593,2280.43446994,0.019103,1035.836479,0.005054
unit.000028,Mapper-1-12,N/A,1210.70910788,N/A,1210.72356796,2272.25467801,2272.6276319,0.020045,1030.383413,0.006603
unit.000029,Mapper-1-13,N/A,1215.85010099,N/A,1215.87147307,2357.08751202,2357.09892106,0.026553,1041.456876,0.00591
