Pilot Startuptime:32.3345470428CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,43.8757688999,N/A,43.9399869442,547.716584921,547.746367931,0.032457,225.328317,0.009513
unit.000001,Mapper-0-2,N/A,5.51438093185,N/A,5.85577297211,332.447839022,332.485828876,0.026092,193.167521,0.006388
unit.000002,Mapper-0-3,N/A,45.8805809021,N/A,45.8959219456,537.300963879,537.331012011,0.046261,220.962059,0.005144
unit.000003,Mapper-0-4,N/A,5.67772006989,N/A,6.06242799759,542.499310017,542.564676046,0.020586,256.360693,0.004692
unit.000004,Mapper-0-5,N/A,5.80224299431,N/A,6.09155106544,451.599825859,451.627843857,0.022546,214.80584,0.004647
unit.000005,Mapper-0-6,N/A,5.82032203674,N/A,6.09519696236,478.356929064,478.370362997,0.022381,227.544867,0.005162
unit.000006,Mapper-0-7,N/A,5.72754192352,N/A,6.07333993912,409.185723066,409.245560884,0.032579,198.767914,0.005899
unit.000007,Mapper-0-8,N/A,5.63533592224,N/A,6.05150198936,501.752124071,501.793645859,0.022636,236.758284,0.004711
unit.000008,Mapper-0-9,N/A,5.39675402641,N/A,5.42891907692,162.14734602,162.2122159,0.026431,147.860878,0.00621
unit.000009,Mapper-0-10,N/A,26.3034880161,N/A,26.321313858,526.882720947,526.894597054,0.012403,236.516069,0.004316
unit.000010,Mapper-0-11,N/A,5.52502584457,N/A,5.90551805496,440.906292915,440.929065943,0.029837,200.785877,0.005025
unit.000011,Mapper-0-12,N/A,5.45007205009,N/A,5.64614605904,168.864050865,168.877938032,0.02652,152.330213,0.005137
unit.000012,Mapper-0-13,N/A,5.62122106552,N/A,6.04786300659,165.356426001,165.401620865,0.026516,149.208707,0.005
unit.000013,Mapper-0-14,N/A,62.8248519897,N/A,62.8400108814,530.007956028,530.019290924,0.012263,200.877574,0.00489
unit.000014,Mapper-0-15,N/A,60.9692249298,N/A,60.9982459545,569.756429911,569.768753052,0.015573,213.734817,0.004594
unit.000015,Mapper-0-16,N/A,63.5757319927,N/A,63.5904140472,570.817589998,570.84561491,0.012009,214.183476,0.004446
unit.000016,Mapper-0-17,N/A,5.71346402168,N/A,6.06971502304,472.207825899,472.237159014,0.022652,225.483136,0.004707
unit.000017,Mapper-0-18,N/A,5.86628389359,N/A,6.10616898537,444.251002073,444.27452898,0.02074,202.393489,0.00503
unit.000018,Mapper-0-19,N/A,5.88039398193,N/A,6.10979604721,467.94016099,468.970120907,0.053382,220.654884,0.004483
unit.000019,Mapper-0-20,N/A,5.95857906342,N/A,6.12801790237,496.018066883,496.067764044,0.0227,232.452112,0.004724
unit.000020,Mapper-0-21,N/A,5.98695588112,N/A,6.13530492783,493.613955021,493.937979937,0.025786,231.792949,0.00519
unit.000021,Mapper-0-22,N/A,6.01541805267,N/A,6.14285707474,467.940275908,468.969467878,0.023085,222.91575,0.005303
unit.000022,Mapper-0-23,N/A,8.52494692802,N/A,8.5393538475,455.830682993,455.886599064,0.0222,218.020953,0.004998
unit.000023,Mapper-0-24,N/A,11.9657218456,N/A,12.0367388725,465.833138943,465.849344969,0.022319,221.285825,0.005202
unit.000024,Mapper-0-25,N/A,14.411041975,N/A,14.4526598454,473.24061799,473.254765034,0.018214,216.244817,0.004511
unit.000025,Mapper-0-26,N/A,19.2039759159,N/A,19.2780709267,504.889986038,504.926168919,0.018239,231.693324,0.004196
unit.000026,Mapper-0-27,N/A,58.7669100761,N/A,58.8995468616,557.232210875,557.268434048,0.012425,211.638706,0.005352
unit.000027,Mapper-0-28,N/A,23.7023859024,N/A,23.7745158672,531.06335187,531.105474949,0.011262,240.70764,0.004153
unit.000028,Mapper-0-29,N/A,5.50015687943,N/A,5.79875206947,284.362825871,284.387853861,0.026162,189.330265,0.006885
unit.000029,Mapper-0-30,N/A,5.57446885109,N/A,6.03697085381,349.042155027,349.053834915,0.026162,193.748365,0.004786
unit.000030,Mapper-0-31,N/A,5.65308403969,N/A,6.0551378727,492.55776906,492.591076851,0.022544,232.992922,0.005192
unit.000031,Mapper-0-32,N/A,5.75596499443,N/A,6.08059287071,449.435513973,449.48861599,0.037169,208.567385,0.004576
unit.000032,Mapper-0-33,N/A,32.6108560562,N/A,32.626281023,546.686513901,546.715791941,0.017604,230.517174,0.004681
unit.000033,Mapper-0-34,N/A,10.0244259834,N/A,10.0495910645,479.430002928,479.464849949,0.026143,225.717958,0.004957
unit.000034,Mapper-0-35,N/A,28.1039099693,N/A,28.1676468849,491.435878992,491.447129965,0.041774,215.656675,0.004373
unit.000035,Mapper-0-36,N/A,36.7129268646,N/A,36.7381839752,505.952741861,505.992578983,0.018525,213.768134,0.005156
unit.000036,Mapper-0-37,N/A,49.7915768623,N/A,49.8625679016,572.85849905,572.869904995,0.017629,224.847251,0.004895
unit.000037,Mapper-0-38,N/A,41.6744580269,N/A,41.6903839111,521.599113941,521.715270042,0.012929,218.606159,0.008972
unit.000038,Mapper-0-39,N/A,5.91245388985,N/A,6.11708807945,517.380109072,517.485177994,0.022678,244.018234,0.005183
unit.000039,Mapper-0-40,N/A,45.6256198883,N/A,45.65335989,519.526331902,519.54310894,0.032507,213.946015,0.005403
unit.000040,Mapper-0-41,N/A,47.6828968525,N/A,47.7518558502,562.303284883,562.335834026,0.023164,224.248046,0.004917
unit.000041,Mapper-0-42,N/A,57.4171209335,N/A,57.4365119934,566.596693993,566.624530077,0.011677,216.118785,0.007054
unit.000042,Mapper-0-43,N/A,5.74172997475,N/A,6.07696390152,463.158936977,464.832563877,0.023554,219.758854,0.00542
unit.000043,Mapper-0-44,N/A,5.94074201584,N/A,6.12436485291,481.497021914,489.152457952,0.020971,227.551272,0.005055
unit.000044,Mapper-0-45,N/A,56.6643428802,N/A,56.7310669422,528.979660034,529.006877899,0.01145,206.80326,0.005716
unit.000045,Mapper-0-46,N/A,30.6546530724,N/A,30.669533968,550.834382057,550.84777689,0.011959,238.103509,0.004433
unit.000046,Mapper-0-47,N/A,41.3707668781,N/A,41.4374859333,539.40909791,539.430382013,0.013273,224.647785,0.005249
unit.000047,Mapper-0-48,N/A,65.6821649075,N/A,65.6980378628,512.198142052,512.208664894,0.012513,189.757083,0.005648
unit.000048,Mapper-0-49,N/A,5.83441591263,N/A,6.09884500504,498.103437901,498.116278887,0.028606,234.636399,0.004663
unit.000049,Mapper-0-50,N/A,5.47860598564,N/A,5.74900603294,254.496922016,254.515720844,0.026246,185.380348,0.005131
unit.000050,Mapper-0-51,N/A,5.92653799057,N/A,6.12071895599,534.205231905,534.216772079,0.020752,252.33894,0.005215
unit.000051,Mapper-0-52,N/A,5.97281002998,N/A,6.13164806366,458.978429079,459.005075932,0.020815,219.683892,0.008966
unit.000052,Mapper-0-53,N/A,5.77355003357,N/A,6.08424496651,410.247052908,410.820426941,0.021915,198.933893,0.004791
unit.000053,Mapper-0-54,N/A,8.3784558773,N/A,8.44223999977,489.166780949,489.19105196,0.022773,231.01225,0.005458
unit.000054,Mapper-0-55,N/A,10.01730299,N/A,10.0388379097,510.13599205,510.154927015,0.023287,242.454724,0.004575
unit.000055,Mapper-0-56,N/A,34.7112209797,N/A,34.7798399925,559.14142704,559.193259001,0.038454,231.870874,0.004353
unit.000056,Mapper-0-57,N/A,44.5283529758,N/A,44.5446300507,567.625684977,567.681918859,0.012329,229.134472,0.004453
unit.000057,Mapper-0-58,N/A,21.450865984,N/A,21.5149149895,471.195334911,471.207637072,0.01069,214.355245,0.004302
unit.000058,Mapper-0-59,N/A,5.40392684937,N/A,5.48947095871,225.158554077,225.176107883,0.031089,181.99558,0.005099
unit.000059,Mapper-0-60,N/A,25.8529880047,N/A,25.9256770611,499.407444,499.72021389,0.026543,223.482339,0.004314
unit.000060,Mapper-0-61,N/A,28.5529079437,N/A,28.5722949505,457.917410851,457.928380013,0.011627,203.737491,0.004207
unit.000061,Mapper-0-62,N/A,30.2042748928,N/A,30.274230957,515.293098927,515.305634022,0.011502,228.306932,0.004215
unit.000062,Mapper-0-63,N/A,32.461327076,N/A,32.5258600712,524.80604887,524.868994951,0.017522,222.194682,0.005003
unit.000063,Mapper-0-64,N/A,5.84851193428,N/A,6.10253000259,476.287834883,476.331126928,0.022524,227.206028,0.004734
unit.000064,Mapper-0-65,N/A,34.7721869946,N/A,34.8209278584,507.020283937,507.061472893,0.017522,215.075951,0.005102
unit.000065,Mapper-0-66,N/A,37.1619210243,N/A,37.1781449318,556.195761919,556.207130909,0.029053,231.180097,0.004585
unit.000066,Mapper-0-67,N/A,39.1128630638,N/A,39.1773509979,509.074933052,509.086472988,0.024393,214.997513,0.005776
unit.000067,Mapper-0-68,N/A,39.5641469955,N/A,39.5862588882,514.257447004,514.291403055,0.013306,218.416069,0.005354
unit.000068,Mapper-0-69,N/A,65.0808858871,N/A,65.1525690556,565.563869953,565.576533079,0.012502,208.113535,0.004238
unit.000069,Mapper-0-70,N/A,5.4394299984,N/A,5.59609103203,167.488188982,167.843693972,0.026438,150.821389,0.004333
unit.000070,Mapper-0-71,N/A,5.78414607048,N/A,6.08787107468,502.815573931,502.85514307,0.022592,235.71334,0.005408
unit.000071,Mapper-0-72,N/A,5.60305690765,N/A,6.04423189163,166.424309015,166.468828917,0.025946,149.947439,0.005904
unit.000072,Mapper-0-73,N/A,50.2418320179,N/A,50.2567448616,544.576595068,544.595877886,0.026926,213.828677,0.005247
unit.000073,Mapper-0-74,N/A,52.8492698669,N/A,52.8669099808,536.286614895,536.299555063,0.017769,210.198462,0.005342
unit.000074,Mapper-0-75,N/A,55.1066510677,N/A,55.1242940426,563.35669589,563.39662385,0.047899,216.605135,0.004869
unit.000075,Mapper-0-76,N/A,16.8661630154,N/A,16.9067659378,462.069136858,462.138151884,0.018472,212.169341,0.004222
unit.000076,Mapper-0-77,N/A,59.8692760468,N/A,59.8859770298,533.146067858,533.20352602,0.012277,205.273554,0.005025
unit.000077,Mapper-0-78,N/A,61.3243069649,N/A,61.342897892,549.802794933,549.833808899,0.013599,208.420896,0.004871
unit.000078,Mapper-0-79,N/A,54.1962108612,N/A,54.5731239319,561.24535799,561.257030964,0.018676,215.590261,0.004397
unit.000079,Mapper-0-80,N/A,5.41809487343,N/A,5.53935599327,376.312900066,376.327672005,0.025456,195.0862,0.004983
unit.000080,Mapper-0-81,N/A,5.46424484253,N/A,5.69199085236,311.505604029,311.589936018,0.026231,191.709018,0.110939
unit.000081,Mapper-0-82,N/A,5.58857107162,N/A,6.04059290886,164.257665873,164.332103968,0.026397,149.221739,0.00492
unit.000082,Mapper-0-83,N/A,5.66363787651,N/A,6.05877804756,447.368721962,447.422539949,0.022614,205.018044,0.004901
unit.000083,Mapper-0-84,N/A,6.00115585327,N/A,6.13909292221,453.657832861,453.723700047,0.022912,216.474078,0.00503
unit.000084,Mapper-0-85,N/A,5.89451289177,N/A,6.11344385147,490.317244053,490.364744902,0.022729,228.201203,0.004546
unit.000085,Mapper-0-86,N/A,14.3546988964,N/A,14.4240679741,446.30280304,446.35890007,0.036761,192.328985,0.005143
unit.000086,Mapper-0-87,N/A,12.0222330093,N/A,12.0475180149,490.376842022,490.389096022,0.020999,231.115762,0.004812
unit.000087,Mapper-0-88,N/A,16.8023688793,N/A,16.8697779179,522.717442036,522.729989052,0.018214,240.562338,0.004232
unit.000088,Mapper-0-89,N/A,19.3514389992,N/A,19.3673398495,554.038321972,554.050516844,0.018215,249.710649,0.005358
unit.000089,Mapper-0-90,N/A,22.0505578518,N/A,22.0734839439,518.486176014,518.51631999,0.027991,236.344025,0.004216
unit.000090,Mapper-0-91,N/A,24.3065998554,N/A,24.3235089779,460.025845051,460.038167,0.059063,208.078286,0.004129
unit.000091,Mapper-0-92,N/A,5.54631304741,N/A,5.95155286789,407.109772921,407.151038885,0.026458,199.151187,0.005516
unit.000092,Mapper-0-93,N/A,5.69936299324,N/A,6.06607103348,450.513650894,450.525133848,0.022534,210.358036,0.005368
unit.000093,Mapper-0-94,N/A,5.56039690971,N/A,6.00843787193,163.233701944,163.256921053,0.025058,148.080565,0.005424
unit.000094,Mapper-0-95,N/A,48.1334249973,N/A,48.1597380638,541.445411921,541.498657942,0.023948,219.221917,0.005082
