Pilot Startuptime:28.2310199738CU,Name,New,StageIn,Allocate,Exec,StageOut,Done,Read,Exec,Write
unit.000000,Mapper-0-1,N/A,114.02769208,N/A,114.107097149,149.038562059,149.050806999,0.011845,24.494177,0.003811
unit.000001,Mapper-0-2,N/A,5.48603510857,N/A,5.79060506821,57.7593071461,57.7761170864,0.026923,44.330043,0.00387
unit.000002,Mapper-0-3,N/A,6.06619310379,N/A,6.25009012222,75.033946991,75.6452670097,0.01689,57.025968,0.003845
unit.000003,Mapper-0-4,N/A,109.198003054,N/A,109.225052118,143.81805706,143.830312967,0.011602,24.107954,0.004203
unit.000004,Mapper-0-5,N/A,117.303488016,N/A,117.334075928,152.146918058,152.159466028,0.011578,28.63508,0.005064
unit.000005,Mapper-0-6,N/A,123.950863123,N/A,123.977108002,187.721549034,187.735383987,0.014058,58.463089,0.007264
unit.000006,Mapper-0-7,N/A,130.694157124,N/A,130.713914156,158.563869953,158.575463057,0.011446,23.631571,0.003974
unit.000007,Mapper-0-8,N/A,137.282171011,N/A,137.30403614,165.282874107,165.298470974,0.012018,23.161614,0.003479
unit.000008,Mapper-0-9,N/A,145.790296078,N/A,145.820259094,178.530075073,179.702526093,0.01211,27.534529,0.004064
unit.000009,Mapper-0-10,N/A,124.355209112,N/A,124.371206999,191.815896988,191.830276012,0.022027,60.094631,0.0038
unit.000010,Mapper-0-11,N/A,125.517141104,N/A,125.583101988,153.20558095,153.219300985,0.010396,23.622451,0.004153
unit.000011,Mapper-0-12,N/A,125.969773054,N/A,125.985404015,154.244830132,154.492815971,0.037846,25.446685,0.003968
unit.000012,Mapper-0-13,N/A,127.074769974,N/A,127.1098001,160.661940098,160.673977137,0.028549,30.252207,0.006404
unit.000013,Mapper-0-14,N/A,128.745618105,N/A,128.775510073,163.721882105,165.23874712,0.012448,31.196022,0.003841
unit.000014,Mapper-0-15,N/A,191.598070145,N/A,191.626217127,219.485665083,219.802824974,0.033138,23.830352,0.003844
unit.000015,Mapper-0-16,N/A,131.80075407,N/A,131.873281956,165.304103136,165.319150925,0.011241,30.243593,0.004129
unit.000016,Mapper-0-17,N/A,197.016662121,N/A,197.068547964,226.699329138,226.710711956,0.01225,26.189774,0.004211
unit.000017,Mapper-0-18,N/A,198.466608047,N/A,198.488808155,226.677330971,226.68997407,0.050653,24.157163,0.00381
unit.000018,Mapper-0-19,N/A,200.439208031,N/A,200.516235113,228.790862083,228.803285122,0.01062,25.729489,0.00388
unit.000019,Mapper-0-20,N/A,135.069180012,N/A,135.091773987,170.193434,170.208790064,0.013242,30.541518,0.004077
unit.000020,Mapper-0-21,N/A,219.97440505,N/A,219.989305019,248.919319153,248.964969158,0.011303,25.590222,0.003727
unit.000021,Mapper-0-22,N/A,210.234792948,N/A,210.251013041,277.015995979,277.062726974,0.024225,60.328786,0.004181
unit.000022,Mapper-0-23,N/A,231.81281805,N/A,231.833579063,262.97121501,262.987668037,0.010621,26.455342,0.003421
unit.000023,Mapper-0-24,N/A,241.978114128,N/A,242.042418957,278.469399929,278.483543158,0.020904,31.947512,0.004779
unit.000024,Mapper-0-25,N/A,253.979238987,N/A,254.015072107,306.366935015,306.378387928,0.012426,45.93417,0.00647
unit.000025,Mapper-0-26,N/A,265.701951981,N/A,265.722012043,326.263204098,326.276271105,0.039311,56.644808,0.003394
unit.000026,Mapper-0-27,N/A,281.078722,N/A,281.098438025,312.627021074,312.641144991,0.061214,27.538585,0.004362
unit.000027,Mapper-0-28,N/A,292.314964056,N/A,292.339798927,323.119697094,323.133492947,0.011397,27.440647,0.004497
unit.000028,Mapper-0-29,N/A,298.805876017,N/A,298.824732065,328.380603075,328.392708063,0.036282,26.833827,0.003991
unit.000029,Mapper-0-30,N/A,305.214812994,N/A,305.239793062,328.384556055,328.397375107,0.06522,20.96819,0.003368
unit.000030,Mapper-0-31,N/A,149.028151035,N/A,149.043815136,219.331716061,219.472702026,0.024953,65.049589,0.005384
unit.000031,Mapper-0-32,N/A,149.33257103,N/A,149.344393969,186.683045149,186.696794033,0.011553,31.494412,0.004355
unit.000032,Mapper-0-33,N/A,150.856866121,N/A,150.87848711,190.790692091,190.804156065,0.010968,33.863508,0.004338
unit.000033,Mapper-0-34,N/A,152.539298058,N/A,152.557440042,192.837330103,192.877902031,0.092275,33.474812,0.0038
unit.000034,Mapper-0-35,N/A,154.594305992,N/A,154.618412018,189.770360947,189.783937931,0.024841,30.055901,0.004469
unit.000035,Mapper-0-36,N/A,154.748018026,N/A,154.812534094,195.817613125,195.833387136,0.010947,37.30378,0.003898
unit.000036,Mapper-0-37,N/A,155.506456137,N/A,155.523348093,215.645846128,216.244019032,0.012148,55.769295,0.005151
unit.000037,Mapper-0-38,N/A,157.528597116,N/A,157.550606966,211.074681044,211.088700056,0.038539,50.151573,0.007064
unit.000038,Mapper-0-39,N/A,159.189803123,N/A,159.214607954,195.018367052,195.807250977,0.011184,32.319172,0.00379
unit.000039,Mapper-0-40,N/A,161.659821987,N/A,161.683331013,200.244699955,200.262135983,0.012374,33.535989,0.004509
unit.000040,Mapper-0-41,N/A,162.415032148,N/A,162.436136007,210.057728052,210.070830107,0.013566,43.680143,0.004928
unit.000041,Mapper-0-42,N/A,165.427962065,N/A,165.474298954,195.86386013,195.87924695,0.011418,27.347087,0.004166
unit.000042,Mapper-0-43,N/A,165.533605099,N/A,165.554322004,197.841911077,197.857614994,0.01248,29.158697,0.004283
unit.000043,Mapper-0-44,N/A,166.287796021,N/A,166.31061101,193.978752136,193.996330976,0.011225,22.186082,0.004744
unit.000044,Mapper-0-45,N/A,167.441018105,N/A,167.457319021,241.653634071,241.676206112,0.041509,67.789686,0.007874
unit.000045,Mapper-0-46,N/A,169.40071106,N/A,169.536267042,195.843196154,195.855040073,0.011674,22.843873,0.003829
unit.000046,Mapper-0-47,N/A,171.628020048,N/A,171.722918034,204.37550211,204.390902996,0.048717,27.950909,0.003688
unit.000047,Mapper-0-48,N/A,171.635797977,N/A,171.72698307,201.285072088,201.297918081,0.012251,26.027538,0.008192
unit.000048,Mapper-0-49,N/A,173.320199013,N/A,173.359583139,198.902368069,199.221854925,0.011137,22.206957,0.003716
unit.000049,Mapper-0-50,N/A,174.830302,N/A,174.845101118,201.263448954,201.276457071,0.010284,22.369134,0.003723
unit.000050,Mapper-0-51,N/A,175.409538031,N/A,175.433552027,205.401633978,205.414487123,0.011393,26.738443,0.004019
unit.000051,Mapper-0-52,N/A,176.620626926,N/A,176.635167122,205.41189909,205.426013947,0.011054,25.007329,0.004354
unit.000052,Mapper-0-53,N/A,178.128139019,N/A,178.151458025,237.580112934,237.592504025,0.015792,53.876371,0.004255
unit.000053,Mapper-0-54,N/A,179.860437155,N/A,179.875236034,212.102187157,212.594974995,0.010487,29.466797,0.003848
unit.000054,Mapper-0-55,N/A,180.819182158,N/A,180.834490061,213.594234943,213.609594107,0.010859,29.671007,0.004062
unit.000055,Mapper-0-56,N/A,184.861235142,N/A,184.902184963,256.826513052,256.847847939,0.027602,63.255693,0.004737
unit.000056,Mapper-0-57,N/A,184.894819021,N/A,184.943434954,259.954330921,259.967927933,0.019348,65.151023,0.005579
unit.000057,Mapper-0-58,N/A,186.570110083,N/A,186.581146002,216.25709796,216.275270939,0.056776,26.503132,0.003977
unit.000058,Mapper-0-59,N/A,187.557536125,N/A,187.587182045,244.797403097,244.812962055,0.027533,51.239229,0.006502
unit.000059,Mapper-0-60,N/A,188.16080308,N/A,188.175719976,215.646522045,216.251080036,0.039344,24.615384,0.004317
unit.000060,Mapper-0-61,N/A,189.07369709,N/A,189.103079081,258.919518948,258.931785107,0.013521,61.388422,0.005881
unit.000061,Mapper-0-62,N/A,190.84245801,N/A,190.868588924,220.470164061,220.483243942,0.010396,25.503708,0.003788
unit.000062,Mapper-0-63,N/A,262.106039047,N/A,262.145317078,313.642228127,313.65460515,0.019535,47.696899,0.00788
unit.000063,Mapper-0-64,N/A,263.059813976,N/A,263.077027082,294.038413048,294.052310944,0.010542,24.026064,0.003861
unit.000064,Mapper-0-65,N/A,266.810094118,N/A,266.834080935,317.786584139,317.801588058,0.015073,46.431771,0.006955
unit.000065,Mapper-0-66,N/A,270.170773983,N/A,270.188364029,302.262865067,302.276721001,0.010641,27.898982,0.00438
unit.000066,Mapper-0-67,N/A,272.716057062,N/A,272.732262135,301.194277048,301.210575104,0.037508,24.605525,0.003875
unit.000067,Mapper-0-68,N/A,274.718213081,N/A,274.741569996,327.315652132,327.328470945,0.0161,48.914181,0.00385
unit.000068,Mapper-0-69,N/A,276.686289072,N/A,276.703522921,306.369018078,306.381019115,0.013383,25.345293,0.003845
unit.000069,Mapper-0-70,N/A,279.41803503,N/A,279.442975998,315.732547045,315.746334076,0.01059,33.019597,0.003795
unit.000070,Mapper-0-71,N/A,281.986241102,N/A,281.993775129,309.52593708,309.540387154,0.01038,23.687503,0.004122
unit.000071,Mapper-0-72,N/A,283.596910954,N/A,283.634283066,319.886237144,319.898376942,0.010297,32.928114,0.003619
unit.000072,Mapper-0-73,N/A,285.812072992,N/A,285.886693001,329.413815975,329.429425955,0.017039,40.076568,0.003835
unit.000073,Mapper-0-74,N/A,287.625920057,N/A,287.642735958,315.732682943,315.749243975,0.011458,25.336528,0.003932
unit.000074,Mapper-0-75,N/A,289.142132044,N/A,289.169213057,314.680107117,314.708372116,0.01099,22.177307,0.004165
unit.000075,Mapper-0-76,N/A,290.805148125,N/A,290.835346937,318.852844,318.864439964,0.010451,24.801289,0.003961
unit.000076,Mapper-0-77,N/A,293.520457983,N/A,293.544458151,321.938202143,322.068552971,0.011816,25.387754,0.004669
unit.000077,Mapper-0-78,N/A,295.075696945,N/A,295.11015296,325.209762096,325.224548101,0.010888,26.96058,0.004113
unit.000078,Mapper-0-79,N/A,295.634819031,N/A,295.66176796,327.339010954,327.356035948,0.010178,29.327476,0.003989
unit.000079,Mapper-0-80,N/A,296.739691973,N/A,296.768577099,331.469614029,331.484354019,0.010265,31.993941,0.003654
unit.000080,Mapper-0-81,N/A,297.290653944,N/A,297.305572987,325.230071068,325.241829157,0.037755,25.57837,0.003791
unit.000081,Mapper-0-82,N/A,298.394987106,N/A,298.426568031,340.743834972,340.762633085,0.014637,37.735489,0.00356
unit.000082,Mapper-0-83,N/A,300.468295097,N/A,300.55334115,327.315508127,327.331840038,0.010563,24.184483,0.004236
unit.000083,Mapper-0-84,N/A,302.131251097,N/A,302.150483131,327.340882063,327.357368946,0.010883,22.550847,0.003543
unit.000084,Mapper-0-85,N/A,303.096174002,N/A,303.141688108,345.856568098,345.877332926,0.061445,38.127179,0.003922
unit.000085,Mapper-0-86,N/A,303.702914953,N/A,303.721961021,340.743308067,340.760221958,0.017105,32.1639,0.003655
unit.000086,Mapper-0-87,N/A,299.913565159,N/A,299.937991142,343.824547052,343.838871002,0.013289,39.105083,0.004628
unit.000087,Mapper-0-88,N/A,304.807330132,N/A,304.835711002,331.489313126,331.502047062,0.01192,23.650288,0.003894
unit.000088,Mapper-0-89,N/A,306.319635153,N/A,306.348912954,345.876003027,345.910546064,0.026564,35.368897,0.003957
unit.000089,Mapper-0-90,N/A,44.7519600391,N/A,44.7715189457,90.042714119,90.0550749302,0.028422,39.358931,0.004043
unit.000090,Mapper-0-91,N/A,194.19818306,N/A,194.220759153,221.533571005,221.546280146,0.011759,24.781537,0.003208
unit.000091,Mapper-0-92,N/A,309.49469614,N/A,309.526545048,335.604239941,335.616483927,0.028413,23.758529,0.003642
unit.000092,Mapper-0-93,N/A,306.726412058,N/A,306.795437098,334.555282116,334.569072962,0.010651,25.228795,0.004348
unit.000093,Mapper-0-94,N/A,51.229984045,N/A,51.2481150627,93.186743021,93.1998591423,0.010695,35.380903,0.003996
unit.000094,Mapper-0-95,N/A,52.3377380371,N/A,52.3798861504,92.1617591381,92.1756429672,0.011204,33.56111,0.00407
unit.000095,Mapper-0-96,N/A,53.8730940819,N/A,53.9036550522,93.2119059563,93.2255489826,0.037215,34.594107,0.004249
unit.000096,Mapper-0-97,N/A,54.484513998,N/A,54.5032880306,96.3381259441,96.3836920261,0.010611,38.309081,0.003973
unit.000097,Mapper-0-98,N/A,189.97836709,N/A,190.699952126,217.274964094,217.291708946,0.048059,24.44643,0.004183
unit.000098,Mapper-0-99,N/A,73.1470940113,N/A,73.1715250015,110.705682993,110.718379974,0.008583,34.208822,0.006313
unit.000099,Mapper-0-100,N/A,82.1088571548,N/A,82.1488871574,111.724298,111.7363801,0.027175,25.501566,0.003432
unit.000100,Mapper-0-101,N/A,82.6674211025,N/A,82.8193790913,109.676257133,109.688405991,0.010874,24.058421,0.003596
unit.000101,Mapper-0-102,N/A,85.3898329735,N/A,85.4184379578,120.958855152,120.970952034,0.012113,30.318502,0.004014
unit.000102,Mapper-0-103,N/A,58.6140551567,N/A,58.6296849251,111.739974022,111.75270915,0.010964,49.014772,0.004095
unit.000103,Mapper-0-104,N/A,76.7572491169,N/A,76.8296811581,104.549556017,104.56291604,0.010814,24.316686,0.003863
unit.000104,Mapper-0-105,N/A,70.5698781013,N/A,70.6362471581,133.301540136,133.315061092,0.054134,49.558892,0.009037
unit.000105,Mapper-0-106,N/A,66.9460089207,N/A,66.9640109539,139.591454983,139.603969097,0.047802,60.254193,0.009299
unit.000106,Mapper-0-107,N/A,65.0808091164,N/A,65.1024389267,124.020311117,124.062036037,0.013799,52.087087,0.004661
unit.000107,Mapper-0-108,N/A,63.3703079224,N/A,63.386934042,119.940214157,119.958105087,0.020381,50.597902,0.00414
unit.000108,Mapper-0-109,N/A,86.9983739853,N/A,87.0274169445,125.086900949,125.10019803,0.010942,31.658313,0.004151
unit.000109,Mapper-0-110,N/A,88.5545089245,N/A,88.584015131,134.35239315,134.392416954,0.020481,35.565716,0.004208
unit.000110,Mapper-0-111,N/A,90.2987730503,N/A,90.3154039383,135.477962971,135.493834972,0.01071,35.558569,0.004538
unit.000111,Mapper-0-112,N/A,92.2062799931,N/A,92.2331130505,131.247982979,131.262398005,0.047704,26.235184,0.004269
unit.000112,Mapper-0-113,N/A,94.971984148,N/A,95.0214130878,133.31972909,133.331347942,0.037842,27.666689,0.004421
unit.000113,Mapper-0-114,N/A,97.0260550976,N/A,97.0439851284,134.336662054,134.385060072,0.010178,26.506151,0.003383
unit.000114,Mapper-0-115,N/A,98.5924479961,N/A,98.60831213,137.531839132,137.544991016,0.011882,27.969456,0.004175
unit.000115,Mapper-0-116,N/A,100.247386932,N/A,100.263828039,142.774223089,142.793805122,0.036207,33.197024,0.004878
unit.000116,Mapper-0-117,N/A,101.753832102,N/A,101.773482084,139.613065958,139.626637936,0.011029,26.510962,0.004411
unit.000117,Mapper-0-118,N/A,103.413110971,N/A,103.431915045,144.87470293,144.887865067,0.010255,30.812089,0.003955
unit.000118,Mapper-0-119,N/A,105.980530977,N/A,105.999094009,140.649641037,140.666777134,0.011514,24.755735,0.003479
unit.000119,Mapper-0-120,N/A,108.093986034,N/A,108.108529091,148.013719082,148.031620026,0.010846,30.810728,0.004077
unit.000120,Mapper-0-121,N/A,109.754251003,N/A,109.77917099,156.507111073,156.524260998,0.012834,43.241715,0.004211
unit.000121,Mapper-0-122,N/A,110.860599041,N/A,110.886917114,170.192954063,170.208214045,0.018439,53.431705,0.007969
unit.000122,Mapper-0-123,N/A,111.262838125,N/A,111.286286116,158.584345102,158.599148989,0.016132,42.772333,0.004174
unit.000123,Mapper-0-124,N/A,112.923424959,N/A,112.938745975,150.072325945,150.088791132,0.03705,26.438873,0.003854
unit.000124,Mapper-0-125,N/A,115.688885927,N/A,115.719172955,180.705343008,180.717756033,0.042736,57.529651,0.013815
unit.000125,Mapper-0-126,N/A,116.093343019,N/A,116.158775091,152.154708147,152.166810036,0.034151,29.758352,0.00389
unit.000126,Mapper-0-127,N/A,118.010231018,N/A,118.03489995,150.097262144,150.10996604,0.010672,21.987811,0.003747
unit.000127,Mapper-0-128,N/A,118.763088942,N/A,118.779538155,157.548565149,157.56329298,0.011564,35.210264,0.003924
unit.000128,Mapper-0-129,N/A,119.366266966,N/A,119.38826704,185.646774054,185.660761118,0.013146,59.003053,0.009507
unit.000129,Mapper-0-130,N/A,121.179059029,N/A,121.193964958,159.602688074,159.631924152,0.0412,34.743463,0.004156
unit.000130,Mapper-0-131,N/A,122.84644413,N/A,122.863342047,189.754990101,189.767671108,0.014569,60.145353,0.013095
unit.000131,Mapper-0-132,N/A,152.227564096,N/A,152.245731115,202.323184013,202.3352561,0.035826,45.340775,0.004796
unit.000132,Mapper-0-133,N/A,160.753546,N/A,160.768209934,196.809409142,196.822299957,0.026583,32.669885,0.003846
unit.000133,Mapper-0-134,N/A,167.739514112,N/A,167.771162987,217.300737143,217.317137957,0.101033,45.746016,0.004234
unit.000134,Mapper-0-135,N/A,176.513635159,N/A,176.537008047,225.642810106,225.657011032,0.010818,45.285301,0.006417
unit.000135,Mapper-0-136,N/A,186.26748395,N/A,186.278532028,233.462037086,233.474831104,0.038371,42.483471,0.004702
unit.000136,Mapper-0-137,N/A,130.296041012,N/A,130.324978113,204.362436056,204.376816034,0.016316,68.039808,0.004328
unit.000137,Mapper-0-138,N/A,197.009531021,N/A,197.045484066,267.380074978,267.391891956,0.026567,64.035229,0.004567
unit.000138,Mapper-0-139,N/A,132.351707935,N/A,132.370003939,166.345147133,166.356487989,0.010761,31.217981,0.004003
unit.000139,Mapper-0-140,N/A,133.459825993,N/A,133.525020123,166.343110085,166.355613947,0.010325,29.288963,0.004652
