t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1502370352,1,1.687125,1.687125,1.687125,0.000000,1.687125,1.687125,1.687125,1.687125,1.687125,1.687125,0.096779,0.184009,0.196694,0.198892,calls/second,milliseconds
1502370362,52,94.715135,1.964223,0.006822,13.025243,0.010811,0.012709,1.687125,3.830230,94.715135,94.715135,2.561927,0.971307,0.358837,0.253204,calls/second,milliseconds
1502370372,499,94.715135,0.502965,0.002833,4.341997,0.132393,0.288143,0.551962,1.687125,7.643320,94.715135,16.468426,7.580256,1.808060,0.743823,calls/second,milliseconds
1502370382,499,94.715135,0.502965,0.002833,4.341997,0.132393,0.288143,0.551962,1.687125,7.643320,94.715135,12.382901,6.416549,1.748785,0.735604,calls/second,milliseconds
1502370392,499,94.715135,0.502965,0.002833,4.341997,0.132393,0.288143,0.551962,1.687125,7.643320,94.715135,9.921274,5.431491,1.691453,0.727476,calls/second,milliseconds
1502370402,499,94.715135,0.502965,0.002833,4.341997,0.132393,0.288143,0.551962,1.687125,7.643320,94.715135,8.275884,4.597658,1.636001,0.719438,calls/second,milliseconds
1502370412,499,94.715135,0.502965,0.002833,4.341997,0.132393,0.288143,0.551962,1.687125,7.643320,94.715135,7.098683,3.891833,1.582366,0.711488,calls/second,milliseconds
1502370422,553,94.715135,0.434073,0.002497,3.907961,0.013300,0.272589,0.507256,1.687125,6.818012,94.715135,6.887182,4.109913,1.699081,0.760136,calls/second,milliseconds
1502370432,845,94.715135,0.357470,0.001036,2.913446,0.016106,0.234159,0.444714,1.085235,6.455269,25.238010,9.358191,7.941908,2.607690,1.077384,calls/second,milliseconds
1502370442,988,94.715135,0.319678,0.000724,2.574000,0.098800,0.238193,0.400682,0.819567,6.455269,25.238010,9.851117,8.826573,2.987103,1.223050,calls/second,milliseconds
1502370452,988,94.715135,0.319678,0.000724,2.574000,0.098800,0.238193,0.400682,0.819567,6.455269,25.238010,8.957745,7.471533,2.889174,1.209536,calls/second,milliseconds
1502370462,988,94.715135,0.319678,0.000724,2.574000,0.098800,0.238193,0.400682,0.819567,6.455269,25.238010,8.213239,6.324516,2.794455,1.196171,calls/second,milliseconds
1502370472,988,94.715135,0.319678,0.000724,2.574000,0.098800,0.238193,0.400682,0.819567,6.455269,25.238010,7.582789,5.353587,2.702842,1.182954,calls/second,milliseconds
1502370482,1045,94.715135,0.296006,0.000724,2.402647,0.012695,0.229443,0.375645,0.778512,6.818012,25.238010,7.448643,5.411225,2.796047,1.230824,calls/second,milliseconds
1502370492,1335,25.238010,0.221038,0.000724,1.031621,0.012695,0.207800,0.332807,0.605578,6.062746,8.276029,8.882511,8.983317,3.655633,1.538458,calls/second,milliseconds
1502370502,1477,25.238010,0.196914,0.000744,0.914574,0.081929,0.205566,0.290335,0.534276,5.879020,8.276029,9.214265,9.708106,4.000691,1.679029,calls/second,milliseconds
1502370512,1477,25.238010,0.196914,0.000744,0.914574,0.081929,0.205566,0.290335,0.534276,5.879020,8.276029,8.673236,8.217735,3.869532,1.660476,calls/second,milliseconds
1502370522,1477,25.238010,0.196914,0.000744,0.914574,0.081929,0.205566,0.290335,0.534276,5.879020,8.276029,8.192106,6.956162,3.742674,1.642129,calls/second,milliseconds
1502370532,1477,25.238010,0.196914,0.000744,0.914574,0.081929,0.205566,0.290335,0.534276,5.879020,8.276029,7.761661,5.888264,3.619975,1.623984,calls/second,milliseconds
1502370542,1725,25.238010,0.216466,0.000948,1.215651,0.008498,0.193812,0.271100,0.534276,4.568052,21.389507,8.612325,8.950105,4.321114,1.880831,calls/second,milliseconds
1502370552,1966,21.389507,0.183418,0.000948,0.967593,0.070440,0.196754,0.256660,0.393847,3.539816,21.389507,9.348834,11.121822,4.962959,2.125605,calls/second,milliseconds
1502370562,1966,21.389507,0.183418,0.000948,0.967593,0.070440,0.196754,0.256660,0.393847,3.539816,21.389507,8.924485,9.414419,4.800254,2.102117,calls/second,milliseconds
1502370572,1966,21.389507,0.183418,0.000948,0.967593,0.070440,0.196754,0.256660,0.393847,3.539816,21.389507,8.536921,7.969134,4.642883,2.078890,calls/second,milliseconds
1502370582,1966,21.389507,0.183418,0.000948,0.967593,0.070440,0.196754,0.256660,0.393847,3.539816,21.389507,8.181685,6.745726,4.490671,2.055919,calls/second,milliseconds
1502370592,1966,21.389507,0.183418,0.000948,0.967593,0.070440,0.196754,0.256660,0.393847,3.539816,21.389507,7.854809,5.710134,4.343449,2.033202,calls/second,milliseconds
1502370602,2020,21.389507,0.172987,0.000948,0.930828,0.005619,0.190258,0.254022,0.393847,4.511180,21.389507,7.760476,5.633080,4.366339,2.066137,calls/second,milliseconds
1502370612,2311,21.389507,0.182057,0.000948,0.810248,0.005756,0.205676,0.265908,0.473678,3.806861,6.914574,8.549949,9.231241,5.187505,2.368955,calls/second,milliseconds
1502370622,2455,8.276029,0.159491,0.000948,0.583747,0.072793,0.195377,0.256660,0.429396,3.806861,7.083135,8.758661,9.932683,5.485592,2.501451,calls/second,milliseconds
1502370632,2455,8.276029,0.159491,0.000948,0.583747,0.072793,0.195377,0.256660,0.429396,3.806861,7.083135,8.456970,8.407834,5.305753,2.473811,calls/second,milliseconds
1502370642,2455,8.276029,0.159491,0.000948,0.583747,0.072793,0.195377,0.256660,0.429396,3.806861,7.083135,8.175330,7.117078,5.131810,2.446476,calls/second,milliseconds
1502370652,2455,8.276029,0.159491,0.000948,0.583747,0.072793,0.195377,0.256660,0.429396,3.806861,7.083135,7.911837,6.024477,4.963569,2.419444,calls/second,milliseconds
1502370662,2513,19.521565,0.193602,0.000948,1.169054,0.005926,0.186295,0.252927,0.428841,3.806861,19.521565,7.845937,5.931147,4.972741,2.450327,calls/second,milliseconds
1502370672,2801,19.521565,0.178442,0.000407,0.956371,0.006231,0.184088,0.245983,0.430368,3.483616,19.521565,8.480327,9.468838,5.770775,2.747798,calls/second,milliseconds
1502370682,2944,19.521565,0.179437,0.000407,0.930231,0.072591,0.189711,0.248304,0.377559,3.483616,19.521565,8.651326,10.119091,6.046490,2.875006,calls/second,milliseconds
1502370692,2944,19.521565,0.179437,0.000407,0.930231,0.072591,0.189711,0.248304,0.377559,3.483616,19.521565,8.404392,8.565626,5.848262,2.843238,calls/second,milliseconds
1502370702,2944,19.521565,0.179437,0.000407,0.930231,0.072591,0.189711,0.248304,0.377559,3.483616,19.521565,8.171142,7.250645,5.656533,2.811822,calls/second,milliseconds
1502370712,2944,19.521565,0.179437,0.000407,0.930231,0.072591,0.189711,0.248304,0.377559,3.483616,19.521565,7.950454,6.137539,5.471090,2.780752,calls/second,milliseconds
1502370722,3000,19.521565,0.176631,0.000407,0.931259,0.004521,0.185527,0.244656,0.440067,3.806861,19.521565,7.888657,6.058835,5.470235,2.809860,calls/second,milliseconds
1502370732,3290,19.825845,0.205490,0.000407,1.146679,0.005760,0.194628,0.251298,0.440067,3.461350,19.825845,8.429527,9.548776,6.245512,3.101160,calls/second,milliseconds
1502370742,3433,19.825845,0.191825,0.000407,1.050381,0.066955,0.196038,0.254627,0.420166,3.402168,19.825845,8.576232,10.186757,6.505663,3.224464,calls/second,milliseconds
1502370752,3433,19.825845,0.191825,0.000407,1.050381,0.066955,0.196038,0.254627,0.420166,3.402168,19.825845,8.367178,8.622904,6.292382,3.188834,calls/second,milliseconds
1502370762,3433,19.825845,0.191825,0.000407,1.050381,0.066955,0.196038,0.254627,0.420166,3.402168,19.825845,8.168118,7.299131,6.086093,3.153599,calls/second,milliseconds
1502370772,3433,19.825845,0.191825,0.000407,1.050381,0.066955,0.196038,0.254627,0.420166,3.402168,19.825845,7.978294,6.178581,5.886567,3.118753,calls/second,milliseconds
1502370782,3485,19.825845,0.177898,0.000407,1.000661,0.004135,0.191803,0.253679,0.420166,3.461350,19.825845,7.915187,6.029612,5.858868,3.139694,calls/second,milliseconds
1502370792,3778,19.825845,0.169223,0.000407,0.829009,0.005861,0.188812,0.254682,0.425637,3.656028,19.521565,8.390098,9.568177,6.631157,3.430655,calls/second,milliseconds
1502370802,3922,19.825845,0.164830,0.000407,0.780719,0.087635,0.182244,0.243813,0.383909,3.656028,8.642064,8.520645,10.217892,6.881916,3.551420,calls/second,milliseconds
1502370812,3922,19.825845,0.164830,0.000407,0.780719,0.087635,0.182244,0.243813,0.383909,3.656028,8.642064,8.339481,8.649259,6.656300,3.512178,calls/second,milliseconds
1502370822,3922,19.825845,0.164830,0.000407,0.780719,0.087635,0.182244,0.243813,0.383909,3.656028,8.642064,8.165854,7.321440,6.438081,3.473370,calls/second,milliseconds
1502370832,3922,19.825845,0.164830,0.000407,0.780719,0.087635,0.182244,0.243813,0.383909,3.656028,8.642064,7.999319,6.197465,6.227015,3.434990,calls/second,milliseconds
1502370842,3983,8.642064,0.144470,0.000407,0.557043,0.004551,0.173356,0.243079,0.405154,3.656028,5.839170,7.961337,6.077579,6.194766,3.454653,calls/second,milliseconds
1502370852,4268,17.187166,0.169023,0.000407,0.890309,0.006250,0.168566,0.250452,0.445758,3.778139,17.187166,8.363809,9.578077,6.949487,3.739924,calls/second,milliseconds
1502370862,4411,17.187166,0.167936,0.000407,0.844000,0.068554,0.178910,0.247744,0.370401,3.778139,17.187166,8.477922,10.226272,7.189810,3.857271,calls/second,milliseconds
1502370872,4411,17.187166,0.167936,0.000407,0.844000,0.068554,0.178910,0.247744,0.370401,3.778139,17.187166,8.318047,8.656353,6.954100,3.814650,calls/second,milliseconds
1502370882,4411,17.187166,0.167936,0.000407,0.844000,0.068554,0.178910,0.247744,0.370401,3.778139,17.187166,8.164094,7.327444,6.726117,3.772500,calls/second,milliseconds
1502370892,4411,17.187166,0.167936,0.000407,0.844000,0.068554,0.178910,0.247744,0.370401,3.778139,17.187166,8.015753,6.202548,6.505609,3.730815,calls/second,milliseconds
1502370902,4465,17.187166,0.157763,0.000407,0.819323,0.004731,0.169336,0.246263,0.352665,4.481133,17.187166,7.969038,6.049899,6.457615,3.744992,calls/second,milliseconds
1502370912,4756,17.187166,0.168809,0.000407,0.721116,0.006535,0.200756,0.248686,0.414807,3.378442,6.803791,8.339582,9.585350,7.210275,4.029265,calls/second,milliseconds
