CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,cpptraj_ens1_1,5.45648598671,5.45798301697,5.56949090958,95.1251189709,95.732916832
unit.000001,cpptraj_ens1_2,5.4549870491,5.45647287369,5.55911302567,89.3989589214,90.2914190292
unit.000002,cpptraj_ens2_1,5.44623088837,5.44833683968,5.50424790382,93.9198460579,94.6417560577
unit.000003,cpptraj_ens2_2,5.44807505608,5.45024585724,5.51509284973,92.4170589447,93.5667068958
unit.000004,cpptraj_ens3_1,5.45183992386,5.45342683792,5.53663086891,92.6153678894,93.5822379589
unit.000005,cpptraj_ens3_2,5.4502658844,5.45183992386,5.52590894699,92.1094279289,93.4678869247
unit.000006,cpptraj_ens4_1,5.45962285995,5.46120595932,5.59132695198,89.6004610062,90.305850029
unit.000007,cpptraj_ens4_2,5.46486902237,5.46651506424,5.62335085869,94.3222448826,95.6834299564
unit.000008,cpptraj_ens5_1,5.48795294762,5.48949790001,5.80312991142,95.6280629635,96.8082158566
unit.000009,cpptraj_ens5_2,5.46952605247,5.47110104561,5.65525484085,97.2346739769,97.9659278393
unit.000010,cpptraj_ens6_1,5.47269487381,5.47427105904,5.67614984512,97.7368450165,99.0408680439
unit.000011,cpptraj_ens6_2,5.48070597649,5.48215699196,5.74994802475,99.1427109241,100.116051912
unit.000012,cpptraj_ens7_1,5.47593784332,5.4776968956,5.70105290413,96.5315110683,97.8835990429
unit.000013,cpptraj_ens7_2,5.48219203949,5.48461985588,5.76015591621,90.705616951,91.3815870285
unit.000014,cpptraj_ens8_1,5.48637485504,5.48795104027,5.79333090782,82.5727908611,83.9996960163
unit.000015,cpptraj_ens8_2,5.43678283691,5.44187688828,5.44590091705,75.2545368671,76.808465004
unit.000016,cpptraj_ens9_1,5.43953990936,5.44330406189,5.45987892151,92.4133200645,93.5322518349
unit.000017,cpptraj_ens9_2,5.44125890732,5.44453501701,5.47111201286,88.5946350098,89.2298469543
unit.000018,cpptraj_ens10_1,5.44283485413,5.44582891464,5.48203086853,94.9237089157,95.7166218758
unit.000019,cpptraj_ens10_2,5.44451999664,5.44713497162,5.49327993393,92.2121560574,93.5173239708
unit.000020,cpptraj_ens11_1,5.4791970253,5.48067688942,5.72170495987,97.6360418797,99.0084848404
unit.000021,cpptraj_ens11_2,5.45342898369,5.45498085022,5.5482199192,86.5873930454,88.1519608498
unit.000022,cpptraj_ens12_1,5.45799589157,5.45982098579,5.58068799973,87.1894519329,88.1903529167
unit.000023,cpptraj_ens12_2,5.46118187904,5.46330285072,5.60182595253,84.079087019,85.0635259151
unit.000024,cpptraj_ens13_1,5.46652889252,5.46802186966,5.63413095474,97.1338510513,97.9331200123
unit.000025,cpptraj_ens13_2,5.47112083435,5.47271585464,5.6654279232,92.1425020695,93.4826409817
unit.000026,cpptraj_ens14_1,5.47435593605,5.47592496872,5.69068384171,99.1398768425,100.08373189
unit.000027,cpptraj_ens14_2,5.47772192955,5.47916388512,5.7109439373,90.3027808666,91.366838932
unit.000028,cpptraj_ens15_1,5.46802401543,5.46950101852,5.64487504959,95.2260708809,96.7916879654
unit.000029,cpptraj_ens15_2,5.48461198807,5.48638486862,5.78322792053,96.5343329906,97.9163470268
unit.000030,cpptraj_ens16_1,5.46330094337,5.46486997604,5.61251401901,96.4307868481,97.8668310642
unit.000031,cpptraj_ens16_2,5.48949193954,5.49102687836,5.81273603439,100.246562004,101.158818007
