CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,cpptraj_ens1,5.37136101723,5.37485384941,5.40008306503,152.881211042,153.920363903
unit.000001,cpptraj_ens2,5.37949705124,5.38107395172,5.4494099617,167.822855949,168.863332987
unit.000002,cpptraj_ens3,5.38258290291,5.38399291039,5.46896696091,151.985895872,153.785601854
unit.000003,cpptraj_ens4,5.38547992706,5.38695788383,5.48853492737,164.513794899,166.345289946
unit.000004,cpptraj_ens5,5.38850092888,5.39062404633,5.50820803642,166.920773029,167.87310791
unit.000005,cpptraj_ens6,5.37295603752,5.37614297867,5.41029691696,166.518632889,167.611991882
unit.000006,cpptraj_ens7,5.3670258522,5.37201690674,5.37565588951,162.107137918,162.714336872
unit.000007,cpptraj_ens8,5.3748319149,5.37740397453,5.42013001442,162.809465885,163.97503686
unit.000008,cpptraj_ens9,5.38105487823,5.38258385658,5.45907592773,177.239462852,179.433902979
unit.000009,cpptraj_ens10,5.39217996597,5.39367198944,5.52825593948,157.394002914,158.818238974
unit.000010,cpptraj_ens11,5.38699197769,5.38846492767,5.49819207191,160.201169014,161.470656872
unit.000011,cpptraj_ens12,5.37635493279,5.37863397598,5.42995095253,157.797394991,158.948966026
unit.000012,cpptraj_ens13,5.39064788818,5.39213991165,5.51806592941,155.888689995,157.561218977
unit.000013,cpptraj_ens14,5.38401889801,5.38544988632,5.47876787186,161.605340958,162.46370101
unit.000014,cpptraj_ens15,5.36966586113,5.37349700928,5.38774490356,152.982437849,155.168865919
unit.000015,cpptraj_ens16,5.37787795067,5.37987685204,5.43987989426,172.331025839,173.636366844
