CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,cpptraj_ens1_1,6.09748101234,6.09906506538,9.71459102631,44.5404660702,45.8570840359
unit.000001,cpptraj_ens1_2,5.84009790421,5.84173703194,6.942070961,41.592869997,43.2791910172
unit.000002,cpptraj_ens1_3,5.84335899353,5.84480190277,6.97327589989,41.1748259068,42.7768139839
unit.000003,cpptraj_ens1_4,5.84635090828,5.84781098366,7.03807687759,40.868956089,42.5694279671
unit.000004,cpptraj_ens1_5,5.7718360424,5.77335500717,6.2423119545,42.4143490791,43.9323379993
unit.000005,cpptraj_ens1_6,5.85636901855,5.85783290863,7.1739358902,40.3499510288,42.1212749481
unit.000006,cpptraj_ens1_7,5.84784293175,5.85005807877,7.06914305687,39.1342029572,40.3387320042
unit.000007,cpptraj_ens1_8,5.89083504677,5.89251089096,7.73668789864,40.5561258793,42.2713148594
unit.000008,cpptraj_ens1_9,5.87521696091,5.87691092491,7.54034996033,37.1493968964,39.2452609539
unit.000009,cpptraj_ens1_10,5.98263096809,5.98446798325,8.45201587677,37.3567960262,39.3451490402
unit.000010,cpptraj_ens1_11,5.89262008667,5.89415097237,7.75491094589,37.4627518654,39.446352005
unit.000011,cpptraj_ens1_12,6.07199907303,6.07344198227,9.40554594994,42.0165989399,43.6823940277
unit.000012,cpptraj_ens1_13,5.90981507301,5.91147589684,7.9429500103,43.8332159519,45.6563820839
unit.000013,cpptraj_ens1_14,5.91460204124,5.9161169529,7.97591090202,43.7324008942,45.6073229313
unit.000014,cpptraj_ens1_15,5.91770195961,5.91922593117,8.03186702728,42.6168398857,44.0815439224
unit.000015,cpptraj_ens1_16,5.92381691933,5.92526292801,8.0737349987,42.9250450134,44.2282099724
unit.000016,cpptraj_ens2_1,5.93163394928,5.93348193169,8.12693500519,40.6631770134,42.4198970795
unit.000017,cpptraj_ens2_2,5.88150787354,5.88300585747,7.61698889732,38.6971700191,39.992331028
unit.000018,cpptraj_ens2_3,5.94928097725,5.95085597038,8.20224785805,40.3581769466,42.1720540524
unit.000019,cpptraj_ens2_4,5.95396399498,5.95542287827,8.25510597229,40.1473710537,40.9969370365
unit.000020,cpptraj_ens2_5,5.96328902245,5.96480298042,8.38058590889,40.5588419437,42.2720880508
unit.000021,cpptraj_ens2_6,5.96939587593,5.98258495331,8.44191193581,42.1129770279,43.7825059891
unit.000022,cpptraj_ens2_7,6.10373091698,6.10524606705,9.77595901489,42.1207699776,43.8330259323
unit.000023,cpptraj_ens2_8,5.99399495125,5.99557900429,8.67666506767,39.9402229786,40.8401560783
unit.000024,cpptraj_ens2_9,6.00336694717,6.00505805016,8.83523201942,41.2855029106,42.9278218746
unit.000025,cpptraj_ens2_10,6.01276993752,6.01429486275,8.96647787094,42.9277439117,44.2301468849
unit.000026,cpptraj_ens2_11,6.01918506622,6.0206758976,9.0300450325,40.5616018772,42.3208720684
unit.000027,cpptraj_ens2_12,6.02799105644,6.03009390831,9.06939697266,42.1155889034,43.7834038734
unit.000028,cpptraj_ens2_13,6.03644990921,6.03992605209,9.11436104774,42.4196550846,43.982047081
unit.000029,cpptraj_ens2_14,6.04980993271,6.05392694473,9.16866707802,42.5177829266,44.0799958706
unit.000030,cpptraj_ens2_15,6.05796790123,6.05953788757,9.26007890701,43.229364872,44.432352066
unit.000031,cpptraj_ens2_16,6.06264996529,6.06415486336,9.30892300606,39.4288239479,40.5886418819
unit.000032,cpptraj_ens3_1,6.06726908684,6.06885004044,9.3688158989,36.2613329887,38.7966918945
unit.000033,cpptraj_ens3_2,6.07034397125,6.0720179081,9.39325499535,36.2337639332,38.544960022
unit.000034,cpptraj_ens3_3,6.07826590538,6.07991504669,9.4630689621,36.2364170551,38.5485639572
unit.000035,cpptraj_ens3_4,6.08629107475,6.08786892891,9.61457300186,33.6403520107,35.0161058903
unit.000036,cpptraj_ens3_5,6.09268188477,6.09436798096,9.67882704735,36.2391819954,38.5949308872
unit.000037,cpptraj_ens3_6,6.09595990181,6.09748601913,9.7032968998,36.2419660091,38.5980219841
unit.000038,cpptraj_ens3_7,6.10204792023,6.10368895531,9.76475405693,36.2447509766,38.645403862
unit.000039,cpptraj_ens3_8,6.1068649292,6.10835886002,9.80157089233,33.2303359509,34.970471859
unit.000040,cpptraj_ens3_9,6.11494994164,6.11694908142,9.90741491318,36.24761796,38.6478800774
unit.000041,cpptraj_ens3_10,6.11851906776,6.12032103539,9.93254208565,36.2503249645,38.6955878735
unit.000042,cpptraj_ens3_11,6.13629388809,6.13785505295,10.0884568691,36.2640810013,38.7979369164
unit.000043,cpptraj_ens3_12,5.7036678791,5.70733499527,5.72150802612,23.7052500248,24.3617589474
unit.000044,cpptraj_ens3_13,5.70529603958,5.70858001709,5.73159599304,22.8748829365,24.2616670132
unit.000045,cpptraj_ens3_14,5.70679306984,5.70982599258,5.7414689064,25.0464220047,26.5563669205
unit.000046,cpptraj_ens3_15,5.71132898331,5.713545084,5.77222800255,23.6002678871,24.3537709713
unit.000047,cpptraj_ens3_16,5.71606397629,5.71753787994,5.80537605286,23.0826230049,24.3040070534
unit.000048,cpptraj_ens4_1,5.72197294235,5.72344207764,5.84757494926,26.2842080593,27.6827600002
unit.000049,cpptraj_ens4_2,5.72787904739,5.7293009758,5.89458394051,41.6939599514,43.3793320656
unit.000050,cpptraj_ens4_3,5.73701500893,5.73845601082,5.96841692924,42.0017149448,43.5814490318
unit.000051,cpptraj_ens4_4,5.7429049015,5.74442386627,6.02741599083,41.487557888,43.1768889427
unit.000052,cpptraj_ens4_5,5.74888896942,5.75032806396,6.08890295029,37.146283865,39.1964828968
unit.000053,cpptraj_ens4_6,5.75913691521,5.76063895226,6.15772891045,41.3815820217,42.9772469997
unit.000054,cpptraj_ens4_7,5.76739001274,5.76889204979,6.20929789543,40.1442639828,40.9961190224
unit.000055,cpptraj_ens4_8,5.77335190773,5.77482891083,6.25289201736,40.968503952,42.5701799393
unit.000056,cpptraj_ens4_9,5.77946186066,5.78089094162,6.32309794426,42.9330739975,44.2794890404
unit.000057,cpptraj_ens4_10,5.78733301163,5.78879499435,6.39033293724,42.9223880768,44.1808030605
unit.000058,cpptraj_ens4_11,5.79487895966,5.79638600349,6.44206905365,42.1075329781,43.7321209908
unit.000059,cpptraj_ens4_12,5.79956698418,5.80104207993,6.50235295296,42.4169840813,43.9811420441
unit.000060,cpptraj_ens4_13,5.80555987358,5.80750989914,6.54388403893,41.5902149677,43.2296988964
unit.000061,cpptraj_ens4_14,5.81227302551,5.81378698349,6.58519005775,43.9340529442,45.6570498943
unit.000062,cpptraj_ens4_15,5.82003688812,5.82165694237,6.66878199577,42.2095570564,43.8816130161
unit.000063,cpptraj_ens4_16,5.82466506958,5.82609295845,6.72597503662,43.9394569397,45.7079179287
unit.000064,cpptraj_ens5_1,5.83094906807,5.83258795738,6.82445788383,44.0361800194,45.7567470074
unit.000065,cpptraj_ens5_2,5.83696007729,5.83846688271,6.90855097771,42.0095288754,43.6303758621
unit.000066,cpptraj_ens5_3,5.72640800476,5.72784399986,5.88260698318,42.9195978642,44.1785788536
unit.000067,cpptraj_ens5_4,5.85013699532,5.8517370224,7.08607792854,38.4921329021,39.8422789574
unit.000068,cpptraj_ens5_5,5.81076788902,5.81225705147,6.57489490509,40.8662919998,42.5206038952
unit.000069,cpptraj_ens5_6,5.86272406578,5.86423707008,7.23859095573,43.2267260551,44.4316210747
unit.000070,cpptraj_ens5_7,5.86894488335,5.87042307854,7.3855369091,41.701982975,43.4298229218
unit.000071,cpptraj_ens5_8,5.92526102066,5.92671608925,8.08438491821,40.7655420303,42.4696030617
unit.000072,cpptraj_ens5_9,5.884734869,5.88622808456,7.65088105202,39.4260830879,40.5873839855
unit.000073,cpptraj_ens5_10,6.03014206886,6.03713703156,9.0822930336,43.4313070774,45.5081250668
unit.000074,cpptraj_ens5_11,5.89908885956,5.90076708794,7.82322502136,40.3527948856,42.1225738525
unit.000075,cpptraj_ens5_12,5.72050786018,5.72198987007,5.8372130394,25.3560669422,26.5639419556
unit.000076,cpptraj_ens5_13,5.74139404297,5.74287700653,6.01396107674,42.4116129875,43.9312579632
unit.000077,cpptraj_ens5_14,5.76591706276,5.76740193367,6.19894695282,42.5151059628,44.0314750671
unit.000078,cpptraj_ens5_15,5.80399489403,5.80548095703,6.53368401527,42.42228508,44.0306949615
unit.000079,cpptraj_ens5_16,5.84183096886,5.84334397316,6.9521780014,43.6315369606,45.6066639423
unit.000080,cpptraj_ens6_1,5.93660593033,5.93811798096,8.1611020565,41.3896448612,43.0276920795
unit.000081,cpptraj_ens6_2,5.91923093796,5.92075800896,8.04245090485,41.0748028755,42.7270450592
unit.000082,cpptraj_ens6_3,5.96482300758,5.96635007858,8.40743899345,41.5955028534,43.2799389362
unit.000083,cpptraj_ens6_4,6.02069306374,6.02683901787,9.04362392426,42.0136198997,43.6313710213
unit.000084,cpptraj_ens6_5,6.06884288788,6.07034301758,9.38106799126,39.4315910339,40.6374080181
unit.000085,cpptraj_ens6_6,5.98615908623,5.98771500587,8.50096201897,41.9019598961,43.531306982
unit.000086,cpptraj_ens6_7,6.13787293434,6.13943386078,10.1261398792,41.2882459164,42.9274270535
unit.000087,cpptraj_ens6_8,5.7355260849,5.73699498177,5.95734596252,40.0397479534,40.8408999443
unit.000088,cpptraj_ens6_9,5.77803492546,5.77946805954,6.29220485687,36.9378750324,39.0964310169
unit.000089,cpptraj_ens6_10,5.81851696968,5.82003688812,6.644562006,39.2155230045,40.3889770508
unit.000090,cpptraj_ens6_11,5.85488390923,5.85632896423,7.15277791023,36.5218970776,38.8970248699
unit.000091,cpptraj_ens6_12,5.89754104614,5.89908385277,7.807117939,40.2497999668,41.0463600159
unit.000092,cpptraj_ens6_13,5.9335129261,5.93508887291,8.13774108887,36.9436740875,39.1459999084
unit.000093,cpptraj_ens6_14,5.98772406578,5.98926687241,8.53418707848,41.2828850746,42.8779768944
unit.000094,cpptraj_ens6_15,6.04451298714,6.0512368679,9.14260792732,41.077475071,42.7278339863
unit.000095,cpptraj_ens6_16,6.08151507378,6.0830540657,9.51454806328,36.31873703,38.8476669788
unit.000096,cpptraj_ens7_1,6.11694192886,6.11850786209,9.91922497749,39.1380159855,40.3394770622
unit.000097,cpptraj_ens7_2,5.70832395554,5.7110490799,5.75170087814,23.1877839565,24.3113958836
unit.000098,cpptraj_ens7_3,5.74742794037,5.7488758564,6.07769489288,36.1968278885,38.2010040283
unit.000099,cpptraj_ens7_4,5.79336905479,5.79486608505,6.43168091774,36.7363059521,39.0470490456
unit.000100,cpptraj_ens7_5,5.82934308052,5.83090400696,6.81152701378,36.2085900307,38.2999398708
unit.000101,cpptraj_ens7_6,5.86738586426,5.86890792847,7.33220791817,36.2113859653,38.3452808857
unit.000102,cpptraj_ens7_7,5.90681290627,5.90832400322,7.88636898994,37.0436120033,39.1956009865
unit.000103,cpptraj_ens7_8,5.95090007782,5.95235896111,8.213960886,30.7735190392,32.8195328712
unit.000104,cpptraj_ens7_9,6.00653290749,6.00806498528,8.86456489563,37.6683309078,39.5436098576
unit.000105,cpptraj_ens7_10,6.12517786026,6.12672185898,9.98872804642,37.6712880135,39.5455739498
unit.000106,cpptraj_ens7_11,5.80105185509,5.80247807503,6.51258587837,36.2057089806,38.2956218719
unit.000107,cpptraj_ens7_12,5.9008128643,5.90232396126,7.83690404892,36.2141039371,38.3496179581
unit.000108,cpptraj_ens7_13,6.01758098602,6.01920390129,9.0149409771,37.3625900745,39.394744873
unit.000109,cpptraj_ens7_14,5.78417396545,5.78569698334,6.35490107536,36.3158960342,38.8468549252
unit.000110,cpptraj_ens7_15,5.82318997383,5.82467389107,6.70846796036,36.2585880756,38.7475209236
unit.000111,cpptraj_ens7_16,5.86123800278,5.86269903183,7.22270989418,37.2571020126,39.2954099178
unit.000112,cpptraj_ens8_1,5.90231990814,5.90374302864,7.85010290146,39.8354580402,40.7910048962
unit.000113,cpptraj_ens8_2,5.93815588951,5.94357800484,8.17114186287,36.2171919346,38.3947849274
unit.000114,cpptraj_ens8_3,5.99554491043,5.99719285965,8.72581100464,39.2211210728,40.4384288788
unit.000115,cpptraj_ens8_4,6.05257987976,6.05543899536,9.18120789528,36.9465909004,39.1470599174
unit.000116,cpptraj_ens8_5,6.08952403069,6.09110593796,9.65075802803,39.6334540844,40.7363889217
unit.000117,cpptraj_ens8_6,6.12037587166,6.12200689316,9.94610404968,37.9757659435,39.6450829506
unit.000118,cpptraj_ens8_7,5.71457290649,5.71607208252,5.79366207123,18.671849966,20.1092729568
unit.000119,cpptraj_ens8_8,5.75511693954,5.75659489632,6.13552808762,38.386179924,39.7446489334
unit.000120,cpptraj_ens8_9,5.79797101021,5.79949092865,6.49165201187,36.7307908535,38.9969360828
unit.000121,cpptraj_ens8_10,5.83550190926,5.83694291115,6.88607501984,33.1245839596,34.9664549828
unit.000122,cpptraj_ens8_11,5.87355494499,5.87519407272,7.52227687836,36.524846077,38.8977968693
unit.000123,cpptraj_ens8_12,5.91154098511,5.91306591034,7.95394706726,38.4949219227,39.8439159393
unit.000124,cpptraj_ens8_13,5.9554438591,5.95693588257,8.27601099014,36.2199149132,38.3998260498
unit.000125,cpptraj_ens8_14,6.01432108879,6.01602888107,8.9837448597,39.2238109112,40.4393050671
unit.000126,cpptraj_ens8_15,6.06417393684,6.06564593315,9.32784199715,37.3657848835,39.3954980373
unit.000127,cpptraj_ens8_16,6.0764439106,6.07826185226,9.44821596146,37.4656329155,39.4941329956
unit.000128,cpptraj_ens9_1,6.131483078,6.13300585747,10.0465629101,37.6740329266,39.5930149555
unit.000129,cpptraj_ens9_2,5.82761788368,5.82932186127,6.76826095581,36.9407088757,39.0975060463
unit.000130,cpptraj_ens9_3,6.06569600105,6.06719994545,9.35498189926,36.2310259342,38.4988160133
unit.000131,cpptraj_ens9_4,5.81381893158,5.81526589394,6.59569907188,36.2558400631,38.7467870712
unit.000132,cpptraj_ens9_5,6.03491187096,6.03853297234,9.0956120491,36.2254600525,38.4492468834
unit.000133,cpptraj_ens9_6,5.78881192207,5.79027891159,6.40076494217,32.6124479771,33.8950340748
unit.000134,cpptraj_ens9_7,6.00024485588,6.00173091888,8.80993390083,36.5276169777,38.9473350048
unit.000135,cpptraj_ens9_8,5.76163887978,5.7629609108,6.16828393936,36.1997818947,38.2460238934
unit.000136,cpptraj_ens9_9,5.95999407768,5.96144604683,8.35027885437,36.2226960659,38.4444708824
unit.000137,cpptraj_ens9_10,5.72931694984,5.73075294495,5.90569090843,33.7431299686,35.0240020752
unit.000138,cpptraj_ens9_11,5.91616606712,5.91767287254,8.01829886436,33.848968029,35.0737738609
unit.000139,cpptraj_ens9_12,6.04603385925,6.05258202553,9.15590906143,36.2282478809,38.4948899746
unit.000140,cpptraj_ens9_13,6.13467288017,6.13622307777,10.0730009079,36.2531089783,38.6973400116
unit.000141,cpptraj_ens9_14,5.7130420208,5.71484398842,5.78292989731,25.6683309078,26.6134860516
unit.000142,cpptraj_ens9_15,5.71902608871,5.7205119133,5.8269200325,25.5633769035,26.6064670086
unit.000143,cpptraj_ens9_16,5.72490596771,5.72639107704,5.87133097649,24.3293988705,25.4793229103
unit.000144,cpptraj_ens10_1,5.73254394531,5.73398685455,5.92739701271,38.9025349617,40.0902180672
unit.000145,cpptraj_ens10_2,5.73993492126,5.74141192436,6.00290393829,38.5937330723,39.9427790642
unit.000146,cpptraj_ens10_3,5.74444389343,5.74592900276,6.05572199821,38.3833260536,39.7423019409
unit.000147,cpptraj_ens10_4,5.75183296204,5.75361704826,6.11174106598,38.486577034,39.7919819355
unit.000148,cpptraj_ens10_5,5.76446390152,5.76594805717,6.18868589401,39.1106050014,40.24051404
