BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1507779780000 ms, 2017-10-11T22:43:02, 4, 2351, 0,1_Producer_Count
1507779840000 ms, 2017-10-11T22:44:14, 1, 67094, 4266,1_Producer_Count
1507779900000 ms, 2017-10-11T22:45:43, 1, 182856, 12508,1_Producer_Count
1507779960000 ms, 2017-10-11T22:47:31, 73886, 339788, 9732,1_Producer_Count
1507780020000 ms, 2017-10-11T22:49:39, 212174, 559211, 19788,1_Producer_Count
1507780080000 ms, 2017-10-11T22:51:53, 425376, 769281, 28486,1_Producer_Count
1507780140000 ms, 2017-10-11T22:54:05, 636788, 932955, 29887,1_Producer_Count
1507780200000 ms, 2017-10-11T22:57:34, 724746, 1019606, 29526,1_Producer_Count
1507780260000 ms, 2017-10-11T23:00:40, 833589, 1157659, 32729,1_Producer_Count
1507780320000 ms, 2017-10-11T23:01:59, 1077960, 1156740, 7975,1_Producer_Count
1507780380000 ms, 2017-10-11T23:02:08, 1147699, 1171517, 2381,1_Producer_Count
1507780440000 ms, 2017-10-11T23:02:09, 1170567, 1173555, 219,1_Producer_Count
1507780500000 ms, 2017-10-11T23:02:10, 1173346, 1174267, 14,1_Producer_Count
1507780560000 ms, 2017-10-11T23:02:10, 1174051, 1175216, 8,1_Producer_Count
1507780620000 ms, 2017-10-11T23:02:10, 1174990, 1176128, 8,1_Producer_Count
1507780680000 ms, 2017-10-11T23:02:10, 1175918, 1177174, 6,1_Producer_Count
1507780740000 ms, 2017-10-11T23:02:10, 1176951, 1178182, 3,1_Producer_Count
1507780800000 ms, 2017-10-11T23:02:11, 1177979, 1179109, 4,1_Producer_Count
1507780860000 ms, 2017-10-11T23:02:11, 1178900, 1180018, 4,1_Producer_Count
1507780920000 ms, 2017-10-11T23:02:11, 1179823, 1180856, 5,1_Producer_Count
1507780980000 ms, 2017-10-11T23:04:27, 1044793, 1048100, 227,1_Producer_Count
1507781040000 ms, 2017-10-11T23:04:28, 1046979, 1048228, 0,1_Producer_Count
1507781100000 ms, 2017-10-11T23:06:39, 917442, 918692, 0,1_Producer_Count
1507781160000 ms, 2017-10-11T23:06:41, 917053, 918328, 0,1_Producer_Count
1507781220000 ms, 2017-10-11T23:07:00, 899297, 900541, 0,1_Producer_Count
1507781280000 ms, 2017-10-11T23:09:12, 768017, 769288, 0,1_Producer_Count
1507781340000 ms, 2017-10-11T23:09:15, 766371, 767658, 0,1_Producer_Count
1507781400000 ms, 2017-10-11T23:11:36, 627100, 628353, 0,1_Producer_Count
1507781460000 ms, 2017-10-11T23:11:38, 626482, 627730, 0,1_Producer_Count
1507781520000 ms, 2017-10-11T23:14:08, 477329, 478618, 0,1_Producer_Count
1507781580000 ms, 2017-10-11T23:14:11, 475974, 477226, 0,1_Producer_Count
1507781640000 ms, 2017-10-11T23:14:12, 475422, 476671, 0,1_Producer_Count
1507781700000 ms, 2017-10-11T23:16:22, 346597, 347873, 0,1_Producer_Count
1507781760000 ms, 2017-10-11T23:16:28, 341938, 343192, 0,1_Producer_Count
1507781820000 ms, 2017-10-11T23:17:00, 311925, 313232, 0,1_Producer_Count
1507781880000 ms, 2017-10-11T23:19:15, 177579, 178818, 0,1_Producer_Count
1507781940000 ms, 2017-10-11T23:19:20, 173773, 175021, 0,1_Producer_Count
1507782000000 ms, 2017-10-11T23:20:00, 135721, 136963, 0,1_Producer_Count
1507782060000 ms, 2017-10-11T23:21:06, 70790, 72059, 0,1_Producer_Count
1507782120000 ms, 2017-10-11T23:22:00, 18159, 19437, 0,1_Producer_Count
1507782180000 ms, 2017-10-11T23:23:00, 1, 1287, 0,1_Producer_Count
1507782240000 ms, 2017-10-11T23:24:00, 1, 1261, 0,1_Producer_Count
1507782300000 ms, 2017-10-11T23:25:00, 1, 1289, 0,1_Producer_Count
1507782360000 ms, 2017-10-11T23:26:00, 1, 1292, 0,1_Producer_Count
1507782420000 ms, 2017-10-11T23:27:00, 1, 1268, 0,1_Producer_Count
1507782480000 ms, 2017-10-11T23:28:00, 2, 1295, 0,1_Producer_Count
1507782540000 ms, 2017-10-11T23:29:00, 0, 1271, 0,1_Producer_Count
1507782600000 ms, 2017-10-11T23:30:00, 1, 1276, 0,1_Producer_Count
1507782660000 ms, 2017-10-11T23:31:00, 1, 1282, 0,1_Producer_Count
1507782720000 ms, 2017-10-11T23:32:00, 1, 1288, 0,1_Producer_Count
1507782780000 ms, 2017-10-11T23:33:00, 1, 1264, 0,1_Producer_Count
