BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1507782840000 ms, 2017-10-11T23:34:00, 2, 1263, 0,1_Producer_Count
1507782900000 ms, 2017-10-11T23:35:00, 0, 1269, 0,1_Producer_Count
1507782960000 ms, 2017-10-11T23:36:00, 2, 1273, 0,1_Producer_Count
1507783020000 ms, 2017-10-11T23:37:00, 1, 1274, 0,1_Producer_Count
1507783080000 ms, 2017-10-11T23:38:00, 1, 1251, 0,1_Producer_Count
1507783140000 ms, 2017-10-11T23:39:00, 1, 1264, 0,1_Producer_Count
1507783200000 ms, 2017-10-11T23:40:00, 1, 1273, 0,1_Producer_Count
1507783260000 ms, 2017-10-11T23:41:00, 1, 1274, 0,1_Producer_Count
1507783320000 ms, 2017-10-11T23:42:00, 2, 1278, 0,1_Producer_Count
1507783380000 ms, 2017-10-11T23:43:00, 1, 1304, 0,1_Producer_Count
1507783440000 ms, 2017-10-11T23:44:00, 1, 1260, 0,1_Producer_Count
1507783500000 ms, 2017-10-11T23:45:00, 1, 1282, 0,1_Producer_Count
1507783560000 ms, 2017-10-11T23:46:00, 1, 1278, 0,1_Producer_Count
1507783620000 ms, 2017-10-11T23:47:00, 0, 1260, 0,1_Producer_Count
1507783680000 ms, 2017-10-11T23:48:00, 0, 1260, 0,1_Producer_Count
1507783740000 ms, 2017-10-11T23:49:00, 1, 1264, 0,1_Producer_Count
1507783800000 ms, 2017-10-11T23:50:00, 1, 1271, 0,1_Producer_Count
1507783860000 ms, 2017-10-11T23:51:00, 1, 1275, 0,1_Producer_Count
1507783920000 ms, 2017-10-11T23:52:00, 0, 1271, 0,1_Producer_Count
1507783980000 ms, 2017-10-11T23:53:00, 1, 1258, 0,1_Producer_Count
1507784040000 ms, 2017-10-11T23:54:00, 1, 1282, 0,1_Producer_Count
1507784100000 ms, 2017-10-11T23:55:00, 0, 1277, 0,1_Producer_Count
1507784160000 ms, 2017-10-11T23:56:00, 1, 1287, 0,1_Producer_Count
1507784220000 ms, 2017-10-11T23:57:00, 1, 1269, 0,1_Producer_Count
1507784280000 ms, 2017-10-11T23:58:00, 1, 1261, 0,1_Producer_Count
1507784340000 ms, 2017-10-11T23:59:00, 1, 1274, 0,1_Producer_Count
1507784400000 ms, 2017-10-12T00:00:00, 3, 1265, 0,1_Producer_Count
1507784460000 ms, 2017-10-12T00:01:00, 1, 1339, 0,1_Producer_Count
1507784520000 ms, 2017-10-12T00:02:00, 1, 1253, 0,1_Producer_Count
1507784580000 ms, 2017-10-12T00:03:00, 1, 1263, 0,1_Producer_Count
1507784640000 ms, 2017-10-12T00:04:00, 1, 1278, 0,1_Producer_Count
1507784700000 ms, 2017-10-12T00:05:00, 0, 1260, 0,1_Producer_Count
1507784760000 ms, 2017-10-12T00:06:00, 1, 1259, 0,1_Producer_Count
1507784820000 ms, 2017-10-12T00:07:00, 1, 1332, 0,1_Producer_Count
1507784880000 ms, 2017-10-12T00:08:00, 0, 1252, 0,1_Producer_Count
1507784940000 ms, 2017-10-12T00:09:00, 1, 1243, 0,1_Producer_Count
1507785000000 ms, 2017-10-12T00:10:00, 1, 1265, 0,1_Producer_Count
1507785060000 ms, 2017-10-12T00:11:00, 1, 1255, 0,1_Producer_Count
