BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1506035280000 ms, 2017-09-21T18:08:03, 4, 2378, 0,1_Producer_Count
1506035340000 ms, 2017-09-21T18:09:02, 0, 8153, 401,1_Producer_Count
1506035400000 ms, 2017-09-21T18:10:06, 1, 17960, 987,1_Producer_Count
1506035460000 ms, 2017-09-21T18:11:06, 0, 18274, 1083,1_Producer_Count
1506035520000 ms, 2017-09-21T18:12:05, 0, 16423, 938,1_Producer_Count
1506035580000 ms, 2017-09-21T18:13:06, 0, 19381, 1154,1_Producer_Count
1506035640000 ms, 2017-09-21T18:14:06, 0, 21391, 1237,1_Producer_Count
1506035700000 ms, 2017-09-21T18:15:06, 0, 20116, 1208,1_Producer_Count
1506035760000 ms, 2017-09-21T18:16:07, 1, 21865, 1222,1_Producer_Count
1506035820000 ms, 2017-09-21T18:17:05, 1, 19400, 1130,1_Producer_Count
1506035880000 ms, 2017-09-21T18:18:06, 0, 19675, 1149,1_Producer_Count
1506035940000 ms, 2017-09-21T18:19:06, 0, 20266, 1143,1_Producer_Count
1506036000000 ms, 2017-09-21T18:20:06, 0, 19493, 1124,1_Producer_Count
1506036060000 ms, 2017-09-21T18:21:05, 0, 18039, 1028,1_Producer_Count
1506036120000 ms, 2017-09-21T18:22:01, 0, 2880, 84,1_Producer_Count
1506036180000 ms, 2017-09-21T18:23:00, 1, 1271, 0,1_Producer_Count
1506036240000 ms, 2017-09-21T18:24:00, 0, 1297, 0,1_Producer_Count
1506036300000 ms, 2017-09-21T18:25:00, 0, 1284, 0,1_Producer_Count
1506036360000 ms, 2017-09-21T18:26:00, 1, 1309, 0,1_Producer_Count
1506036420000 ms, 2017-09-21T18:27:00, 0, 1286, 0,1_Producer_Count
1506036480000 ms, 2017-09-21T18:28:00, 1, 1328, 0,1_Producer_Count
1506036540000 ms, 2017-09-21T18:29:00, 0, 1308, 0,1_Producer_Count
1506036600000 ms, 2017-09-21T18:30:00, 1, 1297, 0,1_Producer_Count
1506036660000 ms, 2017-09-21T18:31:00, 0, 1268, 0,1_Producer_Count
1506036720000 ms, 2017-09-21T18:32:00, 1, 1261, 0,1_Producer_Count
1506036780000 ms, 2017-09-21T18:33:00, 0, 1269, 0,1_Producer_Count
1506036840000 ms, 2017-09-21T18:34:00, 0, 1275, 0,1_Producer_Count
1506036900000 ms, 2017-09-21T18:35:00, 0, 1270, 0,1_Producer_Count
