CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1,N/A,6.86119890213,6.86341881752,10.7242739201,560.427128792,543.866355896
unit.000001,Euclidean_dist_387,N/A,6.86568379402,6.86797380447,10.7512090206,561.20002079,543.874706984
unit.000002,Euclidean_dist_773,N/A,6.86800599098,6.87041783333,10.7645180225,578.836040974,561.272951841
unit.000003,Euclidean_dist_1159,N/A,6.87042880058,6.87312102318,10.7778089046,791.14227891,774.837039948
unit.000004,Euclidean_dist_1545,N/A,6.87311887741,6.87554883957,10.7946288586,684.134940863,667.981901884
unit.000005,Euclidean_dist_1931,N/A,6.87555480003,6.87796282768,10.8072109222,502.802803993,485.942942858
unit.000006,Euclidean_dist_2317,N/A,6.87797379494,6.88897585869,10.8222877979,932.779754877,916.397077799
unit.000007,Euclidean_dist_2703,N/A,6.89262485504,6.89749884605,10.8881158829,752.131799936,735.152575016
unit.000008,Euclidean_dist_3089,N/A,6.90181994438,6.90468788147,10.9138858318,579.656836987,562.29737401
unit.000009,Euclidean_dist_3475,N/A,6.90476894379,6.90870690346,10.9263608456,687.418443918,670.018848896
unit.000010,Euclidean_dist_3861,N/A,6.90862989426,6.91107082367,10.9397768974,753.827209949,736.176934958
unit.000011,Euclidean_dist_4247,N/A,6.91104984283,6.91341781616,10.9521729946,688.452615976,672.046517849
unit.000012,Euclidean_dist_4633,N/A,6.91341686249,6.91575980186,10.9653189182,775.129426003,758.531703949
unit.000013,Euclidean_dist_5019,N/A,6.9179649353,6.92090201378,10.9905068874,689.726559877,673.081748009
unit.000014,Euclidean_dist_5405,N/A,6.92310881615,6.92619800568,11.0154399872,691.080147982,674.094394922
unit.000015,Euclidean_dist_5791,N/A,6.92644190788,6.92946481705,11.0291469097,917.324095964,901.048702955
unit.000016,Euclidean_dist_6177,N/A,6.92950487137,6.93192100525,11.043022871,693.035413027,676.132655859
unit.000017,Euclidean_dist_6563,N/A,6.13277101517,6.13486790657,6.87069392204,473.196749926,456.617619991
unit.000018,Euclidean_dist_6949,N/A,6.31746888161,6.32039189339,7.92979502678,765.839599848,748.371990919
unit.000019,Euclidean_dist_7335,N/A,6.31207799911,6.31483387947,7.90529489517,480.396785975,462.819092989
unit.000020,Euclidean_dist_7721,N/A,6.22161197662,6.22381591797,7.3454978466,780.035518885,763.610385895
unit.000021,Euclidean_dist_8107,N/A,6.25948786736,6.26182794571,7.56950688362,802.369029999,786.01629591
unit.000022,Euclidean_dist_8493,N/A,6.29901385307,6.30133581161,7.84333491325,855.898674011,839.011297941
unit.000023,Euclidean_dist_8879,N/A,6.32823991776,6.33060288429,7.9781639576,825.69922781,808.523931026
unit.000024,Euclidean_dist_9265,N/A,6.33866000175,6.34109783173,8.02841687202,481.462764978,463.853350878
unit.000025,Euclidean_dist_9651,N/A,6.34111881256,6.34356784821,8.04100298882,509.488324881,492.62033987
unit.000026,Euclidean_dist_10037,N/A,6.34353399277,6.34590697289,8.05455589294,482.489532948,465.454805851
unit.000027,Euclidean_dist_10423,N/A,6.34813785553,6.35080289841,8.08270382881,483.527715921,465.454331875
unit.000028,Euclidean_dist_10809,N/A,6.44582486153,6.44809484482,8.58544397354,727.081861019,710.751568794
unit.000029,Euclidean_dist_11195,N/A,6.48628091812,6.48870682716,8.80566287041,511.981156826,494.663815975
unit.000030,Euclidean_dist_11581,N/A,6.52290987968,6.52580595016,9.0142018795,568.170496941,550.024124861
unit.000031,Euclidean_dist_11967,N/A,6.5616748333,6.56422495842,9.22956585884,641.704106808,625.023784876
unit.000032,Euclidean_dist_12353,N/A,6.60086798668,6.60417580605,9.43452882767,736.202049971,718.883941889
unit.000033,Euclidean_dist_12739,N/A,6.37166285515,6.37432098389,8.20139193535,617.441957951,600.508352995
unit.000034,Euclidean_dist_13125,N/A,6.67677783966,6.67917394638,9.82723498344,663.481473923,646.593441963
unit.000035,Euclidean_dist_13511,N/A,6.71961688995,6.72180485725,10.0422708988,670.298291922,652.741323948
unit.000036,Euclidean_dist_13897,N/A,6.74547386169,6.74783396721,10.1879379749,672.770669937,655.793371916
unit.000037,Euclidean_dist_14283,N/A,6.38649988174,6.3892159462,8.27881193161,620.022027016,603.578349829
unit.000038,Euclidean_dist_14669,N/A,6.38924884796,6.39172792435,8.29295396805,899.46121192,882.749368906
unit.000039,Euclidean_dist_15055,N/A,6.80532884598,6.80836486816,10.4932618141,748.834103823,732.101554871
unit.000040,Euclidean_dist_15441,N/A,6.81425595284,6.82053279877,10.5345377922,559.575986862,542.836231947
unit.000041,Euclidean_dist_15827,N/A,6.82310986519,6.82537889481,10.563231945,944.843101025,928.666365862
