CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1,N/A,6.04891586304,6.0514960289,6.28953194618,589.425813913,584.57679987
unit.000001,Euclidean_dist_387,N/A,6.05526804924,6.05800390244,6.31760382652,590.500854015,585.598067999
unit.000002,Euclidean_dist_773,N/A,6.05789804459,6.0605199337,6.33220386505,434.629520893,430.038576841
unit.000003,Euclidean_dist_1159,N/A,6.06309485435,6.06580901146,6.35746002197,463.500571966,458.547618866
unit.000004,Euclidean_dist_1545,N/A,6.06926393509,6.07192397118,6.38744282722,464.566254854,459.567193031
unit.000005,Euclidean_dist_1931,N/A,6.07454299927,6.07933592796,6.42271494865,309.886612892,310.256314039
unit.000006,Euclidean_dist_2317,N/A,6.07940292358,6.08198785782,6.43658995628,667.796737909,662.410704851
unit.000007,Euclidean_dist_2703,N/A,6.08811998367,6.09062385559,6.48684191704,668.803484917,663.421851873
unit.000008,Euclidean_dist_3089,N/A,6.09065103531,6.09362387657,6.50021195412,456.771296024,452.427830935
unit.000009,Euclidean_dist_3475,N/A,6.09370803833,6.09667396545,6.51508283615,581.47456193,577.432868004
unit.000010,Euclidean_dist_3861,N/A,6.0999019146,6.10249495506,6.54178595543,670.010627985,664.449372053
unit.000011,Euclidean_dist_4247,N/A,6.10512495041,6.10750889778,6.56753897667,465.59809804,460.593227863
unit.000012,Euclidean_dist_4633,N/A,6.10753703117,6.10993599892,6.5791258812,671.026288986,665.458426952
unit.000013,Euclidean_dist_5019,N/A,6.11266803741,6.11521291733,6.60777187347,466.618583918,461.618250847
unit.000014,Euclidean_dist_5405,N/A,6.11523604393,6.11808490753,6.623513937,544.103723049,539.24919796
unit.000015,Euclidean_dist_5791,N/A,6.11815285683,6.12062501907,6.6368329525,468.353168964,462.650082827
unit.000016,Euclidean_dist_6177,N/A,6.12397503853,6.12637686729,6.66751384735,591.398805857,586.625138998
unit.000017,Euclidean_dist_6563,N/A,6.12968683243,6.13208889961,6.69439983368,810.770520926,806.789499998
unit.000018,Euclidean_dist_6949,N/A,6.13208985329,6.13560605049,6.70619893074,673.515722036,669.522605896
unit.000019,Euclidean_dist_7335,N/A,6.14064192772,6.14348196983,6.74853491783,528.398228884,523.934703827
unit.000020,Euclidean_dist_7721,N/A,7.03889894485,7.04155087471,10.6912779808,518.662385941,513.71072197
unit.000021,Euclidean_dist_8107,N/A,6.14599394798,6.14925003052,6.77561283112,592.955113888,588.638731956
unit.000022,Euclidean_dist_8493,N/A,6.15235495567,6.15481090546,6.80266594887,674.737553835,669.531463861
unit.000023,Euclidean_dist_8879,N/A,7.06916093826,7.07310199738,10.8498179913,520.45509696,514.741967916
unit.000024,Euclidean_dist_9265,N/A,6.1604809761,6.16423296928,6.84968400002,457.828616858,453.455682993
unit.000025,Euclidean_dist_9651,N/A,7.08801698685,7.09039092064,10.9490590096,735.283591032,730.754179955
unit.000026,Euclidean_dist_10037,N/A,6.17001390457,6.17314505577,6.88910794258,662.866972923,658.319221973
unit.000027,Euclidean_dist_10423,N/A,7.11365890503,7.11629295349,11.0694949627,522.240993023,516.787283897
unit.000028,Euclidean_dist_10809,N/A,6.17939996719,6.1817920208,6.94042301178,785.996665955,781.271252871
unit.000029,Euclidean_dist_11195,N/A,6.00518202782,6.00831890106,6.1032140255,661.849050999,657.306488037
unit.000030,Euclidean_dist_11581,N/A,6.03414702415,6.03729104996,6.22120499611,588.535466909,583.554119825
unit.000031,Euclidean_dist_11967,N/A,6.06582689285,6.06924295425,6.37195301056,849.911896944,844.529677868
unit.000032,Euclidean_dist_12353,N/A,6.09680294991,6.09986305237,6.52978801727,743.202687979,738.8957479
unit.000033,Euclidean_dist_12739,N/A,6.12071585655,6.12391400337,6.65237498283,744.819442987,739.918864012
unit.000034,Euclidean_dist_13125,N/A,6.14928889275,6.152354002,6.78944396973,471.427449942,466.709851027
unit.000035,Euclidean_dist_13511,N/A,6.1755168438,6.17941594124,6.92692685127,545.313665867,541.283931971
unit.000036,Euclidean_dist_13897,N/A,6.20065498352,6.20376491547,7.05013489723,595.95795989,591.709879875
unit.000037,Euclidean_dist_14283,N/A,6.21689987183,6.21914982796,7.12811183929,843.81468606,839.419826031
unit.000038,Euclidean_dist_14669,N/A,6.25695991516,6.25927400589,7.31154584885,681.257740021,675.64657402
unit.000039,Euclidean_dist_15055,N/A,6.2800219059,6.28408694267,7.41421890259,548.027292013,543.323578835
unit.000040,Euclidean_dist_15441,N/A,6.22769403458,6.23293685913,7.18271493912,476.387271881,471.811622858
unit.000041,Euclidean_dist_15827,N/A,6.30719184875,6.30953288078,7.52696800232,570.194243908,566.215358019
unit.000042,Euclidean_dist_16213,N/A,6.31895685196,6.32315897942,7.57670497894,571.529912949,567.229974985
unit.000043,Euclidean_dist_16599,N/A,6.24598693848,6.24832391739,7.25866603851,787.245587826,782.283615828
unit.000044,Euclidean_dist_16985,N/A,6.35890293121,6.36367082596,7.74486494064,684.595618963,680.734285831
unit.000045,Euclidean_dist_17371,N/A,6.4063129425,6.40888690948,7.96031498909,644.30456996,639.955545902
unit.000046,Euclidean_dist_17757,N/A,6.46463298798,6.46726298332,8.18181395531,487.035181046,482.018223047
unit.000047,Euclidean_dist_18143,N/A,6.52103185654,6.52362895012,8.41141295433,316.654232025,349.944964886
unit.000048,Euclidean_dist_18529,N/A,6.57303190231,6.57545804977,8.63677501678,538.926089048,534.154598951
unit.000049,Euclidean_dist_18915,N/A,6.63695287704,6.64089584351,8.95326185226,410.231804848,425.939668894
unit.000050,Euclidean_dist_19301,N/A,6.64090299606,6.64343094826,8.96650886536,497.181043863,492.251754999
unit.000051,Euclidean_dist_19687,N/A,6.64816403389,6.650785923,8.99193501472,498.038609982,493.280011892
unit.000052,Euclidean_dist_20073,N/A,6.65074300766,6.65293097496,9.00586485863,616.403730869,612.167685986
unit.000053,Euclidean_dist_20459,N/A,6.65299296379,6.65566396713,9.01813697815,649.719805956,645.078493834
unit.000054,Euclidean_dist_20845,N/A,6.65807199478,6.66200184822,9.04402184486,696.420562983,691.975129843
unit.000055,Euclidean_dist_21231,N/A,6.66455984116,6.66706705093,9.07145404816,458.87370491,454.470281839
unit.000056,Euclidean_dist_21617,N/A,6.66988587379,6.67314291,9.09953999519,796.331285,792.465589046
unit.000057,Euclidean_dist_22003,N/A,6.67320203781,6.67560505867,9.11303091049,699.227838039,694.012935877
unit.000058,Euclidean_dist_22389,N/A,6.67562389374,6.67811799049,9.12726783752,618.126843929,613.178434849
unit.000059,Euclidean_dist_22775,N/A,6.67808699608,6.6803958416,9.14076089859,499.81802392,495.31911397
unit.000060,Euclidean_dist_23161,N/A,6.28417491913,6.28664302826,7.4272248745,641.544122934,636.893134832
unit.000061,Euclidean_dist_23547,N/A,6.29895186424,6.30129694939,7.49001288414,601.116647959,596.810997009
unit.000062,Euclidean_dist_23933,N/A,6.69170498848,6.69416999817,9.20342493057,700.619524002,695.039414883
unit.000063,Euclidean_dist_24319,N/A,6.69415187836,6.69663095474,9.21716284752,501.47445488,496.348721981
unit.000064,Euclidean_dist_24705,N/A,6.69664382935,6.69916200638,9.23032283783,759.295991898,754.26254797
unit.000065,Euclidean_dist_25091,N/A,6.36667990685,6.36909604073,7.76869893074,307.509268999,304.159298897
unit.000066,Euclidean_dist_25477,N/A,6.70407605171,6.7078230381,9.270403862,797.515815973,793.492477894
unit.000067,Euclidean_dist_25863,N/A,6.47933101654,6.4827580452,8.22114896774,441.975726843,437.170840979
unit.000068,Euclidean_dist_26249,N/A,6.71359801292,6.72121691704,9.31057286263,821.743422985,818.001919031
unit.000069,Euclidean_dist_26635,N/A,6.58047890663,6.58324599266,8.67407894135,794.654947042,790.428746939
