CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1,N/A,76.0626060963,76.0656621456,2003.568367,2326.16537309,2320.74432111
unit.000001,Euclidean_dist_387,N/A,60.780465126,60.7836060524,1911.13225603,2225.88311696,2220.32192492
unit.000002,Euclidean_dist_773,N/A,61.7052350044,61.7080309391,1916.1480341,2222.4704771,2217.28445005
unit.000003,Euclidean_dist_1159,N/A,62.7992420197,62.8040311337,1918.3588841,2235.55652308,2230.47836399
unit.000004,Euclidean_dist_1545,N/A,63.7251050472,63.7280650139,1925.886415,2238.61074495,2233.51949096
unit.000005,Euclidean_dist_1931,N/A,64.6501071453,64.6547889709,1929.55842113,2297.40562296,2292.30668402
unit.000006,Euclidean_dist_2317,N/A,65.5759439468,65.5791299343,1938.63270307,2242.44783807,2237.57782197
unit.000007,Euclidean_dist_2703,N/A,66.9487059116,66.9515910149,1949.46935105,2282.59481001,2277.12466502
unit.000008,Euclidean_dist_3089,N/A,68.4242560863,68.4271879196,1952.36380601,2316.72934699,2311.58209205
unit.000009,Euclidean_dist_3475,N/A,69.3486430645,69.3516340256,1956.39923191,2272.86016297,2267.99091411
unit.000010,Euclidean_dist_3861,N/A,70.2731759548,70.2759959698,1960.71624994,2300.95822906,2295.34009194
unit.000011,Euclidean_dist_4247,N/A,71.197206974,71.2001371384,1963.62756991,2264.12423396,2259.86262298
unit.000012,Euclidean_dist_4633,N/A,72.1214520931,72.1241281033,1986.40279603,2324.45904899,2319.72671008
unit.000013,Euclidean_dist_5019,N/A,73.594479084,73.5975251198,1991.72188306,2320.64407802,2315.65600801
unit.000014,Euclidean_dist_5405,N/A,75.0666749477,75.0716719627,1996.44274497,2304.472229,2299.40320206
unit.000015,Euclidean_dist_5791,N/A,76.441368103,76.4442100525,2026.13984013,2355.05485296,2349.83005595
unit.000016,Euclidean_dist_6177,N/A,77.3676040173,77.3705251217,2046.00654793,2364.08377814,2358.93722892
unit.000017,Euclidean_dist_6563,N/A,77.9148640633,77.9177191257,2064.76305294,2387.85595798,2382.21427011
unit.000018,Euclidean_dist_6949,N/A,78.8391051292,78.8437509537,2174.97116709,2485.63361406,2480.38231111
unit.000019,Euclidean_dist_7335,N/A,79.2179410458,79.2209451199,2177.81672812,2524.72592211,2519.87058496
unit.000020,Euclidean_dist_7721,N/A,80.1425869465,80.1454939842,2187.04887104,2502.98271394,2497.594136
unit.000021,Euclidean_dist_8107,N/A,81.0674510002,81.0714550018,2200.194947,2508.69808698,2503.66934896
unit.000022,Euclidean_dist_8493,N/A,81.6138899326,81.6169221401,2207.21865606,2531.76345801,2526.96452594
unit.000023,Euclidean_dist_8879,N/A,81.9914081097,81.9943161011,2214.54321599,2519.52818203,2514.80677414
unit.000024,Euclidean_dist_9265,N/A,82.538079977,82.5411410332,2216.77311492,2535.90940595,2531.61920595
unit.000025,Euclidean_dist_9651,N/A,83.6318831444,83.6348109245,2225.88856912,2540.65478992,2535.71682501
