CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1,N/A,15.7441320419,15.7484650612,15.7500860691,406.611524105,401.205639124
unit.000001,Euclidean_dist_387,N/A,16.6633691788,16.6680760384,16.6697421074,374.472909212,369.412045002
unit.000002,Euclidean_dist_773,N/A,17.0384020805,17.0421462059,17.0436441898,399.084441185,394.047708988
unit.000003,Euclidean_dist_1159,N/A,17.9615061283,17.9653961658,17.9668982029,409.069537163,403.277058125
unit.000004,Euclidean_dist_1545,N/A,18.5058422089,18.5102221966,18.5117909908,413.580293179,408.405423164
unit.000005,Euclidean_dist_1931,N/A,19.5955500603,19.5989911556,19.600479126,399.941600084,395.060125113
unit.000006,Euclidean_dist_2317,N/A,20.1406741142,20.1448571682,20.146417141,419.000884056,414.562521219
unit.000007,Euclidean_dist_2703,N/A,21.0591781139,21.0633571148,21.0649561882,396.390002012,391.987604141
unit.000008,Euclidean_dist_3089,N/A,21.9803202152,21.9841132164,21.9856991768,391.545523167,386.870398998
unit.000009,Euclidean_dist_3475,N/A,23.0684890747,23.0724852085,23.0741519928,898.641270161,893.024854183
unit.000010,Euclidean_dist_3861,N/A,23.4435172081,23.448346138,23.4500761032,813.038379192,807.789153099
unit.000011,Euclidean_dist_4247,N/A,24.3624920845,24.3663311005,24.3678541183,795.93188715,790.569477081
unit.000012,Euclidean_dist_4633,N/A,24.906881094,24.9107151031,24.9123260975,814.449120045,809.811342001
unit.000013,Euclidean_dist_5019,N/A,25.8969490528,25.9008080959,303.405164003,627.448083162,621.731096029
unit.000014,Euclidean_dist_5405,N/A,26.8159141541,26.8194022179,309.247325182,615.645592213,610.564960003
unit.000015,Euclidean_dist_5791,N/A,28.7520580292,28.7563610077,310.962589025,629.766130209,624.776636124
unit.000016,Euclidean_dist_6177,N/A,29.2955360413,29.2995171547,318.267171144,640.03097105,634.891010046
unit.000017,Euclidean_dist_6563,N/A,5.57496714592,5.58106899261,5.58408808708,307.7294631,302.141374111
unit.000018,Euclidean_dist_6949,N/A,101.811842203,101.815418005,692.447511196,1041.18371916,1036.69709802
unit.000019,Euclidean_dist_7335,N/A,62.7649772167,62.7689521313,350.477518082,689.554272175,685.59476614
unit.000020,Euclidean_dist_7721,N/A,116.283712149,116.28730917,898.647867203,1682.61192918,1677.070539
unit.000021,Euclidean_dist_8107,N/A,64.6022500992,64.6065461636,356.774610996,723.1976161,718.283285141
unit.000022,Euclidean_dist_8493,N/A,130.727421045,130.730996132,997.40737009,1308.90194201,1304.01374722
unit.000023,Euclidean_dist_8879,N/A,137.868652105,137.872804165,1015.74654412,1356.85891414,1352.89842701
unit.000024,Euclidean_dist_9265,N/A,145.384649038,145.40734005,1016.61899114,1330.68373418,1325.38971305
unit.000025,Euclidean_dist_9651,N/A,69.370814085,69.3743591309,376.319274187,753.31491518,747.985936165
unit.000026,Euclidean_dist_10037,N/A,157.368752003,157.372390032,1033.72549415,1370.19998622,1365.16942811
unit.000027,Euclidean_dist_10423,N/A,161.599058151,161.602400064,1232.83103919,1564.03391218,1558.65795803
unit.000028,Euclidean_dist_10809,N/A,5.59035015106,5.59310817719,5.64307713509,369.951947212,365.273394108
unit.000029,Euclidean_dist_11195,N/A,5.62231707573,5.62594008446,5.76829910278,365.780979156,361.148033142
unit.000030,Euclidean_dist_11581,N/A,5.6576499939,5.66060018539,5.9221701622,371.039911985,366.300753117
unit.000031,Euclidean_dist_11967,N/A,5.68899011612,5.69180512428,6.06288909912,419.797576189,415.575038195
unit.000032,Euclidean_dist_12353,N/A,5.73136401176,5.7338039875,6.26293802261,361.301365137,357.04503417
unit.000033,Euclidean_dist_12739,N/A,10.7348940372,10.7387940884,10.7403981686,389.912793159,385.840512037
unit.000034,Euclidean_dist_13125,N/A,78.8102960587,78.8139030933,664.506762981,1052.74776912,1047.95829201
unit.000035,Euclidean_dist_13511,N/A,14.754171133,14.7578670979,14.759344101,395.531254053,390.976533175
unit.000036,Euclidean_dist_13897,N/A,80.9900000095,80.9941151142,668.562579155,967.060393095,962.880215168
unit.000037,Euclidean_dist_14283,N/A,23.9875710011,23.9913210869,23.9929220676,837.687048197,832.320618153
unit.000038,Euclidean_dist_14669,N/A,29.8396320343,29.8433940411,326.643556118,712.653476,708.073484182
unit.000039,Euclidean_dist_15055,N/A,30.93019104,30.9339351654,344.141619205,733.648150206,728.575334072
unit.000040,Euclidean_dist_15441,N/A,32.394477129,32.3980631828,344.257182121,672.438764095,670.372336149
unit.000041,Euclidean_dist_15827,N/A,33.3139641285,33.3176031113,345.453181982,649.797114134,647.04955411
unit.000042,Euclidean_dist_16213,N/A,34.7789881229,34.7829401493,345.496029139,739.286215067,734.696521044
unit.000043,Euclidean_dist_16599,N/A,36.0785391331,36.0823531151,345.567084074,661.051632166,659.217155218
unit.000044,Euclidean_dist_16985,N/A,38.4716951847,38.475454092,346.609694004,705.924454212,700.926899195
unit.000045,Euclidean_dist_17371,N/A,42.7009420395,42.8977060318,346.855703115,654.347954988,651.114291191
unit.000046,Euclidean_dist_17757,N/A,47.163383007,47.1671350002,348.034010172,685.243909121,682.538570166
unit.000047,Euclidean_dist_18143,N/A,92.7795381546,92.7830371857,689.564366102,992.456785202,987.371133089
unit.000048,Euclidean_dist_18529,N/A,55.9862751961,55.9896640778,349.628993034,731.950133085,726.53512001
unit.000049,Euclidean_dist_18915,N/A,61.2998051643,61.3034501076,350.401924133,702.816232204,697.876480103
unit.000050,Euclidean_dist_19301,N/A,105.664089203,105.668011189,694.550091028,1063.56819105,1058.19770217
unit.000051,Euclidean_dist_19687,N/A,112.816042185,112.819852114,734.16280818,1091.98942304,1086.61061502
unit.000052,Euclidean_dist_20073,N/A,120.364039183,120.367649078,967.774202108,1304.91643715,1299.93053102
unit.000053,Euclidean_dist_20459,N/A,127.422151089,127.42564702,984.811341047,1288.37185311,1283.64093614
unit.000054,Euclidean_dist_20845,N/A,133.622692108,133.625447989,1010.64076614,1355.58762407,1350.88165808
unit.000055,Euclidean_dist_21231,N/A,68.0747931004,68.0786380768,369.469281197,736.004018068,730.623692036
unit.000056,Euclidean_dist_21617,N/A,68.9949271679,68.9985721111,375.210590124,742.445306063,737.752416134
unit.000057,Euclidean_dist_22003,N/A,69.914604187,69.9184641838,608.331411123,918.762147188,913.262360096
unit.000058,Euclidean_dist_22389,N/A,70.8342101574,70.8376581669,627.45431304,960.914830208,955.760601997
unit.000059,Euclidean_dist_22775,N/A,71.7534520626,71.756814003,640.036677122,980.183387995,976.13152504
unit.000060,Euclidean_dist_23161,N/A,5.60893702507,5.61275410652,5.72038221359,303.40409112,298.090548992
unit.000061,Euclidean_dist_23547,N/A,5.64049100876,5.64324903488,5.84131002426,383.34447813,377.655256987
unit.000062,Euclidean_dist_23933,N/A,5.67159104347,5.6744260788,5.98880314827,348.888773203,344.779915094
unit.000063,Euclidean_dist_24319,N/A,5.71028518677,5.71279811859,6.15944910049,384.963546038,379.718775988
unit.000064,Euclidean_dist_24705,N/A,8.3502831459,8.35422110558,8.35584020615,412.754247189,407.374274015
unit.000065,Euclidean_dist_25091,N/A,77.889136076,77.8927199841,661.179867029,985.854730129,981.232499123
unit.000066,Euclidean_dist_25477,N/A,13.6666932106,13.6707761288,13.6723701954,384.155534029,378.686966181
unit.000067,Euclidean_dist_25863,N/A,16.1190321445,16.1229891777,16.1244730949,404.968470097,400.196279049
unit.000068,Euclidean_dist_26249,N/A,21.4340171814,21.437980175,21.4395151138,376.664875984,371.472365141
unit.000069,Euclidean_dist_26635,N/A,82.4545271397,82.4585270882,668.843582153,987.589871168,982.289602041
unit.000070,Euclidean_dist_27021,N/A,30.2170929909,30.3285801411,344.113718033,736.882171154,732.640576124
unit.000071,Euclidean_dist_27407,N/A,84.4654340744,84.4690790176,676.448163033,994.531229019,990.437027216
unit.000072,Euclidean_dist_27793,N/A,85.9312469959,85.9350690842,680.142808199,1057.70863199,1052.04352713
unit.000073,Euclidean_dist_28179,N/A,86.921061039,86.9252080917,682.97299099,1053.54583216,1047.95893812
unit.000074,Euclidean_dist_28565,N/A,35.1553661823,35.1589941978,345.523331165,744.075766087,738.772062063
unit.000075,Euclidean_dist_28951,N/A,36.6223430634,36.6261100769,345.58863616,694.546959162,689.677268028
unit.000076,Euclidean_dist_29337,N/A,40.313740015,40.3211991787,346.748241186,706.766384125,700.93001914
unit.000077,Euclidean_dist_29723,N/A,44.7099590302,44.7136871815,346.943809986,720.685336113,715.219135046
unit.000078,Euclidean_dist_30109,N/A,49.3766391277,49.3802649975,348.191805124,717.666585207,713.169767141
unit.000079,Euclidean_dist_30495,N/A,53.6012370586,53.604763031,349.488785028,697.337588072,692.755053997
unit.000080,Euclidean_dist_30881,N/A,94.2470800877,94.3529970646,689.670045137,1000.59377503,999.569476128
unit.000081,Euclidean_dist_31267,N/A,95.3350660801,95.3386421204,689.734876156,1048.9352951,1043.87988305
unit.000082,Euclidean_dist_31653,N/A,95.8804700375,95.8841590881,691.18446517,1045.61093402,1040.8020041
unit.000083,Euclidean_dist_32039,N/A,97.4146101475,97.4185080528,691.27838707,1041.97354603,1036.69620299
unit.000084,Euclidean_dist_32425,N/A,98.7122571468,98.8314621449,692.262356043,1047.36771512,1042.84608817
unit.000085,Euclidean_dist_32811,N/A,99.8016049862,99.8052191734,692.320860147,1054.38276911,1048.99141312
unit.000086,Euclidean_dist_33197,N/A,100.892755985,100.896559,692.376844168,1044.80056214,1039.77421808
unit.000087,Euclidean_dist_33583,N/A,102.187475204,102.191095114,692.46639514,1058.52544713,1053.07378912
unit.000088,Euclidean_dist_33969,N/A,103.109169006,103.112613201,693.492099047,1026.83811712,1022.40315604
unit.000089,Euclidean_dist_34355,N/A,104.575186014,104.579079151,693.585695982,1040.33718204,1035.66296315
unit.000090,Euclidean_dist_34741,N/A,106.038927078,106.042292118,694.573803186,1036.08443999,1030.56627607
unit.000091,Euclidean_dist_35127,N/A,106.960195065,106.963607073,694.627191067,1009.16939211,1005.65458608
unit.000092,Euclidean_dist_35513,N/A,104.029045105,104.032922029,693.551138163,998.60868907,994.507083178
unit.000093,Euclidean_dist_35899,N/A,109.342449188,109.345964193,701.534846067,1043.83152318,1038.74752998
unit.000094,Euclidean_dist_36285,N/A,110.431566,110.435284138,704.690621138,1067.06835198,1062.3085382
unit.000095,Euclidean_dist_36671,N/A,111.896618128,111.900371075,714.457029104,1061.95774317,1056.158746
unit.000096,Euclidean_dist_37057,N/A,132.190020084,132.194428205,1010.50451708,1379.75996709,1374.40562916
unit.000097,Euclidean_dist_37443,N/A,114.277171135,114.28068018,810.425724983,1601.22761703,1596.11891699
unit.000098,Euclidean_dist_37829,N/A,115.36503911,115.369048119,814.454643011,1615.36070514,1610.26741505
unit.000099,Euclidean_dist_38215,N/A,116.727926016,116.911413193,918.767366171,1232.82514906,1227.9269762
unit.000100,Euclidean_dist_38601,N/A,158.664894104,158.668346167,1043.19072819,1387.90917206,1383.58091307
unit.000101,Euclidean_dist_38987,N/A,119.27584815,119.279445171,964.649254084,1306.52705002,1301.99399304
unit.000102,Euclidean_dist_39373,N/A,5.60295915604,5.60602021217,5.696352005,397.298499107,393.016437054
unit.000103,Euclidean_dist_39759,N/A,5.63468408585,5.6380610466,5.81745505333,310.28443718,306.211983204
unit.000104,Euclidean_dist_40145,N/A,122.749144077,122.753000021,975.132623196,1371.87542605,1366.18938708
unit.000105,Euclidean_dist_40531,N/A,124.046378136,124.050039053,978.258072138,1302.90410113,1297.897964
unit.000106,Euclidean_dist_40917,N/A,125.136042118,125.139774084,979.770974159,1310.77167106,1306.05519009
unit.000107,Euclidean_dist_41303,N/A,11.280133009,11.284206152,11.2858831882,417.041594982,412.473693132
unit.000108,Euclidean_dist_41689,N/A,127.965746164,127.969608068,985.518244028,1345.32896209,1340.67228699
unit.000109,Euclidean_dist_42075,N/A,15.1291520596,15.1331841946,15.134829998,401.676823139,397.118202209
unit.000110,Euclidean_dist_42461,N/A,20.5157132149,20.5196790695,20.5212740898,411.413655043,406.362394094
unit.000111,Euclidean_dist_42847,N/A,25.2835361958,25.2873651981,25.2889080048,810.41934514,804.740699053
unit.000112,Euclidean_dist_43233,N/A,61.6770710945,61.6805992126,350.427029133,719.040953159,714.190463066
unit.000113,Euclidean_dist_43619,N/A,62.2205550671,62.224406004,350.453449011,752.456108093,746.975184202
unit.000114,Euclidean_dist_44005,N/A,63.1398601532,63.1434111595,350.49676013,722.385325193,717.259984016
unit.000115,Euclidean_dist_44391,N/A,64.0582830906,64.0620031357,355.062453985,727.175196171,721.41685915
unit.000116,Euclidean_dist_44777,N/A,65.1467270851,65.1505870819,357.782058001,740.187258005,735.713033199
unit.000117,Euclidean_dist_45163,N/A,66.610669136,66.6144530773,360.907261133,745.741664171,740.818157196
unit.000118,Euclidean_dist_45549,N/A,142.116012096,142.119914055,1015.92794108,1328.87341118,1324.37247109
