CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1,N/A,6.2532491684,6.25628805161,342.451868057,741.191104174,737.005100012
unit.000001,Euclidean_dist_387,N/A,6.69426608086,6.69656515121,688.007955074,1024.94983411,1020.56208515
unit.000002,Euclidean_dist_773,N/A,6.69656610489,6.6996281147,688.043963194,1020.70369911,1015.48519301
unit.000003,Euclidean_dist_1159,N/A,6.70816111565,6.71210098267,688.124459982,1047.95844698,1044.11167598
unit.000004,Euclidean_dist_1545,N/A,6.71509504318,6.71893405914,688.206962109,1025.77979112,1021.58916616
unit.000005,Euclidean_dist_1931,N/A,6.72461104393,6.72712421417,691.624232054,1030.76483917,1025.68702316
unit.000006,Euclidean_dist_2317,N/A,6.73239517212,6.73512220383,696.462162018,1029.953866,1024.66795516
unit.000007,Euclidean_dist_2703,N/A,6.51695609093,6.5192232132,650.698790073,956.104591131,950.469980001
unit.000008,Euclidean_dist_3089,N/A,6.56125497818,6.56376314163,661.766986132,983.209583044,979.064596176
unit.000009,Euclidean_dist_3475,N/A,6.75208806992,6.75471401215,714.594758987,1074.13488698,1068.56764507
unit.000010,Euclidean_dist_3861,N/A,5.95868515968,5.96258115768,5.99520516396,356.309272051,352.200697184
unit.000011,Euclidean_dist_4247,N/A,6.66907000542,6.67132806778,686.812138081,1047.19347215,1042.07183719
unit.000012,Euclidean_dist_4633,N/A,6.18413209915,6.18665409088,7.09684205055,391.626502991,385.955513
unit.000013,Euclidean_dist_5019,N/A,6.37893819809,6.38162899017,347.22004509,725.501882076,720.631322145
unit.000014,Euclidean_dist_5405,N/A,6.78660702705,6.79003214836,956.109989166,1297.24338913,1292.98787713
unit.000015,Euclidean_dist_5791,N/A,6.79248809814,6.79509711266,958.126645088,1262.02191806,1256.30504107
unit.000016,Euclidean_dist_6177,N/A,6.79812312126,6.80053305626,961.050814152,1285.42643499,1280.77753115
unit.000017,Euclidean_dist_6563,N/A,6.80520510674,6.80849599838,963.872637987,1265.34105515,1260.3815372
unit.000018,Euclidean_dist_6949,N/A,6.84734010696,6.84953713417,976.978420019,1313.21100807,1309.30985618
unit.000019,Euclidean_dist_7335,N/A,6.81818509102,6.82063817978,967.640766144,1271.47405219,1266.4670682
unit.000020,Euclidean_dist_7721,N/A,5.98673701286,5.99033617973,6.1084651947,399.941585064,394.193897009
unit.000021,Euclidean_dist_8107,N/A,6.87931919098,6.88157916069,987.167740107,1332.88311815,1328.71933198
unit.000022,Euclidean_dist_8493,N/A,6.89832806587,6.9005420208,995.140907049,1323.15955114,1318.48330903
unit.000023,Euclidean_dist_8879,N/A,6.00546312332,6.0091381073,6.18380403519,373.853025198,368.547665119
unit.000024,Euclidean_dist_9265,N/A,6.01445913315,6.01714920998,6.22089719772,349.42735219,344.055757046
unit.000025,Euclidean_dist_9651,N/A,6.95187401772,6.95462107658,1009.65038514,1358.93642306,1354.29564619
unit.000026,Euclidean_dist_10037,N/A,6.97212719917,6.97425818443,1014.90464401,1351.69678211,1346.11151814
