CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1,N/A,6.7958009243,6.80180692673,389.260801077,827.289985895,822.474189043
unit.000001,Euclidean_dist_387,N/A,6.39687895775,6.40243887901,8.17130708694,480.693036079,475.612449884
unit.000002,Euclidean_dist_773,N/A,6.40238809586,6.40529990196,8.18634796143,483.496983051,478.664118052
unit.000003,Euclidean_dist_1159,N/A,15.6170051098,15.6215379238,390.479146957,799.130951881,794.748914003
unit.000004,Euclidean_dist_1545,N/A,6.41571807861,6.41845989227,8.25996804237,508.607181072,503.23306489
unit.000005,Euclidean_dist_1931,N/A,26.6591959,26.6633191109,392.285003901,777.020431995,772.179760933
unit.000006,Euclidean_dist_2317,N/A,6.43168401718,6.43401908875,8.32048010826,448.129287958,443.779283047
unit.000007,Euclidean_dist_2703,N/A,40.3231420517,40.3275949955,394.275369883,778.827212095,774.275197983
unit.000008,Euclidean_dist_3089,N/A,47.7762560844,47.7799079418,395.588443041,866.737647057,862.444986105
unit.000009,Euclidean_dist_3475,N/A,55.6704380512,55.6741809845,396.691885948,869.286140919,864.502369881
unit.000010,Euclidean_dist_3861,N/A,6.46029496193,6.46552109718,8.45534205437,529.973022938,524.345506907
unit.000011,Euclidean_dist_4247,N/A,5.9907310009,5.99441790581,6.27963495255,426.623651028,422.226490974
unit.000012,Euclidean_dist_4633,N/A,6.03993201256,6.0422000885,6.49203705788,429.623766899,425.290189028
unit.000013,Euclidean_dist_5019,N/A,6.08061504364,6.08285307884,6.70478987694,535.046509027,530.469093084
unit.000014,Euclidean_dist_5405,N/A,6.31826710701,6.32172393799,7.84267306328,526.690761089,521.280539036
unit.000015,Euclidean_dist_5791,N/A,6.49522304535,6.49925994873,8.61696791649,543.83671689,539.680664062
unit.000016,Euclidean_dist_6177,N/A,6.60337996483,6.60687398911,384.160890102,822.392522097,817.363636017
unit.000017,Euclidean_dist_6563,N/A,6.21548390388,6.21966409683,7.37272596359,536.028146982,531.502150059
unit.000018,Euclidean_dist_6949,N/A,6.71820998192,6.72179698944,387.445427895,687.116254091,684.607834101
unit.000019,Euclidean_dist_7335,N/A,6.51934099197,6.52191305161,368.920525074,767.496176958,762.936206102
unit.000020,Euclidean_dist_7721,N/A,6.32516598701,6.32747197151,7.86932897568,443.004365921,437.674603939
unit.000021,Euclidean_dist_8107,N/A,21.0151441097,21.0195169449,391.367875099,890.242578983,886.013165951
unit.000022,Euclidean_dist_8493,N/A,22.0144870281,22.0187261105,391.42324996,829.778094053,824.578155994
unit.000023,Euclidean_dist_8879,N/A,22.8976399899,22.9018990993,391.506706953,766.694066048,761.905510902
unit.000024,Euclidean_dist_9265,N/A,24.1992270947,24.2029299736,391.594259024,839.181194067,834.826534033
unit.000025,Euclidean_dist_9651,N/A,25.1211030483,25.1248159409,392.206413031,898.504354,894.218489885
unit.000026,Euclidean_dist_10037,N/A,26.1143379211,26.1180279255,392.258709908,876.625895023,871.652620077
unit.000027,Euclidean_dist_10423,N/A,27.5799360275,27.5836479664,392.342303991,860.911248922,855.284650087
unit.000028,Euclidean_dist_10809,N/A,28.5007030964,28.5043349266,392.398220062,802.467247963,797.819093943
unit.000029,Euclidean_dist_11195,N/A,29.4234929085,29.4271650314,392.448565006,765.717689037,760.894073009
unit.000030,Euclidean_dist_11581,N/A,30.8913779259,30.8947761059,392.542996883,839.97893405,835.838943005
unit.000031,Euclidean_dist_11967,N/A,31.8180520535,32.1474969387,392.59342289,803.372653961,797.828294039
unit.000032,Euclidean_dist_12353,N/A,33.0802030563,33.083630085,393.198249102,891.071834087,886.023226023
unit.000033,Euclidean_dist_12739,N/A,34.58436203,34.7067220211,393.301585913,834.140321016,828.700273037
unit.000034,Euclidean_dist_13125,N/A,35.4702439308,35.4736709595,393.369055986,804.115843058,798.857362032
unit.000035,Euclidean_dist_13511,N/A,36.4632411003,36.4667260647,393.443006039,834.977276087,829.708796978
unit.000036,Euclidean_dist_13897,N/A,37.9326601028,37.9367749691,393.532063007,862.581674099,858.332843065
unit.000037,Euclidean_dist_14283,N/A,38.8530728817,38.8568110466,393.60958004,879.095025063,873.699589014
