BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1507238340000 ms, 2017-10-05T16:19:09, 4, 23375, 1615,1_Producer_Count
1507238400000 ms, 2017-10-05T16:21:05, 0, 423118, 19728,1_Producer_Count
1507238460000 ms, 2017-10-05T16:22:16, 352003, 985565, 16289,1_Producer_Count
1507238520000 ms, 2017-10-05T16:25:29, 792632, 1095794, 23125,1_Producer_Count
1507238580000 ms, 2017-10-05T16:30:05, 819366, 1431494, 60603,1_Producer_Count
1507238640000 ms, 2017-10-05T16:36:41, 1035290, 1970153, 92360,1_Producer_Count
1507238700000 ms, 2017-10-05T16:40:21, 1750539, 2263336, 51312,1_Producer_Count
1507238760000 ms, 2017-10-05T16:41:09, 2215159, 2232127, 1632,1_Producer_Count
1507238820000 ms, 2017-10-05T16:41:09, 2231868, 2233140, 0,1_Producer_Count
1507238880000 ms, 2017-10-05T16:41:10, 2232852, 2234293, 0,1_Producer_Count
1507238940000 ms, 2017-10-05T16:41:10, 2234011, 2235290, 0,1_Producer_Count
1507239000000 ms, 2017-10-05T16:41:10, 2235022, 2236297, 0,1_Producer_Count
1507239060000 ms, 2017-10-05T16:41:11, 2236006, 2237282, 0,1_Producer_Count
1507239120000 ms, 2017-10-05T16:41:11, 2237014, 2238271, 0,1_Producer_Count
1507239180000 ms, 2017-10-05T16:41:11, 2238007, 2239286, 0,1_Producer_Count
1507239240000 ms, 2017-10-05T16:41:11, 2239023, 2240268, 0,1_Producer_Count
1507239300000 ms, 2017-10-05T16:41:12, 2240007, 2241284, 0,1_Producer_Count
1507239360000 ms, 2017-10-05T16:41:12, 2241025, 2242288, 0,1_Producer_Count
1507239420000 ms, 2017-10-05T16:41:12, 2242023, 2243262, 0,1_Producer_Count
1507239480000 ms, 2017-10-05T16:41:12, 2243015, 2244263, 0,1_Producer_Count
1507239540000 ms, 2017-10-05T16:41:13, 2244002, 2245271, 0,1_Producer_Count
1507239600000 ms, 2017-10-05T16:41:13, 2245016, 2246229, 0,1_Producer_Count
1507239660000 ms, 2017-10-05T16:41:13, 2245974, 2247230, 0,1_Producer_Count
1507239720000 ms, 2017-10-05T16:43:20, 2120596, 2121862, 0,1_Producer_Count
1507239780000 ms, 2017-10-05T16:43:22, 2119422, 2120652, 0,1_Producer_Count
1507239840000 ms, 2017-10-05T16:44:03, 2080200, 2081437, 0,1_Producer_Count
1507239900000 ms, 2017-10-05T16:47:54, 1850622, 1851897, 0,1_Producer_Count
1507239960000 ms, 2017-10-05T16:47:57, 1848708, 1849934, 0,1_Producer_Count
1507240020000 ms, 2017-10-05T16:47:59, 1847620, 1848859, 0,1_Producer_Count
1507240080000 ms, 2017-10-05T16:48:01, 1846722, 1847963, 0,1_Producer_Count
1507240140000 ms, 2017-10-05T16:53:00, 1548735, 1549965, 0,1_Producer_Count
1507240200000 ms, 2017-10-05T16:53:09, 1541582, 1542854, 0,1_Producer_Count
1507240260000 ms, 2017-10-05T16:53:13, 1538690, 1539914, 0,1_Producer_Count
1507240320000 ms, 2017-10-05T16:53:16, 1536403, 1537742, 0,1_Producer_Count
1507240380000 ms, 2017-10-05T16:53:20, 1534236, 1535865, 0,1_Producer_Count
1507240440000 ms, 2017-10-05T16:54:24, 1472135, 1473378, 0,1_Producer_Count
1507240500000 ms, 2017-10-05T17:00:15, 1122561, 1123823, 0,1_Producer_Count
1507240560000 ms, 2017-10-05T17:00:19, 1118983, 1120311, 0,1_Producer_Count
1507240620000 ms, 2017-10-05T17:00:22, 1117278, 1118756, 0,1_Producer_Count
1507240680000 ms, 2017-10-05T17:00:24, 1116772, 1118029, 0,1_Producer_Count
1507240740000 ms, 2017-10-05T17:00:27, 1115855, 1117105, 0,1_Producer_Count
1507240800000 ms, 2017-10-05T17:00:28, 1115201, 1116486, 0,1_Producer_Count
1507240860000 ms, 2017-10-05T17:01:00, 1085229, 1086687, 0,1_Producer_Count
1507240920000 ms, 2017-10-05T17:08:20, 646166, 647387, 0,1_Producer_Count
1507240980000 ms, 2017-10-05T17:08:26, 641924, 643184, 0,1_Producer_Count
1507241040000 ms, 2017-10-05T17:08:29, 640166, 641432, 0,1_Producer_Count
1507241100000 ms, 2017-10-05T17:08:33, 637623, 638962, 0,1_Producer_Count
1507241160000 ms, 2017-10-05T17:08:36, 635429, 636667, 0,1_Producer_Count
1507241220000 ms, 2017-10-05T17:08:40, 633047, 634274, 0,1_Producer_Count
1507241280000 ms, 2017-10-05T17:08:42, 631957, 633192, 0,1_Producer_Count
1507241340000 ms, 2017-10-05T17:09:00, 615244, 616479, 0,1_Producer_Count
1507241400000 ms, 2017-10-05T17:12:44, 392577, 393791, 0,1_Producer_Count
1507241460000 ms, 2017-10-05T17:12:47, 390651, 391892, 0,1_Producer_Count
1507241520000 ms, 2017-10-05T17:12:50, 388735, 389987, 0,1_Producer_Count
1507241580000 ms, 2017-10-05T17:13:00, 379846, 381073, 0,1_Producer_Count
1507241640000 ms, 2017-10-05T17:17:08, 133393, 134638, 0,1_Producer_Count
1507241700000 ms, 2017-10-05T17:17:14, 128294, 129611, 0,1_Producer_Count
1507241760000 ms, 2017-10-05T17:17:17, 127014, 128290, 0,1_Producer_Count
1507241820000 ms, 2017-10-05T17:17:20, 125459, 126682, 0,1_Producer_Count
1507241880000 ms, 2017-10-05T17:18:00, 86740, 87969, 0,1_Producer_Count
1507241940000 ms, 2017-10-05T17:19:00, 27978, 29241, 0,1_Producer_Count
1507242000000 ms, 2017-10-05T17:20:00, 0, 1241, 0,1_Producer_Count
1507242060000 ms, 2017-10-05T17:21:00, 0, 1226, 0,1_Producer_Count
1507242120000 ms, 2017-10-05T17:22:00, 0, 1240, 0,1_Producer_Count
1507242180000 ms, 2017-10-05T17:23:00, 2, 1248, 0,1_Producer_Count
1507242240000 ms, 2017-10-05T17:24:00, 1, 1260, 0,1_Producer_Count
1507242300000 ms, 2017-10-05T17:25:00, 1, 1242, 0,1_Producer_Count
1507242360000 ms, 2017-10-05T17:26:00, 2, 1270, 0,1_Producer_Count
1507242420000 ms, 2017-10-05T17:27:00, 1, 1244, 0,1_Producer_Count
1507242480000 ms, 2017-10-05T17:28:00, 0, 1230, 0,1_Producer_Count
1507242540000 ms, 2017-10-05T17:29:00, 0, 1240, 0,1_Producer_Count
1507242600000 ms, 2017-10-05T17:30:00, 1, 1225, 0,1_Producer_Count
1507242660000 ms, 2017-10-05T17:31:00, 1, 1266, 0,1_Producer_Count
1507242720000 ms, 2017-10-05T17:32:00, 1, 1255, 0,1_Producer_Count
1507242780000 ms, 2017-10-05T17:33:00, 0, 1231, 0,1_Producer_Count
1507242840000 ms, 2017-10-05T17:34:00, 0, 1252, 0,1_Producer_Count
1507242900000 ms, 2017-10-05T17:35:00, 0, 1234, 0,1_Producer_Count
1507242960000 ms, 2017-10-05T17:36:00, 0, 1249, 0,1_Producer_Count
1507243020000 ms, 2017-10-05T17:37:00, 1, 1276, 0,1_Producer_Count
1507243080000 ms, 2017-10-05T17:38:00, 2, 1251, 0,1_Producer_Count
1507243140000 ms, 2017-10-05T17:39:00, 0, 1250, 0,1_Producer_Count
1507243200000 ms, 2017-10-05T17:40:00, 0, 1263, 0,1_Producer_Count
1507243260000 ms, 2017-10-05T17:41:00, 1, 1249, 0,1_Producer_Count
1507243320000 ms, 2017-10-05T17:42:00, 1, 1257, 0,1_Producer_Count
1507243380000 ms, 2017-10-05T17:43:00, 1, 1258, 0,1_Producer_Count
1507243440000 ms, 2017-10-05T17:44:00, 1, 1243, 0,1_Producer_Count
1507243500000 ms, 2017-10-05T17:45:00, 1, 1236, 0,1_Producer_Count
1507243560000 ms, 2017-10-05T17:46:00, 0, 1266, 0,1_Producer_Count
