CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000016,Euclidean_dist_1_1,27.8844242096,27.8881142139,27.8902420998,1128.49465299,1129.80766201
unit.000017,Euclidean_dist_1_16385,93.9996571541,94.0025410652,94.0111260414,98.1615791321,97.8900141716
unit.000018,Euclidean_dist_1_32769,284.747098207,284.750591993,284.752525091,288.912533045,289.231352091
unit.000019,Euclidean_dist_1_49153,311.444668055,311.447554111,311.456611156,315.641707182,315.89418602
unit.000020,Euclidean_dist_1_65537,306.922719002,306.925528049,306.934998989,311.170040131,311.395313978
unit.000021,Euclidean_dist_1_81921,251.587639093,251.591292143,251.593164206,255.772565126,255.879253149
unit.000022,Euclidean_dist_1_98305,326.259092093,326.26256609,326.264360189,330.874420166,331.394481182
unit.000023,Euclidean_dist_1_114689,255.302581072,255.306291103,255.308123112,259.834834099,260.288453102
unit.000024,Euclidean_dist_1_131073,344.720201015,344.722998142,344.731083155,348.983643055,349.27049017
unit.000025,Euclidean_dist_1_147457,352.186258078,352.189997196,352.191937208,356.407761097,357.013942003
unit.000026,Euclidean_dist_1_163841,358.07278204,358.075533152,358.084174156,362.295775175,362.673082113
unit.000027,Euclidean_dist_1_180225,260.414729118,260.417812109,260.42663312,264.624750137,265.802275181
unit.000028,Euclidean_dist_1_196609,373.624883175,373.627743006,373.636838198,377.820525169,379.159832001
unit.000029,Euclidean_dist_1_212993,380.851027012,380.853821993,380.863629103,385.040925026,385.908358097
unit.000030,Euclidean_dist_1_229377,9.50322198868,9.50677013397,9.50882315636,433.034150124,433.89538312
unit.000031,Euclidean_dist_1_245761,267.073717117,267.07686305,267.08514905,271.233676195,271.423775196
unit.000032,Euclidean_dist_1_262145,30.692234993,30.695952177,30.698182106,689.888732195,690.812355995
unit.000033,Euclidean_dist_1_278529,38.0898520947,38.0926020145,46.9566349983,54.8862230778,55.0448431969
unit.000034,Euclidean_dist_1_294913,47.0057520866,47.0084140301,47.1504831314,760.96333313,762.261996984
unit.000035,Euclidean_dist_1_311297,55.7219281197,55.7244300842,55.7333230972,59.962403059,60.6820981503
unit.000036,Euclidean_dist_1_327681,274.418251991,274.421851158,274.423752069,278.551299095,279.224524021
unit.000037,Euclidean_dist_1_344065,73.5167210102,73.5195121765,73.5282731056,77.7495942116,77.9012269974
unit.000038,Euclidean_dist_1_360449,278.043251991,278.046823025,278.048632145,282.310707092,282.570631027
unit.000039,Euclidean_dist_1_376833,91.0318779945,91.0352430344,91.0371739864,95.3125431538,94.5873310566
unit.000040,Euclidean_dist_1_393217,99.0829780102,99.0856330395,99.0946052074,103.336944103,103.40211606
unit.000041,Euclidean_dist_1_409601,108.63698411,108.640531063,108.642470121,112.877013206,112.339989185
unit.000042,Euclidean_dist_1_425985,118.160989046,118.163783073,118.172759056,122.422993183,122.315654039
unit.000043,Euclidean_dist_1_442369,126.960083008,126.964110136,126.96602416,131.271922112,131.189783096
unit.000044,Euclidean_dist_1_458753,136.482068062,136.485723019,136.487649202,140.626765013,141.169984102
unit.000045,Euclidean_dist_1_475137,146.873197079,146.876793146,146.878669024,151.101186037,151.160528183
unit.000046,Euclidean_dist_1_491521,154.156607151,154.162648201,154.172073126,158.325881004,159.200049162
unit.000047,Euclidean_dist_1_507905,165.284947157,165.288539171,165.290668011,169.41882205,170.296796083
unit.000048,Euclidean_dist_16385_1,176.867522001,176.870953083,176.872908115,181.017290115,181.465658188
unit.000049,Euclidean_dist_16385_16385,194.12789011,194.130434036,194.139514208,198.293106079,198.194799185
unit.000050,Euclidean_dist_16385_32769,202.938878059,202.942105055,202.943922997,207.124006987,208.028707027
unit.000051,Euclidean_dist_16385_49153,202.200113058,202.202752113,202.211881161,206.416405201,206.949468136
unit.000052,Euclidean_dist_16385_65537,203.681282043,203.684912205,203.686709166,207.934900999,208.080550194
unit.000053,Euclidean_dist_16385_81921,204.424571037,204.427342176,204.436109066,208.648504019,209.161013126
unit.000054,Euclidean_dist_16385_98305,205.906438112,205.909543991,205.911254168,210.469540119,211.322903156
unit.000055,Euclidean_dist_16385_114689,208.036410093,208.046960115,208.057152033,212.195265055,212.521373987
unit.000056,Euclidean_dist_16385_131073,210.259924173,210.263948202,210.265888214,214.533303022,215.762649059
unit.000057,Euclidean_dist_16385_147457,211.75001502,211.753512144,211.755278111,215.953024149,216.896687984
unit.000058,Euclidean_dist_16385_163841,212.491968155,212.495508194,212.497263193,216.663513184,216.959791183
unit.000059,Euclidean_dist_16385_180225,213.9824512,213.985113144,213.994257212,218.193866014,218.099484205
unit.000060,Euclidean_dist_16385_196609,216.217000008,216.221026182,216.222885132,220.423779011,220.355014086
unit.000061,Euclidean_dist_16385_212993,217.750682116,217.754552126,217.756365061,221.944536209,222.517414093
unit.000062,Euclidean_dist_16385_229377,45.4764580727,45.4793071747,47.1164851189,762.571419001,762.313110113
unit.000063,Euclidean_dist_16385_245761,120.381893158,120.385423183,120.387417078,124.557586193,125.559877157
unit.000064,Euclidean_dist_16385_262145,128.608042002,128.610983133,128.620124102,132.897108078,133.354444027
unit.000065,Euclidean_dist_16385_278529,222.230977058,222.233754158,222.242811203,226.71929121,226.943660021
unit.000066,Euclidean_dist_16385_294913,147.618002176,147.62065506,147.630099058,151.915115118,152.560197115
unit.000067,Euclidean_dist_16385_311297,156.380885124,156.384603024,156.386565208,160.561894178,161.437591076
