CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000004,Euclidean_dist_1_1,82.4881839752,82.4914200306,82.4931440353,83.5551018715,83.9959130287
unit.000005,Euclidean_dist_1_4097,99.727134943,99.7301988602,99.7320489883,100.741348028,102.086565971
unit.000006,Euclidean_dist_1_8193,101.199562073,101.202599049,101.204439878,102.249896049,103.224372864
unit.000007,Euclidean_dist_1_12289,101.055541992,101.058892012,101.060585976,102.148897886,103.221411943
unit.000008,Euclidean_dist_1_16385,102.379369974,102.382447004,102.384106874,103.455682039,104.353441954
unit.000009,Euclidean_dist_1_20481,103.854065895,103.857437849,103.859219074,104.863910913,105.599611998
unit.000010,Euclidean_dist_1_24577,104.880275965,104.883372068,104.884990931,105.96882987,106.705393076
unit.000011,Euclidean_dist_1_28673,106.363081932,106.365973949,106.367796898,107.377110958,107.836647034
unit.000012,Euclidean_dist_1_32769,108.428139925,108.43155694,108.433213949,109.48674798,110.031655073
unit.000013,Euclidean_dist_1_36865,109.905488968,109.908825874,109.910575867,111.293863058,112.191900969
unit.000014,Euclidean_dist_1_40961,111.229372978,111.232390881,111.234199047,112.299721003,113.323137999
unit.000015,Euclidean_dist_1_45057,113.002863884,113.01087594,113.012552023,114.008991003,115.505708933
unit.000016,Euclidean_dist_1_49153,114.47261405,114.475673914,114.477494001,115.516411066,116.77213192
unit.000017,Euclidean_dist_1_53249,116.684290886,116.687641859,116.68936491,117.729230881,118.982620955
unit.000018,Euclidean_dist_1_57345,118.751335859,118.754045963,118.762480021,119.843033075,120.320731878
unit.000019,Euclidean_dist_1_61441,120.963124037,120.966498852,120.968381882,122.051169872,122.635621071
unit.000020,Euclidean_dist_1_65537,122.435350895,122.43820405,122.44611001,123.562659979,124.949676991
unit.000021,Euclidean_dist_1_69633,125.395820856,125.399296045,125.40101099,126.474063873,127.317415953
unit.000022,Euclidean_dist_1_73729,126.776336908,126.77973485,126.781460047,127.881155968,129.481087923
unit.000023,Euclidean_dist_1_77825,128.391447067,128.394511938,128.396375895,129.489724874,129.588223934
