CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000004,Euclidean_dist_1_1,322.747160912,322.750657082,322.752661943,324.437041044,324.289259911
unit.000005,Euclidean_dist_1_8193,298.103610039,298.107140064,298.108954906,299.786457062,300.756412983
unit.000006,Euclidean_dist_1_16385,298.98980689,298.993125916,298.994844913,300.895137072,301.883996964
unit.000007,Euclidean_dist_1_24577,298.843693018,298.847424984,298.849287033,300.891649008,301.836286068
unit.000008,Euclidean_dist_1_32769,299.74166894,299.744880915,299.746759892,301.395900965,301.936475992
unit.000009,Euclidean_dist_1_40961,301.674427032,301.677634954,301.679438114,303.307164907,303.072851896
unit.000010,Euclidean_dist_1_49153,303.455769062,303.459409952,303.461189985,305.118513107,305.283478022
unit.000011,Euclidean_dist_1_57345,304.641860008,304.645436049,304.647296906,306.325562954,306.366300106
unit.000012,Euclidean_dist_1_65537,306.580475092,306.583976984,306.585724115,308.337176085,308.577819109
unit.000013,Euclidean_dist_1_73729,307.966593981,307.97002697,307.971863031,309.645204067,309.710721016
unit.000014,Euclidean_dist_1_81921,310.488276958,310.491869926,310.493541956,312.160938025,312.956109047
unit.000015,Euclidean_dist_1_90113,312.710093021,312.71351409,312.715445042,314.374795914,315.299732924
unit.000016,Euclidean_dist_1_98305,314.639492989,314.643081903,314.644859076,316.285800934,317.518771887
unit.000017,Euclidean_dist_1_106497,316.438076973,316.441618919,316.443459034,318.097587109,317.625268936
unit.000018,Euclidean_dist_1_114689,317.819466114,317.822868109,317.824723005,319.506267071,319.793673038
unit.000019,Euclidean_dist_1_122881,319.31073308,319.314198017,319.315973043,321.017040968,320.929945946
unit.000020,Euclidean_dist_1_131073,321.244519949,321.247956991,321.249777079,322.928180933,323.151559114
unit.000021,Euclidean_dist_1_139265,322.282358885,322.285835028,322.287693024,323.934623003,324.236797094
unit.000022,Euclidean_dist_1_147457,323.489290953,323.492613077,323.49454093,325.141885996,325.369651079
unit.000023,Euclidean_dist_1_155649,324.530913115,324.534224987,324.536262989,326.248750925,326.453834057
unit.000024,Euclidean_dist_1_163841,327.819852114,327.823038101,327.824981928,329.568969011,329.812478065
unit.000025,Euclidean_dist_1_172033,330.346438885,330.349730968,330.351500034,331.98467803,333.086880922
unit.000026,Euclidean_dist_1_180225,329.607315063,329.610457897,329.61224699,331.280102015,331.982270002
