CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000016,Euclidean_dist_1_1,329.682458162,329.686269045,329.688235998,331.570168972,331.84278512
unit.000017,Euclidean_dist_1_8193,80.2277619839,80.2317240238,80.2334699631,82.106372118,82.1812541485
unit.000018,Euclidean_dist_1_16385,82.3061301708,82.309440136,82.3112611771,84.2182149887,84.3923621178
unit.000019,Euclidean_dist_1_24577,80.2312421799,80.2340080738,80.2432370186,82.1107680798,82.1820299625
unit.000020,Euclidean_dist_1_32769,83.0541841984,83.0568940639,83.0658991337,84.7252390385,85.4731869698
unit.000021,Euclidean_dist_1_40961,84.6787769794,84.682128191,84.6842010021,86.3342270851,86.6048870087
unit.000022,Euclidean_dist_1_49153,86.749505043,86.7523481846,86.7615761757,88.5476400852,88.8151571751
unit.000023,Euclidean_dist_1_57345,88.2285830975,88.2312381268,88.2400290966,89.9554271698,90.9741740227
unit.000024,Euclidean_dist_1_65537,89.7072441578,89.7106971741,89.7126331329,91.4608130455,92.1040461063
unit.000025,Euclidean_dist_1_73729,141.717758179,141.721408129,141.72308898,143.364988089,144.417019129
unit.000026,Euclidean_dist_1_81921,93.4338970184,93.4366250038,93.4460010529,95.2871701717,96.4869680405
unit.000027,Euclidean_dist_1_90113,160.396115065,160.399382114,160.401179075,162.075733185,163.428955078
unit.000028,Euclidean_dist_1_98305,96.9815449715,96.9847691059,96.9867591858,98.6041910648,99.832624197
unit.000029,Euclidean_dist_1_106497,98.4606990814,98.4642000198,98.4659540653,100.014412165,99.9399909973
unit.000030,Euclidean_dist_1_114689,101.401700974,101.404973984,101.406704187,103.132738113,103.243352175
unit.000031,Euclidean_dist_1_122881,139.480275154,139.483646154,139.485359192,141.152842045,142.199800014
unit.000032,Euclidean_dist_1_131073,186.984848976,186.987373114,186.996355057,188.635375023,189.019590139
unit.000033,Euclidean_dist_1_139265,163.376150131,163.378808022,163.388007164,165.097630978,166.740116119
unit.000034,Euclidean_dist_1_147457,129.030707121,129.03454113,129.036388159,130.892404079,132.197344065
unit.000035,Euclidean_dist_1_155649,161.886164188,161.889588118,161.891270161,163.484116077,164.561988115
unit.000036,Euclidean_dist_1_163841,149.202746153,149.205401182,149.213661194,150.914307117,152.189629078
unit.000037,Euclidean_dist_1_172033,165.455052137,165.457890034,165.466564178,167.208958149,168.957501173
