CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000016,Euclidean_dist_1_1,91.9571871758,91.9601640701,91.9693119526,96.1548881531,97.1543741226
unit.000017,Euclidean_dist_1_16385,160.04175806,160.044676065,160.052817106,164.209154129,165.894217968
unit.000018,Euclidean_dist_1_32769,161.524019957,161.527604103,161.529411077,165.513612986,167.027547121
unit.000019,Euclidean_dist_1_49153,160.781594992,160.785576105,160.787322044,164.909512043,165.945248127
unit.000020,Euclidean_dist_1_65537,161.527356148,161.530514002,161.538674116,165.614788055,167.028357983
unit.000021,Euclidean_dist_1_81921,163.016921043,163.019623995,163.027930975,167.326879025,168.210456133
unit.000022,Euclidean_dist_1_98305,164.508680105,164.512535095,164.514322996,168.635230064,169.396007061
unit.000023,Euclidean_dist_1_114689,165.995834112,166.000146151,166.001868963,169.944115162,170.63719511
unit.000024,Euclidean_dist_1_131073,167.481651068,167.485253096,167.486899137,171.353270054,172.901026011
unit.000025,Euclidean_dist_1_147457,169.713628054,169.71765399,169.719568014,173.869029045,175.268758059
unit.000026,Euclidean_dist_1_163841,170.462347031,170.465564966,170.473814964,174.479781151,176.426805973
unit.000027,Euclidean_dist_1_180225,171.949166059,171.951992035,171.961203098,176.186275005,176.529901981
unit.000028,Euclidean_dist_1_196609,173.278527021,173.282303095,173.284193993,177.396849155,177.660017014
unit.000029,Euclidean_dist_1_212993,174.159538031,174.163241148,174.165224075,178.206856012,178.743643999
unit.000030,Euclidean_dist_1_229377,175.637665033,175.640793085,175.642714977,179.515275002,179.875287056
unit.000031,Euclidean_dist_1_245761,177.175248146,177.17811203,177.187147141,181.426476002,182.036427975
unit.000032,Euclidean_dist_1_262145,179.396492004,179.399945974,179.401921988,183.94088316,185.274381161
unit.000033,Euclidean_dist_1_278529,181.469982147,181.473482132,181.47526598,185.751983166,186.457957029
unit.000034,Euclidean_dist_1_294913,183.704589128,183.707644939,183.716151953,187.867802143,188.724043131
unit.000035,Euclidean_dist_1_311297,288.976926088,288.981068134,288.982978106,293.177608013,294.241944075
unit.000036,Euclidean_dist_1_327681,237.081402063,237.08445406,237.093348026,241.129845142,242.909738064
unit.000037,Euclidean_dist_1_344065,302.36067915,302.363816023,302.37274003,306.47081399,308.06972909
unit.000038,Euclidean_dist_1_360449,297.217946053,297.221009016,297.229596138,301.335005999,302.191015005
unit.000039,Euclidean_dist_1_376833,311.977110147,311.980087996,311.989817142,316.029844999,317.585278988
unit.000040,Euclidean_dist_1_393217,322.365714073,322.368396044,322.377259016,326.501271009,327.159502983
unit.000041,Euclidean_dist_1_409601,331.338087082,331.340778112,331.349902153,335.257910967,336.07408309
unit.000042,Euclidean_dist_1_425985,340.954472065,340.958218098,340.959969044,344.819486141,344.951179028
unit.000043,Euclidean_dist_1_442369,244.429990053,244.433881044,244.435868025,248.575039148,249.643548012
unit.000044,Euclidean_dist_1_458753,245.931720972,245.934543133,245.943166971,250.38744998,250.781197071
unit.000045,Euclidean_dist_1_475137,247.32764411,247.33042407,247.338827133,251.595564127,252.941329956
unit.000046,Euclidean_dist_1_491521,248.955393076,248.959134102,248.961137056,253.106537104,254.079630136
unit.000047,Euclidean_dist_1_507905,35.0623409748,35.0650820732,35.0737841129,39.6922490597,40.5131590366
unit.000048,Euclidean_dist_16385_1,18.1093511581,18.1128330231,18.114590168,22.577078104,23.373707056
unit.000049,Euclidean_dist_16385_16385,27.6474280357,27.650149107,27.6591000557,31.9408881664,32.7849121094
unit.000050,Euclidean_dist_16385_32769,37.1787149906,37.1823890209,37.1843161583,41.2008919716,41.673812151
unit.000051,Euclidean_dist_16385_49153,254.769986153,254.772883177,254.781872988,258.848943949,259.645542145
unit.000052,Euclidean_dist_16385_65537,55.6090481281,55.6126930714,55.6144061089,59.8201589584,60.5348181725
unit.000053,Euclidean_dist_16385_81921,66.0395121574,66.0422840118,66.0513451099,70.1904160976,71.6546361446
unit.000054,Euclidean_dist_16385_98305,75.6686899662,75.6725029945,75.6743979454,79.7481861115,80.5477030277
unit.000055,Euclidean_dist_16385_114689,85.2199611664,85.2236161232,85.2254860401,89.4100799561,90.4795050621
unit.000056,Euclidean_dist_16385_131073,264.527376175,264.530754089,264.532444,268.512637138,269.602257013
unit.000057,Euclidean_dist_16385_147457,265.274281025,265.277778149,265.279718161,269.517824173,270.684669018
unit.000058,Euclidean_dist_16385_163841,110.32464695,110.327353954,110.335808992,114.480184078,115.376389027
unit.000059,Euclidean_dist_16385_180225,268.119692087,268.122622967,268.131598949,272.238966942,272.951975107
unit.000060,Euclidean_dist_16385_196609,125.226861,125.229640961,125.238463163,129.381258011,129.899252176
unit.000061,Euclidean_dist_16385_212993,131.083328009,131.086398125,131.094460964,135.017836094,136.550526142
unit.000062,Euclidean_dist_16385_229377,138.527652025,138.531386137,138.533153057,142.662497997,143.50235796
unit.000063,Euclidean_dist_16385_245761,144.508562088,144.512099028,144.513822079,148.700389147,150.350474119
unit.000064,Euclidean_dist_16385_262145,153.43782711,153.441313028,153.443122149,157.358207941,158.208938122
unit.000065,Euclidean_dist_16385_278529,160.785172939,160.78827405,160.796550989,164.914690018,165.946068048
unit.000066,Euclidean_dist_16385_294913,177.765587091,177.769590139,177.771554947,181.826526165,183.1089921
unit.000067,Euclidean_dist_16385_311297,185.936619997,185.939968109,185.941725969,190.080769062,191.940622091
unit.000068,Euclidean_dist_16385_327681,185.190957069,185.194308996,185.19603014,189.07535696,190.860033989
unit.000069,Euclidean_dist_16385_344065,186.683751106,186.687610149,186.689399004,190.785926104,191.992576122
unit.000070,Euclidean_dist_16385_360449,29.1287550926,29.1312949657,29.1399970055,33.2524700165,33.9378361702
unit.000071,Euclidean_dist_16385_376833,188.967632055,188.970206022,188.979491949,192.905189037,194.22567606
unit.000072,Euclidean_dist_16385_393217,191.778877974,191.782963991,191.784856081,195.820801973,196.469021082
unit.000073,Euclidean_dist_16385_409601,193.994308949,193.997833967,193.999668121,197.735650063,198.682444096
unit.000074,Euclidean_dist_16385_425985,195.474141121,195.478080988,195.480044127,199.547316074,200.861598015
unit.000075,Euclidean_dist_16385_442369,196.35562706,196.359357119,196.361423969,200.454381943,200.94758606
unit.000076,Euclidean_dist_16385_458753,197.832448959,197.835711956,197.837470055,201.967331171,203.108112097
unit.000077,Euclidean_dist_16385_475137,199.312862158,199.316538095,199.318581104,203.473916054,204.239875078
unit.000078,Euclidean_dist_16385_491521,200.793081045,200.796748161,200.798690081,204.884271145,206.39901495
unit.000079,Euclidean_dist_16385_507905,111.0668571,111.069537163,111.079020977,115.282120943,116.460052013
unit.000080,Euclidean_dist_32769_1,118.396474123,118.399223089,118.407753944,122.632372141,123.267263174
unit.000081,Euclidean_dist_32769_16385,204.953863144,204.95756197,204.959290981,209.011429071,210.724964142
unit.000082,Euclidean_dist_32769_32769,206.580285072,206.584529161,206.586321115,210.624806166,210.829051971
unit.000083,Euclidean_dist_32769_49153,208.118783951,208.122295141,208.1240201,212.234389067,212.988343
unit.000084,Euclidean_dist_32769_65537,209.458282948,209.461887121,209.463675976,213.54441309,214.11830616
unit.000085,Euclidean_dist_32769_81921,154.924818993,154.928189039,154.92988205,159.068217993,160.377395153
unit.000086,Euclidean_dist_32769_98305,212.428040028,212.43166995,212.433441162,216.864887953,217.412872076
unit.000087,Euclidean_dist_32769_114689,171.204414129,171.207796097,171.209609985,175.380280972,176.476955175
unit.000088,Euclidean_dist_32769_131073,180.134279966,180.138189077,180.139979124,184.04285717,185.326024055
unit.000089,Euclidean_dist_32769_147457,149.71912694,149.721843958,149.730545044,153.934749126,154.85907197
unit.000090,Euclidean_dist_32769_163841,197.094824076,197.098387003,197.100459099,201.159502029,202.02721715
unit.000091,Euclidean_dist_32769_180225,205.247370005,205.25118804,205.253170967,209.413691044,210.756929159
unit.000092,Euclidean_dist_32769_196609,214.803805113,214.808005095,214.809666157,218.878520012,219.655107975
unit.000093,Euclidean_dist_32769_212993,222.24979496,222.252530098,222.26091814,226.332771063,227.388347149
unit.000094,Euclidean_dist_32769_229377,224.488095045,224.491168022,224.500048161,228.343163967,228.572864056
unit.000095,Euclidean_dist_32769_245761,226.716609955,226.720394135,226.722191095,230.858494997,231.817906141
unit.000096,Euclidean_dist_32769_262145,251.050013065,251.053411007,251.055116177,254.918873072,256.290393114
unit.000097,Euclidean_dist_32769_278529,231.84236002,231.84623909,231.84820199,235.994889021,237.39783597
unit.000098,Euclidean_dist_32769_294913,282.973390102,282.97708416,282.978769064,286.835021973,287.510837078
unit.000099,Euclidean_dist_32769_311297,286.716202021,286.719706059,286.721678019,290.662327051,292.027378082
unit.000100,Euclidean_dist_32769_327681,285.215675116,285.21936202,285.221186161,289.350908995,289.866276026
unit.000101,Euclidean_dist_32769_344065,283.725437164,283.72814703,283.736907959,287.840451002,288.752753019
unit.000102,Euclidean_dist_32769_360449,287.467097044,287.469671965,287.478532076,291.667544127,293.127928019
unit.000103,Euclidean_dist_32769_376833,220.613930941,220.616690159,220.625069141,224.819653988,226.257030964
unit.000104,Euclidean_dist_32769_393217,290.480164051,290.484488964,290.486435175,294.48633194,295.37898016
unit.000105,Euclidean_dist_32769_409601,291.97706604,291.980679989,291.982350111,295.794402122,297.541927099
unit.000106,Euclidean_dist_32769_425985,293.475509167,293.478822947,293.488144159,297.609640121,298.691357136
unit.000107,Euclidean_dist_32769_442369,294.973530054,294.976500988,294.985975981,299.01879406,300.850722075
unit.000108,Euclidean_dist_32769_458753,296.465744019,296.469033003,296.470818996,300.325365067,301.005393982
unit.000109,Euclidean_dist_32769_475137,278.638748169,278.642076015,278.643850088,282.405293941,283.082149982
unit.000110,Euclidean_dist_32769_491521,299.360136986,299.364031076,299.365944147,303.447493076,304.510188103
unit.000111,Euclidean_dist_32769_507905,295.724277973,295.727273941,295.735255957,299.81931901,300.900526047
unit.000112,Euclidean_dist_49153_1,305.349374056,305.353503942,305.361200094,309.587052107,310.371297121
unit.000113,Euclidean_dist_49153_16385,304.604146957,304.606793165,304.616372108,308.484169006,310.281918049
unit.000114,Euclidean_dist_49153_32769,306.098868132,306.102370977,306.104181051,310.190569162,310.425915956
unit.000115,Euclidean_dist_49153_49153,308.391147137,308.395005941,308.396669149,312.406450033,312.79757309
unit.000116,Euclidean_dist_49153_65537,309.140566111,309.143249035,309.151890039,313.214689016,313.984624147
unit.000117,Euclidean_dist_49153_81921,311.226412058,311.230282068,311.232113123,315.325004101,316.449527979
unit.000118,Euclidean_dist_49153_98305,364.708500147,364.71262002,364.714394093,368.776664972,369.519966125
unit.000119,Euclidean_dist_49153_114689,314.215582132,314.219055176,314.22072506,318.042701006,318.771136999
unit.000120,Euclidean_dist_49153_131073,315.713658094,315.716454029,315.72520709,319.857749939,321.129204035
unit.000121,Euclidean_dist_49153_147457,175.493767023,175.49715209,175.498864174,179.511755943,179.871474028
unit.000122,Euclidean_dist_49153_163841,21.6646780968,21.6679899693,21.6702041626,25.7992811203,25.7404949665
unit.000123,Euclidean_dist_49153_180225,321.014276981,321.017399073,321.026457071,325.087574005,327.052932978
unit.000124,Euclidean_dist_49153_196609,40.1407010555,40.143599987,40.15260005,44.222946167,44.9836380482
unit.000125,Euclidean_dist_49153_212993,324.607500076,324.611443043,324.613322973,328.712589025,329.324277163
unit.000126,Euclidean_dist_49153_229377,147.483361959,147.48705411,147.488744974,151.619884968,152.613469124
unit.000127,Euclidean_dist_49153_245761,328.339859009,328.34348917,328.345507145,332.638920069,333.710665941
unit.000128,Euclidean_dist_49153_262145,234.082849026,234.085736036,234.093834162,238.309905052,239.613579988
unit.000129,Euclidean_dist_49153_278529,97.0638899803,97.0675489902,97.0693781376,101.290243149,103.007210016
unit.000130,Euclidean_dist_49153_294913,14.3569331169,14.3597140312,14.3675510883,18.5545921326,18.9908590317
unit.000131,Euclidean_dist_49153_311297,52.7957661152,52.7988350391,52.8074259758,56.9044671059,57.1570770741
unit.000132,Euclidean_dist_49153_327681,102.254599094,102.25900197,102.260828972,106.323579073,106.568400145
unit.000133,Euclidean_dist_49153_344065,136.443724155,136.446408033,136.455039024,140.649374008,141.187278986
unit.000134,Euclidean_dist_49153_360449,38.6598260403,38.6629929543,38.6646530628,42.5092320442,42.8048980236
unit.000135,Euclidean_dist_49153_376833,140.027135134,140.030790091,140.032557964,143.972327948,144.738899946
unit.000136,Euclidean_dist_49153_393217,57.1368851662,57.1404521465,57.1422791481,61.5298340321,61.66446805
unit.000137,Euclidean_dist_49153_409601,312.723592043,312.726433992,312.735772133,317.237549067,318.665825129
unit.000138,Euclidean_dist_49153_425985,77.0513081551,77.0543320179,77.0630569458,81.0607931614,81.7099080086
unit.000139,Euclidean_dist_49153_442369,86.7618260384,86.7652649879,86.7670919895,90.6185209751,90.5816819668
unit.000140,Euclidean_dist_49153_458753,77.0480680466,77.0517950058,77.0537810326,81.0569241047,81.6785321236
unit.000141,Euclidean_dist_49153_475137,118.393349171,118.396537066,118.398127079,122.330259085,123.261152029
unit.000142,Euclidean_dist_49153_491521,202.123516083,202.126968145,202.128679037,206.192336082,207.495656967
unit.000143,Euclidean_dist_49153_507905,203.611433983,203.614971161,203.616706133,207.903058052,209.592149019
unit.000144,Euclidean_dist_65537_1,125.97213006,125.974869013,125.98400712,130.08220005,130.978295088
unit.000145,Euclidean_dist_65537_16385,132.569957018,132.572621107,132.581624985,136.827605963,138.716405153
unit.000146,Euclidean_dist_65537_32769,139.278867006,139.282412052,139.284203053,143.266621113,144.633906126
unit.000147,Euclidean_dist_65537_49153,145.250695944,145.253538132,145.262634993,149.406028986,150.405514956
unit.000148,Euclidean_dist_65537_65537,51.3109281063,51.3135271072,51.3217711449,55.1906449795,56.0276920795
unit.000149,Euclidean_dist_65537_81921,99.2959849834,99.2999360561,99.3017401695,103.405925035,105.216568947
unit.000150,Euclidean_dist_65537_98305,134.803164959,134.806158066,134.81399703,139.240266085,139.951729059
unit.000151,Euclidean_dist_65537_114689,174.015503168,174.019402027,174.021404028,178.202389002,178.739892006
unit.000152,Euclidean_dist_65537_131073,217.041257143,217.044816971,217.046509981,221.293385983,222.900918961
unit.000153,Euclidean_dist_65537_147457,217.788504124,217.791484118,217.79945302,222.203372002,222.966103077
unit.000154,Euclidean_dist_65537_163841,219.272515059,219.276266098,219.277933121,223.208775043,224.085267067
unit.000155,Euclidean_dist_65537_180225,220.610867977,220.61440897,220.616119146,224.417068005,226.24604702
unit.000156,Euclidean_dist_65537_196609,222.993286133,222.996385098,223.005707026,227.138462067,227.440387964
unit.000157,Euclidean_dist_65537_212993,74.1877880096,74.1905601025,74.1998641491,78.3397290707,79.4500639439
unit.000158,Euclidean_dist_65537_229377,242.190408945,242.194044113,242.202008009,246.365569115,247.389307022
unit.000159,Euclidean_dist_65537_245761,152.699816942,152.702856064,152.711545944,156.855086088,158.158159971
unit.000160,Euclidean_dist_65537_262145,285.969884157,285.973600149,285.975538015,289.956638098,290.946295977
unit.000161,Euclidean_dist_65537_278529,270.362079144,270.364882946,270.373685122,274.455568075,275.171764135
unit.000162,Euclidean_dist_65537_294913,234.824104071,234.827824116,234.82961607,239.214602947,240.692453146
unit.000163,Euclidean_dist_65537_311297,366.951878071,366.955383062,366.957162142,371.192293167,371.896237135
unit.000164,Euclidean_dist_65537_327681,236.319811106,236.323774099,236.325651169,240.424026966,241.82813096
unit.000165,Euclidean_dist_65537_344065,237.712303162,237.714882135,237.723951101,241.635822058,242.962249041
unit.000166,Euclidean_dist_65537_360449,239.203612089,239.206325054,239.215340137,243.34561801,245.121802092
unit.000167,Euclidean_dist_65537_376833,241.591691017,241.595273972,241.597079992,245.657025099,246.306504011
unit.000168,Euclidean_dist_65537_393217,242.934820175,242.938109159,242.939795017,246.764230967,247.481229067
unit.000169,Euclidean_dist_65537_409601,351.310678959,351.314381123,351.316142082,355.489673138,356.420176983
unit.000170,Euclidean_dist_65537_425985,360.964663029,360.967720985,360.977178097,365.156851053,365.908028126
unit.000171,Euclidean_dist_65537_442369,370.744594097,370.748650074,370.750497103,374.81607008,375.376333952
unit.000172,Euclidean_dist_65537_458753,380.516052008,380.519732952,380.52159214,384.479177952,385.367290974
unit.000173,Euclidean_dist_65537_475137,250.299744129,250.303702116,250.305550098,254.314711094,255.21076417
unit.000174,Euclidean_dist_65537_491521,251.053080082,251.05569005,251.064865112,254.922834158,256.297157049
unit.000175,Euclidean_dist_65537_507905,252.534465075,252.538376093,252.54025507,256.729230165,257.428465128
unit.000176,Euclidean_dist_81921_1,253.280709982,253.283689022,253.292498112,257.339085102,258.513462067
unit.000177,Euclidean_dist_81921_16385,46.7059969902,46.709594965,46.7113440037,50.7616930008,51.5963289738
unit.000178,Euclidean_dist_81921_32769,256.262923956,256.265743971,256.274917126,260.454499006,261.811514139
unit.000179,Euclidean_dist_81921_49153,258.405236006,258.409643173,258.411525965,262.467731953,264.029848099
unit.000180,Euclidean_dist_81921_65537,260.801707029,260.805160999,260.807010174,264.984682083,265.221285105
unit.000181,Euclidean_dist_81921_81921,262.29965806,262.303586006,262.305696964,266.598852158,267.385843039
unit.000182,Euclidean_dist_81921_98305,94.9230320454,94.926527977,94.9286150932,98.87301898,99.4180920124
unit.000183,Euclidean_dist_81921_114689,54.2766010761,54.2793540955,54.2886431217,58.4147331715,58.2866921425
unit.000184,Euclidean_dist_81921_131073,266.624660015,266.62747097,266.63670516,270.830863953,271.81627512
unit.000185,Euclidean_dist_81921_147457,116.908972025,116.912997007,116.914971113,120.92198205,122.130917072
unit.000186,Euclidean_dist_81921_163841,270.359002113,270.362524986,270.364326954,274.451770067,275.167680979
unit.000187,Euclidean_dist_81921_180225,271.862117052,271.865002155,271.874377012,275.96627903,277.337320089
unit.000188,Euclidean_dist_81921_196609,274.105216026,274.108103991,274.116502047,278.279338121,279.705549955
unit.000189,Euclidean_dist_81921_212993,275.600919008,275.60375309,275.613016129,279.691729069,280.839722157
unit.000190,Euclidean_dist_81921_229377,276.943063974,276.94589901,276.954972982,281.001501083,283.000758171
unit.000191,Euclidean_dist_81921_245761,278.6416471,278.644312143,278.65337801,282.807602167,283.106569052
unit.000192,Euclidean_dist_81921_262145,280.882740974,280.886538029,280.888425112,284.92090416,285.296615124
unit.000193,Euclidean_dist_81921_278529,331.334990025,331.338577032,331.340450048,335.156866074,336.022545099
unit.000194,Euclidean_dist_81921_294913,10.0611159801,10.0639181137,10.0725400448,14.2262570858,14.5675649643
unit.000195,Euclidean_dist_81921_311297,20.1869931221,20.1904280186,20.1921310425,24.1903469563,25.5828919411
unit.000196,Euclidean_dist_81921_327681,187.330322027,187.333650112,187.342895031,191.491955042,193.094051123
unit.000197,Euclidean_dist_81921_344065,69.5885009766,69.591365099,69.5994441509,73.8106241226,73.9684910774
unit.000198,Euclidean_dist_81921_360449,48.1914451122,48.1950080395,48.1967060566,52.37154603,53.7542660236
unit.000199,Euclidean_dist_81921_376833,148.235095978,148.238304138,148.247123957,152.325428963,152.666707993
unit.000200,Euclidean_dist_81921_393217,67.3698730469,67.3726129532,67.3823361397,71.4996759892,71.7568249702
unit.000201,Euclidean_dist_81921_409601,205.690189123,205.694098949,205.695844173,209.617961168,210.777209044
unit.000202,Euclidean_dist_81921_425985,281.632500172,281.636518955,281.638448954,285.625760078,286.377326965
unit.000203,Euclidean_dist_81921_442369,95.6677901745,95.6705679893,95.6798479557,99.6790440083,100.845237017
unit.000204,Euclidean_dist_81921_458753,105.96440506,105.967129946,105.976005077,110.050691128,110.947769165
unit.000205,Euclidean_dist_81921_475137,45.3256311417,45.3293509483,45.331179142,49.4526801109,50.4663410187
unit.000206,Euclidean_dist_81921_491521,92.5491030216,92.551623106,92.5601651669,96.657968998,97.2062931061
unit.000207,Euclidean_dist_81921_507905,129.597169161,129.600037098,129.609246016,133.709417105,135.417459965
unit.000208,Euclidean_dist_98305_1,167.484948158,167.487703085,167.496670008,171.655102968,172.952809095
unit.000209,Euclidean_dist_98305_16385,210.946563005,210.950165033,210.951864958,215.155761957,216.280770063
unit.000210,Euclidean_dist_98305_32769,256.259701967,256.263497114,256.265243053,260.152596951,261.810390949
unit.000211,Euclidean_dist_98305_49153,210.351901054,210.354542971,210.363275051,214.451040983,215.230405092
unit.000212,Euclidean_dist_98305_65537,162.271558046,162.274873018,162.276572943,166.220381975,168.10747695
unit.000213,Euclidean_dist_98305_81921,214.061519146,214.065511942,214.067221165,218.174090147,219.602854967
unit.000214,Euclidean_dist_98305_98305,215.551869154,215.554614067,215.563166142,219.483800173,220.755542994
unit.000215,Euclidean_dist_98305_114689,186.687325001,186.69026804,186.698331118,190.790548086,192.01436615
unit.000216,Euclidean_dist_98305_131073,145.998660088,146.001377106,146.010307074,150.514031172,151.48456502
unit.000217,Euclidean_dist_98305_147457,187.326483011,187.330412149,187.332270145,191.390496969,193.07348609
unit.000218,Euclidean_dist_98305_163841,232.585430145,232.589221954,232.591218948,236.598524094,237.451012135
unit.000219,Euclidean_dist_98305_180225,280.135764122,280.139379978,280.141252041,284.215718985,285.244740009
unit.000220,Euclidean_dist_98305_196609,231.845841169,231.848803997,231.857697964,235.893296957,237.398854017
unit.000221,Euclidean_dist_98305_212993,376.718562126,376.721781969,376.72362113,380.552118063,380.97774601
unit.000222,Euclidean_dist_98305_229377,227.367422104,227.370710135,227.379091978,231.568181038,231.870897055
unit.000223,Euclidean_dist_98305_245761,279.387617111,279.390347004,279.39875412,283.817370176,284.186975002
unit.000224,Euclidean_dist_98305_262145,189.710016012,189.712593079,189.721702099,193.907371044,194.277246952
unit.000225,Euclidean_dist_98305_278529,208.121853113,208.124389172,208.1337111,212.237848997,213.019778013
unit.000226,Euclidean_dist_98305_294913,203.614431143,203.617181063,203.626018047,207.906641006,209.625120163
unit.000227,Euclidean_dist_98305_311297,199.907653093,199.911396027,199.913217068,203.977122068,205.284796953
unit.000228,Euclidean_dist_98305_327681,212.573528051,212.576915979,212.578863144,216.868797064,217.445532084
unit.000229,Euclidean_dist_98305_344065,33.576210022,33.5794820786,33.5811581612,37.4763200283,37.3063809872
unit.000230,Euclidean_dist_98305_360449,230.355249166,230.358080149,230.367257118,234.486118078,235.166990995
unit.000231,Euclidean_dist_98305_376833,122.991132021,122.994415998,122.996060133,126.859888077,127.682851076
unit.000232,Euclidean_dist_98305_393217,158.697605133,158.701081991,158.702763081,162.493880033,163.728502035
unit.000233,Euclidean_dist_98305_409601,257.809180975,257.813224077,257.815183163,261.864114046,262.947440147
unit.000234,Euclidean_dist_98305_425985,268.116263151,268.120155096,268.12203002,272.137511015,272.951182127
unit.000235,Euclidean_dist_98305_442369,297.870123148,297.873049974,297.882157087,301.939964056,302.295554161
unit.000236,Euclidean_dist_98305_458753,340.212950945,340.21568203,340.22452116,344.220023155,344.933954954
unit.000237,Euclidean_dist_98305_475137,8.58323597908,8.58573508263,8.59458208084,12.7164051533,13.4364750385
unit.000238,Euclidean_dist_98305_491521,303.107503176,303.111087084,303.119920969,307.276095152,309.15002203
unit.000239,Euclidean_dist_98305_507905,105.217272997,105.220769167,105.22250104,109.041728973,109.865266085
unit.000240,Euclidean_dist_114689_1,325.499969006,325.503895044,325.505898952,329.620326042,330.459629059
unit.000241,Euclidean_dist_114689_16385,177.909969091,177.913715124,177.915663004,182.028265953,183.115724087
unit.000242,Euclidean_dist_114689_32769,344.820321083,344.826878071,344.828459024,348.749722958,348.77721715
unit.000243,Euclidean_dist_114689_49153,353.559169054,353.561807156,353.569698095,357.608060122,358.668990135
unit.000244,Euclidean_dist_114689_65537,315.709867001,315.714130163,315.716038942,319.85296607,321.077023983
unit.000245,Euclidean_dist_114689_81921,373.731455088,373.735790014,373.737707138,377.738125086,377.789292097
unit.000246,Euclidean_dist_114689_98305,31.3567900658,31.3594839573,31.3687059879,35.4632790089,36.1467490196
unit.000247,Euclidean_dist_114689_114689,318.004866123,318.008296013,318.010130167,321.967154026,323.592836142
unit.000248,Euclidean_dist_114689_131073,120.617620945,120.621143103,120.622913122,124.746052027,125.470972061
unit.000249,Euclidean_dist_114689_147457,30.6145999432,30.617166996,30.6253759861,34.7612609863,36.0954790115
unit.000250,Euclidean_dist_114689_163841,323.256910086,323.260302067,323.262031078,327.101359129,328.189250946
unit.000251,Euclidean_dist_114689_180225,49.6767370701,49.6805660725,49.682393074,53.7809720039,54.884168148
unit.000252,Euclidean_dist_114689_196609,58.6265461445,58.630712986,58.6326551437,62.7394111156,63.826624155
