CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000016,Euclidean_dist_1_1,146.915136814,146.918414831,146.920228958,148.034045935,148.363278866
unit.000017,Euclidean_dist_1_4097,216.449316978,216.452366829,216.454051018,217.56061101,218.445763826
unit.000018,Euclidean_dist_1_8193,218.084961891,218.088150024,218.089746952,219.169131994,219.630175829
unit.000019,Euclidean_dist_1_12289,150.025596857,150.029007912,150.030898809,151.053272009,151.763742924
unit.000020,Euclidean_dist_1_16385,218.824740887,218.828133821,218.829819918,219.873389959,220.710261822
unit.000021,Euclidean_dist_1_20481,219.709404945,219.712584972,219.714507818,220.982211828,221.794994831
unit.000022,Euclidean_dist_1_24577,221.044751883,221.048075914,221.049701929,222.186630964,221.894493818
unit.000023,Euclidean_dist_1_28673,185.706041813,185.709110975,185.710772991,186.774150848,186.851933956
unit.000024,Euclidean_dist_1_32769,223.263898849,223.267390966,223.269137859,224.399555922,224.112527847
unit.000025,Euclidean_dist_1_36865,203.896359921,203.899744987,203.901428938,204.981336832,205.615509987
unit.000026,Euclidean_dist_1_40961,212.896977901,212.90039587,212.902102947,214.038923979,213.81542182
unit.000027,Euclidean_dist_1_45057,227.894623995,227.898023844,227.90000391,228.928135872,229.615494013
unit.000028,Euclidean_dist_1_49153,229.376302004,229.379480839,229.381289959,230.437566996,230.746665955
unit.000029,Euclidean_dist_1_53249,230.710013866,230.713366985,230.715065956,231.745476007,231.895004988
unit.000030,Euclidean_dist_1_57345,246.908331871,246.911629915,246.913233995,247.945013046,248.755132914
unit.000031,Euclidean_dist_1_61441,257.335002899,257.338402987,257.340024948,258.710218906,258.880118847
unit.000032,Euclidean_dist_1_65537,284.051740885,284.0553689,284.057119846,285.17156291,285.588704824
unit.000033,Euclidean_dist_1_69633,286.27364397,286.277153015,286.278802872,287.38458395,287.961755037
unit.000034,Euclidean_dist_1_73729,153.711133003,153.714233875,153.716104031,154.775714874,156.137828827
unit.000035,Euclidean_dist_1_77825,202.41652298,202.420058966,202.42167592,203.472836971,203.45359683
unit.000036,Euclidean_dist_1_81921,288.497020006,288.500375986,288.502097845,289.597357035,290.328301907
unit.000037,Euclidean_dist_1_86017,290.127326965,290.129988909,290.138025045,291.510586977,292.563369989
unit.000038,Euclidean_dist_1_90113,291.611551046,291.614656925,291.616242886,292.614717007,292.6682899
unit.000039,Euclidean_dist_1_94209,293.834579945,293.837906837,293.839810848,294.928694963,294.881058931
unit.000040,Euclidean_dist_1_98305,295.173195839,295.176883936,295.178663015,296.236970901,295.996716022
unit.000041,Euclidean_dist_1_102401,296.654083967,296.657686949,296.65949297,297.745898962,298.15702796
unit.000042,Euclidean_dist_1_106497,298.190649033,298.194072008,298.195847034,299.254724979,299.397892952
unit.000043,Euclidean_dist_1_110593,299.687752008,299.690443039,299.698889017,300.76659584,301.56829381
unit.000044,Euclidean_dist_1_114689,282.576274872,282.579874992,282.5816679,283.661644936,284.344985962
unit.000045,Euclidean_dist_1_118785,290.124346018,290.127638817,290.129290819,291.506795883,292.541549921
unit.000046,Euclidean_dist_1_122881,299.68441081,299.688038826,299.689724922,300.762818813,301.560340881
unit.000047,Euclidean_dist_1_126977,305.511379957,305.514364958,305.523066998,306.597275972,307.127208948
unit.000048,Euclidean_dist_4097_1,306.996300936,306.999789953,307.001461983,308.102031946,309.296304941
unit.000049,Euclidean_dist_4097_4097,309.383868933,309.387300014,309.389022827,310.514684916,310.495378017
unit.000050,Euclidean_dist_4097_8193,336.803853989,336.807464838,336.809141874,337.962944984,338.330330849
unit.000051,Euclidean_dist_4097_12289,347.335295916,347.338631868,347.340306997,348.418184996,348.39524889
unit.000052,Euclidean_dist_4097_16385,312.962296009,312.965176821,312.973546028,314.034531832,313.894285917
unit.000053,Euclidean_dist_4097_20481,315.199193001,315.202742815,315.204457045,316.34702301,316.059028864
unit.000054,Euclidean_dist_4097_24577,316.692975998,316.695833921,316.704195023,317.754613876,318.277482033
unit.000055,Euclidean_dist_4097_28673,25.2447628975,25.2474768162,25.2556979656,26.2851908207,27.1934628487
unit.000056,Euclidean_dist_4097_32769,21.546492815,21.5492048264,21.5569908619,22.6696848869,22.8188419342
unit.000057,Euclidean_dist_4097_36865,30.3374779224,30.3403019905,30.348803997,31.4171509743,33.0078809261
unit.000058,Euclidean_dist_4097_40961,61.1241550446,61.1275629997,61.129308939,62.2696518898,62.7858459949
unit.000059,Euclidean_dist_4097_45057,327.955744982,327.958647966,327.967329979,329.119330883,329.455441952
unit.000060,Euclidean_dist_4097_49153,53.6973638535,53.7005770206,53.7023060322,54.8314259052,55.0642428398
unit.000061,Euclidean_dist_4097_53249,330.83267498,330.83533597,330.844398975,331.935022831,331.724926949
unit.000062,Euclidean_dist_4097_57345,69.3381509781,69.3409199715,69.3485200405,70.4167280197,71.6348929405
unit.000063,Euclidean_dist_4097_61441,334.717535973,334.721101999,334.722832918,335.851228952,336.114328861
unit.000064,Euclidean_dist_4097_65537,318.98752284,318.990902901,318.992743969,320.066895962,320.494480848
unit.000065,Euclidean_dist_4097_69633,196.575979948,196.579180956,196.580827951,197.637410879,197.843570948
unit.000066,Euclidean_dist_4097_73729,194.65128684,194.654317856,194.655966043,195.72516799,196.726238966
unit.000067,Euclidean_dist_4097_77825,195.833132029,195.836419821,195.838022947,196.832423925,196.844782829
unit.000068,Euclidean_dist_4097_81921,198.109158993,198.112547874,198.114217043,199.146648884,199.028270006
unit.000069,Euclidean_dist_4097_86017,198.255265951,198.258687973,198.260555029,199.247982025,199.057387829
unit.000070,Euclidean_dist_4097_90113,199.588605881,199.592278004,199.593967915,200.655728817,201.189141035
unit.000071,Euclidean_dist_4097_94209,200.483378887,200.486809015,200.488754988,201.561545849,201.27062583
unit.000072,Euclidean_dist_4097_98305,201.971338987,201.974679947,201.976184845,203.070526838,203.430989981
unit.000073,Euclidean_dist_4097_102401,203.449246883,203.453543901,203.455448866,204.581861019,204.563616991
unit.000074,Euclidean_dist_4097_106497,204.928803921,204.932332993,204.934203863,205.987890959,206.723798037
unit.000075,Euclidean_dist_4097_110593,206.413851976,206.417503834,206.419126987,207.497548819,207.854461908
unit.000076,Euclidean_dist_4097_114689,207.594238043,207.597551823,207.599174023,208.607051849,208.957355976
unit.000077,Euclidean_dist_4097_118785,209.074870825,209.078312874,209.079970837,210.115954876,211.285841942
unit.000078,Euclidean_dist_4097_122881,210.82386899,210.827669859,210.829222918,211.927289009,211.493585825
unit.000079,Euclidean_dist_4097_126977,212.158388853,212.16106081,212.169416904,213.238301039,213.763367891
unit.000080,Euclidean_dist_8193_1,214.236866951,214.240200996,214.241933823,215.246686935,216.078994989
unit.000081,Euclidean_dist_8193_4097,215.266151905,215.269383907,215.271121025,216.353161812,217.262852907
unit.000082,Euclidean_dist_8193_8193,217.185389996,217.188535929,217.190135002,218.26425004,218.550113916
unit.000083,Euclidean_dist_8193_12289,157.410435915,157.413677931,157.415519953,158.498131037,158.560909986
unit.000084,Euclidean_dist_8193_16385,167.094058037,167.097101927,167.098897934,168.157810926,168.542343855
unit.000085,Euclidean_dist_8193_20481,176.098237038,176.101672888,176.103682995,177.117697001,177.911029816
unit.000086,Euclidean_dist_8193_24577,221.926262856,221.929733992,221.931706905,222.991919994,222.979089975
unit.000087,Euclidean_dist_8193_28673,196.127518892,196.135615826,196.137149811,197.134737968,196.896522999
unit.000088,Euclidean_dist_8193_32769,224.742429972,224.745995045,224.747653008,225.807607889,226.31507802
unit.000089,Euclidean_dist_8193_36865,226.216756821,226.219882011,226.221479893,227.317749023,227.44686985
unit.000090,Euclidean_dist_8193_40961,221.189805984,221.193037987,221.195003033,222.287482023,221.898226023
unit.000091,Euclidean_dist_8193_45057,229.973634958,229.976992846,229.978703976,231.041009903,231.841897011
unit.000092,Euclidean_dist_8193_49153,238.618618011,238.621971846,238.623514891,239.695323944,239.807288885
unit.000093,Euclidean_dist_8193_53249,232.779253006,232.782500982,232.784224033,233.859112978,234.25026989
unit.000094,Euclidean_dist_8193_57345,234.471380949,234.474701881,234.476476908,235.570142031,236.438920021
unit.000095,Euclidean_dist_8193_61441,238.173422813,238.17612195,238.177848816,239.192656994,239.784006834
unit.000096,Euclidean_dist_8193_65537,181.272385836,181.275713921,181.277470827,182.651859999,182.423457861
unit.000097,Euclidean_dist_8193_69633,287.758849859,287.762542009,287.764247894,288.89345789,289.194975853
unit.000098,Euclidean_dist_8193_73729,287.020941019,287.024530888,287.02618885,288.088941813,288.066009998
unit.000099,Euclidean_dist_8193_77825,211.561349869,211.56483984,211.566692829,212.631584883,212.630757809
unit.000100,Euclidean_dist_8193_81921,220.306340933,220.309999943,220.311733007,221.382113934,221.842212915
unit.000101,Euclidean_dist_8193_86017,45.6444728374,45.6472609043,45.6559300423,46.7933299541,47.2939178944
unit.000102,Euclidean_dist_8193_90113,236.840481043,236.843780041,236.845625877,237.882984877,237.623289824
