CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000016,Euclidean_dist_1_1,126.921111107,126.924009085,126.932397127,128.876320124,129.210292101
unit.000017,Euclidean_dist_1_8193,12.1971240044,12.1999800205,12.2082250118,13.9249360561,14.9075469971
unit.000018,Euclidean_dist_1_16385,13.5257911682,13.5290460587,13.5309500694,15.4336361885,16.0116410255
unit.000019,Euclidean_dist_1_24577,12.7816660404,12.785007,12.7870461941,14.4278202057,14.9336659908
unit.000020,Euclidean_dist_1_32769,14.2652871609,14.2683961391,14.2702670097,15.9362590313,17.0906422138
unit.000021,Euclidean_dist_1_40961,15.0092070103,15.0117051601,15.0202851295,16.7434091568,17.1726710796
unit.000022,Euclidean_dist_1_49153,17.2860941887,17.2887670994,17.2978060246,19.0556340218,20.4293601513
unit.000023,Euclidean_dist_1_57345,19.5016751289,19.5048751831,19.5067892075,21.5680520535,22.6167302132
unit.000024,Euclidean_dist_1_65537,21.5783390999,21.5856010914,21.5951139927,23.3808970451,24.8544261456
unit.000025,Euclidean_dist_1_73729,23.7962009907,23.7994520664,23.8012611866,25.4893112183,27.035626173
unit.000026,Euclidean_dist_1_81921,26.0667741299,26.0701630116,26.0720341206,27.8012931347,29.2440772057
unit.000027,Euclidean_dist_1_90113,27.4001991749,27.4036221504,27.4055020809,29.3093831539,30.3735690117
unit.000028,Euclidean_dist_1_98305,28.8760750294,28.8794021606,28.8814060688,30.7170431614,31.5054571629
unit.000029,Euclidean_dist_1_106497,29.7702331543,29.7730720043,29.7809259892,31.4246730804,32.6261060238
unit.000030,Euclidean_dist_1_114689,31.2476551533,31.2505919933,31.2585651875,33.1346900463,33.7558200359
unit.000031,Euclidean_dist_1_122881,32.7279541492,32.7311701775,32.7405691147,34.54164505,35.9136362076
unit.000032,Euclidean_dist_1_131073,34.0616271496,34.06468606,34.0665471554,35.7452671528,37.0112841129
unit.000033,Euclidean_dist_1_139265,34.8040621281,34.8066251278,34.8147702217,36.5528140068,38.1235101223
unit.000034,Euclidean_dist_1_147457,40.7551000118,40.7581520081,40.7659699917,42.386256218,43.6756381989
