Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,5000,120,48,0.21420
100,1000,3,5000,120,48,0.76243
100,10000,3,5000,120,48,7.15511
100,100000,3,5000,120,48,66.11329
100,1000000,3,5000,120,48,660.92932
