time              msgs_alloc        msgs_max          errors            send_count        recv_count        route_count       drop_count        send_length       recv_length       route_length      drop_length      
1481672808        0                 1058              0                 28322340          28909887          0                 8                 545457087696      196856802495      0                 1536             
1481672810        0                 1058              0                 28322399          28909943          0                 8                 545457112176      196856825439      0                 1536             
1481672811        0                 1058              0                 28322463          28910005          0                 8                 545457138962      196856848615      0                 1536             
1481672812        0                 1058              0                 28322521          28910061          0                 8                 545457161738      196856870143      0                 1536             
1481672813        0                 1058              0                 28322576          28910114          0                 8                 545457184706      196856891711      0                 1536             
1481672814        0                 1058              0                 28322631          28910167          0                 8                 545457207674      196856913279      0                 1536             
1481672815        0                 1058              0                 28322690          28910224          0                 8                 545457232647      196856935751      0                 1536             
1481672816        0                 1058              0                 28322762          28910294          0                 8                 545457264348      196856961303      0                 1536             
1481672817        0                 1058              0                 28322821          28910351          0                 8                 545457289322      196856983775      0                 1536             
1481672818        0                 1058              0                 28322876          28910404          0                 8                 545457312290      196857005343      0                 1536             
1481672820        0                 1058              0                 28322932          28910458          0                 8                 545457335450      196857027207      0                 1536             
1481672821        0                 1058              0                 28322988          28910512          0                 8                 545457358610      196857049071      0                 1536             
1481672822        0                 1058              0                 28323048          28910570          0                 8                 545457383776      196857071839      0                 1536             
1481672823        0                 1058              0                 28323114          28910634          0                 8                 545457412570      196857095759      0                 1536             
1481672824        0                 1058              0                 28323168          28910686          0                 8                 545457435346      196857116967      0                 1536             
1481672825        0                 1058              0                 28323224          28910740          0                 8                 545457458642      196857138727      0                 1536             
1481672826        0                 1058              0                 28323281          28910795          0                 8                 545457482378      196857161127      0                 1536             
1481672827        0                 1058              0                 28323357          28910869          0                 8                 545457515568      196857187511      0                 1536             
1481672828        0                 1058              0                 28323412          28910922          0                 8                 545457538536      196857209079      0                 1536             
1481672830        0                 1058              0                 28323481          28910989          0                 8                 545457564672      196857233167      0                 1536             
1481672831        0                 1058              0                 28323549          28911055          0                 8                 545457593850      196857257743      0                 1536             
1481672832        0                 1058              0                 28323608          28911112          0                 8                 545457618824      196857280215      0                 1536             
1481672833        0                 1058              0                 28323664          28911166          0                 8                 545457641984      196857302079      0                 1536             
1481672834        0                 1058              0                 28323719          28911219          0                 8                 545457664952      196857323647      0                 1536             
1481672835        0                 1058              0                 28323777          28911275          0                 8                 545457689016      196857346239      0                 1536             
1481672836        0                 1058              0                 28323831          28911327          0                 8                 545457711792      196857367447      0                 1536             
1481672837        0                 1058              0                 28323908          28911402          0                 8                 545457745694      196857394199      0                 1536             
1481672839        0                 1058              0                 28323964          28911456          0                 8                 545457768854      196857416063      0                 1536             
1481672840        0                 1058              0                 28324018          28911508          0                 8                 545457791630      196857437271      0                 1536             
1481672841        0                 1058              0                 28324099          28911587          0                 8                 545457856956      196857465447      0                 1536             
1481672842        0                 1058              0                 28324157          28911643          0                 8                 545457881738      196857487559      0                 1536             
1481672843        0                 1058              0                 28324229          28911713          0                 8                 545457912922      196857513039      0                 1536             
1481672844        0                 1058              0                 28324283          28911765          0                 8                 545457935698      196857534247      0                 1536             
1481672845        0                 1058              0                 28324340          28911820          0                 8                 545457959578      196857556543      0                 1536             
1481672846        0                 1058              0                 28324404          28911882          0                 8                 545457986554      196857580271      0                 1536             
1481672847        0                 1058              0                 28324464          28911940          0                 8                 545458011720      196857603039      0                 1536             
1481672849        0                 1058              0                 28324531          28912005          0                 8                 545458040706      196857627319      0                 1536             
