t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1509076394,8,12.989162,1.629129,0.002024,4.293691,0.005552,0.016388,12.989162,12.989162,12.989162,12.989162,0.770291,1.472071,1.573554,1.591136,calls/second,milliseconds
1509076404,8,12.989162,1.629129,0.002024,4.293691,0.005552,0.016388,12.989162,12.989162,12.989162,12.989162,0.393420,1.246081,1.521967,1.573554,calls/second,milliseconds
1509076414,8,12.989162,1.629129,0.002024,4.293691,0.005552,0.016388,12.989162,12.989162,12.989162,12.989162,0.263724,1.054785,1.472071,1.556167,calls/second,milliseconds
1509076424,8,12.989162,1.629129,0.002024,4.293691,0.005552,0.016388,12.989162,12.989162,12.989162,12.989162,0.198347,0.892856,1.423811,1.538972,calls/second,milliseconds
1509076434,8,12.989162,1.629129,0.002024,4.293691,0.005552,0.016388,12.989162,12.989162,12.989162,12.989162,0.158943,0.755786,1.377133,1.521967,calls/second,milliseconds
1509076444,441,105.772663,0.335639,0.002024,5.068935,0.006791,0.009240,0.495199,0.818967,1.158920,105.772663,7.301907,7.148144,2.677409,1.956118,calls/second,milliseconds
1509076454,3061,105.772663,0.270014,0.001212,3.272032,0.089560,0.198419,0.348815,0.447482,0.787588,26.486087,43.519249,45.502661,11.088422,4.803118,calls/second,milliseconds
1509076464,3857,105.772663,0.242564,0.001212,3.214205,0.075477,0.171434,0.337292,0.393344,0.486396,26.486087,48.011288,50.934553,13.468804,5.680042,calls/second,milliseconds
1509076474,3857,105.772663,0.242564,0.001212,3.214205,0.075477,0.171434,0.337292,0.393344,0.486396,26.486087,42.697600,43.115169,13.027244,5.617280,calls/second,milliseconds
1509076484,3857,105.772663,0.242564,0.001212,3.214205,0.075477,0.171434,0.337292,0.393344,0.486396,26.486087,38.442277,36.496202,12.600160,5.555211,calls/second,milliseconds
1509076494,3857,105.772663,0.242564,0.001212,3.214205,0.075477,0.171434,0.337292,0.393344,0.486396,26.486087,34.957827,30.893368,12.187078,5.493828,calls/second,milliseconds
1509076504,4458,105.772663,0.218043,0.001212,2.800173,0.006397,0.209509,0.339977,0.393344,0.462035,26.486087,37.043409,35.265608,13.671792,6.064701,calls/second,milliseconds
1509076514,5830,105.772663,0.169724,0.000598,2.332768,0.004816,0.191485,0.342532,0.412869,0.507753,7.895774,44.727413,51.842178,17.811001,7.537743,calls/second,milliseconds
