CU,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,-63.9004719257,11.0887749195,11.1040420532,11.1059930325,44.8327040672,46.4503350258
unit.000001,-63.900192976,12.9986951351,13.0265340805,141.955701113,166.917169094,168.283374071
unit.000002,-63.8999180794,13.0678329468,13.0941519737,149.597521067,183.287689924,184.838210106
unit.000003,-63.8996510506,13.1479940414,13.1744289398,160.539488077,186.70166707,188.142648935
unit.000004,-63.8994050026,13.2013120651,13.2285709381,164.443318129,194.034618139,195.699504137
unit.000005,-63.8991639614,13.2849140167,13.3135950565,168.56802392,194.733510971,195.817759037
unit.000006,-63.8989229202,13.3283441067,13.3560409546,171.071483135,196.541059017,197.946098089
unit.000007,-63.8986489773,13.3826439381,13.4088919163,173.983436108,209.693315029,211.169542074
unit.000008,-63.8983919621,13.4353101254,13.4621200562,178.008009911,206.078608036,207.860867023
unit.000009,-63.8981490135,13.5157539845,13.5430021286,185.43355608,221.638648033,223.10208106
unit.000010,-63.8979048729,13.5428659916,13.5735659599,186.742825031,215.821135998,217.672631979
unit.000011,-63.8976500034,13.631729126,13.6596939564,194.110645056,222.342376947,224.289885044
unit.000012,-63.8974080086,13.6879911423,13.7173130512,196.5755651,230.171880007,231.877674103
unit.000013,-63.8971629143,13.7171759605,13.7454020977,201.588469028,235.892703056,237.267848015
unit.000014,-63.8969199657,13.7728300095,13.8651719093,204.59642005,235.489629984,237.311378956
unit.000015,-63.8966670036,13.9025809765,13.9341621399,206.125610113,240.724615097,241.801490068
unit.000016,-63.8964269161,10.997699976,11.0129230022,11.0150120258,38.1046569347,40.406388998
unit.000017,-63.8961820602,13.9618439674,13.99157691,209.750879049,241.828865051,244.047055006
unit.000018,-63.8959400654,13.9914801121,14.0198800564,211.976905107,237.505559921,238.452513933
unit.000019,-63.8956918716,14.0595481396,14.0889680386,215.849069118,245.336832047,247.35367012
unit.000020,-63.8954510689,14.1183550358,14.1486780643,221.669245005,247.852662086,249.560146093
unit.000021,-63.895211935,14.2054131031,14.2385621071,228.695266962,255.774302006,257.110711098
unit.000022,-63.8949689865,14.3929080963,14.4696190357,237.529304981,272.040923119,273.556900978
unit.000023,-63.8947219849,14.4710900784,14.5377459526,239.035955906,267.519907951,269.030738115
unit.000024,-63.8944580555,14.6349449158,14.6812279224,241.883930922,275.954777002,276.960609913
unit.000025,-63.8942170143,11.3683919907,11.3950591087,39.9352009296,68.014384985,69.4703199863
unit.000026,-63.8939778805,14.5378000736,14.5895249844,239.354717016,267.722954035,269.065272093
unit.000027,-63.8937358856,14.7790439129,14.825428009,245.376172066,278.060003996,280.169966936
unit.000028,-63.8934760094,14.9292120934,14.9774720669,255.837393999,287.078882933,288.756376028
unit.000029,-63.8932468891,15.0400729179,15.0871491432,258.71943593,287.280498028,288.879966974
unit.000030,-63.8930208683,14.5895600319,14.634912014,240.74981904,274.849967003,275.802726984
unit.000031,-63.8927910328,11.0426430702,11.0572891235,11.0592520237,46.2408061028,47.7577750683
unit.000032,-63.8925549984,11.6253480911,11.6691460609,48.569824934,74.7476561069,76.2074639797
unit.000033,-63.8923280239,11.1191549301,11.1455130577,11.1480739117,44.4294779301,45.2669811249
unit.000034,-63.8920989037,11.1463339329,11.1735579967,11.1763210297,39.9047629833,40.2838630676
unit.000035,-63.8918728828,11.1732721329,11.2133829594,11.2164311409,38.798126936,40.2877321243
unit.000036,-63.8916089535,11.2885520458,11.315376997,38.514662981,73.6425309181,74.9809439182
unit.000037,-63.8913350105,12.9702310562,12.9987030029,141.663979053,170.132600069,171.713964939
unit.000038,-63.8909828663,11.5662059784,11.5975170135,46.261111021,80.8848800659,81.8856060505
unit.000039,-63.8907499313,11.6690599918,11.6968500614,48.5941560268,77.2688150406,78.5333211422
unit.000040,-63.8904769421,11.7584989071,11.78627491,68.0560519695,96.4292280674,97.9245460033
unit.000041,-63.8902440071,11.8467609882,11.8792390823,70.4938669205,104.367185116,105.722080946
unit.000042,-63.8900139332,11.906924963,11.9344549179,74.2723429203,109.490268946,111.296689034
unit.000043,-63.8897869587,11.9610569477,11.9950990677,74.7771270275,106.779937983,108.091331005
unit.000044,-63.8895499706,12.0400099754,12.0691139698,77.311150074,112.2126441,113.66635704
unit.000045,-63.8893139362,12.1355400085,12.1581521034,79.8047099113,105.679497004,106.927849054
unit.000046,-63.8890879154,12.215446949,12.2435400486,96.4764819145,125.556211948,126.522072077
unit.000047,-63.8886449337,12.2715620995,12.2995679379,98.8767459393,125.058231115,126.728127003
unit.000048,-63.8884139061,12.3275589943,12.3556160927,103.49130106,128.372601032,129.915600061
unit.000049,-63.8881859779,12.3839440346,12.411896944,104.402672052,139.410282135,140.896395922
unit.000050,-63.8879489899,12.439827919,12.4680349827,105.804791927,134.70046401,135.467432022
unit.000051,-63.887706995,12.5248589516,12.5522420406,109.724774122,144.537559986,145.517755985
