CU,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,-53.6533880234,11.0602059364,11.0769588947,11.0790550709,19.6497910023,29.744590044
unit.000001,-53.6531839371,15.2266318798,15.2545719147,19.0193870068,23.7936079502,29.4747030735
unit.000002,-53.6529989243,13.1090259552,13.1371970177,13.1399328709,21.3486628532,25.9120090008
unit.000003,-53.6528279781,13.1732289791,13.2008578777,13.2036030293,21.2380650043,26.0356030464
unit.000004,-53.6526520252,13.2311320305,13.2590348721,13.2616288662,21.2417428493,26.1586589813
unit.000005,-53.6524701118,13.3139228821,13.3426420689,13.3454930782,22.2656059265,26.3770060539
unit.000006,-53.6522939205,13.3424708843,13.3697588444,13.372551918,21.1321849823,26.4053239822
unit.000007,-53.6521179676,13.4018599987,13.4337248802,13.4365329742,22.064029932,26.5288479328
unit.000008,-53.6519451141,13.4624910355,13.4896600246,13.4923758507,21.0364909172,26.6520688534
unit.000009,-53.6517739296,13.5175888538,13.5667960644,13.5700280666,21.1358909607,26.78053689
unit.000010,-53.6516020298,13.6061189175,13.6403660774,13.6430809498,21.1396679878,26.9044189453
unit.000011,-53.6514201164,13.6849639416,13.7145009041,13.7173399925,21.0255219936,27.0283150673
unit.000012,-53.6512460709,13.7420880795,13.7709469795,13.7741069794,22.3669650555,27.1520218849
unit.000013,-53.6510739326,13.8007030487,13.8303170204,13.8333110809,21.6661150455,27.2761440277
unit.000014,-53.6509029865,13.8300938606,13.8674418926,13.8704960346,21.7586538792,27.3653879166
unit.000015,-53.650728941,13.9229710102,13.9525408745,13.9552679062,21.6773059368,27.5275840759
unit.000016,-53.6505570412,13.9818840027,13.9982330799,14.000535965,21.6551408768,30.2077410221
unit.000017,-53.6503779888,14.0744030476,14.1035490036,14.1066570282,21.7661788464,27.774946928
unit.000018,-53.650206089,14.1713280678,14.2202129364,14.2231240273,21.6587388515,27.8984489441
unit.000019,-53.6500351429,14.2576899529,14.2869999409,14.2946019173,21.6624610424,28.022081852
unit.000020,-53.6498601437,14.3391370773,14.3837070465,14.3886928558,24.495210886,28.1449999809
unit.000021,-53.6496751308,14.391422987,14.4311139584,14.4339969158,23.4781000614,28.2379100323
unit.000022,-53.649492979,14.4899849892,14.5204069614,14.5233089924,23.7861769199,28.3612799644
unit.000023,-53.6493210793,14.596930027,14.631526947,14.6355750561,23.278220892,28.4854779243
unit.000024,-53.6491510868,14.714799881,14.7446579933,14.7474610806,23.3785209656,28.6378898621
unit.000025,-53.6489810944,14.8204369545,14.876611948,14.8797030449,23.5805299282,28.7608840466
unit.000026,-53.6488111019,14.8764929771,14.920042038,14.9229140282,23.3826348782,28.8545370102
unit.000027,-53.6486401558,14.9519119263,14.9928970337,14.995787859,23.2744719982,28.97853899
unit.000028,-53.6484630108,15.0212140083,15.0724580288,18.4145569801,23.5845320225,29.1030900478
unit.000029,-53.6482889652,15.1116020679,15.1414978504,18.6558640003,24.0229279995,29.2266540527
unit.000030,-53.6481199265,15.1735079288,15.1998209953,18.9597730637,23.6865708828,29.3509399891
unit.000031,-53.6479511261,11.0918428898,11.1066560745,11.1085669994,18.6106698513,29.6225440502
unit.000032,-53.6477789879,15.1998450756,15.2265350819,18.9794290066,23.6902039051,29.3785588741
unit.000033,-53.6476080418,11.1073150635,11.1358659267,11.1384570599,20.3680188656,22.2767660618
unit.000034,-53.6474280357,11.1619799137,11.188477993,11.1909890175,19.6536118984,22.4001569748
unit.000035,-53.6472561359,11.2363650799,11.2641119957,11.2666480541,20.2656419277,22.5238649845
unit.000036,-53.6470839977,11.3082790375,11.3903799057,11.3930120468,19.0254209042,22.5552990437
unit.000037,-53.6469120979,11.418170929,11.4443478584,11.4467799664,18.9203519821,21.8149299622
unit.000038,-53.6467411518,11.4700980186,11.4960339069,11.4984409809,18.924973011,21.9077379704
unit.000039,-53.6465671062,11.4960200787,11.5218970776,11.5243809223,18.9497389793,22.7701539993
unit.000040,-53.6463840008,11.5479278564,11.614397049,11.6175639629,19.0334348679,22.802670002
