CU,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,-52.1221580505,9.88435101509,9.89893007278,9.90092206001,26.7372970581,31.1009180546
unit.000001,-52.1219420433,13.9062690735,13.9475519657,37.8422551155,49.8988931179,50.8649530411
unit.000002,-52.1217360497,10.1138179302,10.1511080265,10.1537110806,26.9886479378,29.221916914
unit.000003,-52.1215360165,10.1820869446,10.2095971107,10.2123599052,26.9987061024,29.3449981213
unit.000004,-52.1213469505,10.2632920742,10.2894890308,10.2919549942,27.3129470348,30.2920529842
unit.000005,-52.1211640835,10.3680770397,10.4043810368,10.4072480202,26.8582229614,28.4446051121
unit.000006,-52.1209759712,10.512458086,10.5396220684,10.5422129631,26.622232914,27.7015941143
unit.000007,-52.1200609207,10.5396049023,10.5876801014,10.5987870693,27.1905350685,29.468900919
unit.000008,-52.1197659969,10.667126894,10.6991920471,10.7021269798,26.8978719711,29.5565240383
unit.000009,-52.1194999218,10.8039200306,10.8377730846,10.8404729366,27.2538449764,30.5467810631
unit.000010,-52.1191790104,13.7943210602,13.8305330276,37.019288063,49.0939741135,50.6061980724
unit.000011,-52.1189858913,10.1529068947,10.1821699142,10.1848459244,26.9651799202,29.3101420403
unit.000012,-52.1187980175,10.777422905,10.8039500713,10.8065340519,27.2353401184,30.4746079445
unit.000013,-52.1185910702,11.2562749386,11.2835628986,11.286151886,26.6419439316,27.913506031
unit.000014,-52.1184000969,13.0565049648,13.1119709015,27.7600970268,37.8008370399,39.4790990353
unit.000015,-52.118211031,12.1320810318,12.1597158909,26.4595088959,39.0286579132,41.2821660042
unit.000016,-52.118021965,9.82412600517,9.83958601952,9.84167098999,25.0984840393,26.3941469193
unit.000017,-52.1178319454,11.4297950268,11.4573159218,11.4598789215,27.0949749947,30.048304081
unit.000018,-52.117634058,12.9953899384,13.0230190754,27.703471899,40.467689991,43.0528459549
unit.000019,-52.1174519062,11.6077320576,11.6350200176,11.6380620003,26.8931179047,30.1711449623
unit.000020,-52.1172719002,10.4695940018,10.5125479698,10.5153059959,26.4187510014,27.6655979156
unit.000021,-52.1170749664,11.5104269981,11.5470368862,11.5498669147,26.2139089108,28.0374560356
unit.000022,-52.1168859005,10.9452209473,10.9715650082,10.9740560055,26.9763329029,29.9253380299
unit.000023,-52.1166920662,11.964550972,11.9918251038,25.1527900696,38.6149580479,39.2325210571
unit.000024,-52.1165120602,12.531881094,12.5602650642,27.1619050503,39.7386860847,42.1537079811
unit.000025,-52.1163311005,11.6618208885,11.6883211136,11.6909880638,26.902575016,31.060503006
unit.000026,-52.1161549091,12.0485079288,12.0766289234,26.151911974,38.8136088848,41.0351989269
unit.000027,-52.1159710884,9.98386502266,10.0193169117,10.0224130154,26.3161149025,27.5783228874
unit.000028,-52.1157739162,11.5741989613,11.607845068,11.6106169224,26.7561099529,30.0861859322
unit.000029,-52.1155810356,12.6168520451,12.6489028931,27.2506411076,35.6816060543,37.6774001122
unit.000030,-52.1153988838,12.9135661125,12.9415130615,27.6038410664,39.7467489243,42.8040928841
unit.000031,-52.1152091026,9.79419708252,9.80889296532,9.8108830452,24.6942369938,26.3569989204
unit.000032,-52.1150341034,11.9918661118,12.0199930668,25.2319879532,38.1032130718,39.2648799419
unit.000033,-52.1148600578,12.5603320599,12.5891020298,27.1927859783,39.647069931,42.2946031094
unit.000034,-52.1146759987,12.6766850948,12.7041749954,27.3070790768,40.1526908875,42.4042000771
unit.000035,-52.1145009995,10.5875310898,10.6284999847,10.6314630508,26.1111829281,27.7898740768
unit.000036,-52.1143229008,13.5206310749,13.5548250675,28.1236059666,40.3614029884,43.5753250122
