Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
0,5000,0,5000,0.0,0.0
5000,10000,1,5000,310.0,2308.85132256
0,5000,2,5000,620.0,3591.22694261
5000,10000,3,5000,933.0,3079.92069134
10000,15000,4,5000,1246.0,3854.52996753
15000,20000,5,5000,1561.0,4497.74473771
20000,25000,6,5000,1867.0,5034.61235217
25000,30000,7,5000,2179.0,5522.80631479
30000,35000,8,5000,2492.0,5956.32432038
35000,40000,9,5000,2799.0,6276.46111059
40000,45000,10,5000,3113.0,6629.11720816
45000,50000,11,5000,3416.0,6926.43645359
50000,55000,12,5000,3725.0,7266.01037272
55000,60000,13,5000,4033.0,7578.23482382
60000,65000,14,5000,4342.0,7808.776659
65000,70000,15,5000,4650.0,8084.08989546
70000,75000,16,5000,4959.0,8282.06183807
75000,80000,17,5000,5267.0,8460.17656408
80000,85000,18,5000,5575.0,8624.47779911
85000,90000,19,5000,5883.0,8677.44005098
90000,95000,20,5000,6189.0,8529.78707067
95000,100000,21,5000,6495.0,8394.77062761
0,5000,22,5000,6806.0,6876.53263437
5000,10000,23,5000,7121.0,6355.00606061
10000,15000,24,5000,7436.0,6194.23581946
15000,20000,25,5000,7754.0,6053.86371012
20000,25000,26,5000,8071.0,6065.69432919
25000,30000,27,5000,8387.0,5942.66372746
30000,35000,28,5000,8703.0,5793.66880898
35000,40000,29,5000,9022.0,5926.49628883
40000,45000,30,5000,9342.0,6040.19066335
45000,50000,31,5000,9663.0,6152.97490415
50000,55000,32,5000,9984.0,6230.54159737
55000,60000,33,5000,10288.0,6293.20180073
60000,65000,34,5000,10592.0,6294.36934457
65000,70000,35,5000,10911.0,6302.25578256
70000,75000,36,5000,11231.0,6410.87110368
75000,80000,37,5000,11535.0,6495.65349853
80000,85000,38,5000,11840.0,6594.35172915
85000,90000,39,5000,12151.0,6691.13118073
90000,95000,40,5000,12461.0,6784.78694626
95000,100000,41,5000,12767.0,6832.87475612
100000,105000,42,5000,13073.0,6922.48385052
105000,110000,43,5000,13396.0,7018.89364483
110000,115000,44,5000,13718.0,7112.58495668
115000,120000,45,5000,14033.0,7157.28384197
120000,125000,46,5000,14348.0,7200.84498132
125000,130000,47,5000,14663.0,7246.22994134
130000,135000,48,5000,14978.0,7316.40961506
135000,140000,49,5000,15292.0,7383.33837932
140000,145000,50,5000,15607.0,7461.83023042
145000,150000,51,5000,15911.0,7535.97310267
150000,155000,52,5000,16215.0,7608.6574946
155000,160000,53,5000,16532.0,7642.60775038
160000,165000,54,5000,16850.0,7703.36090268
165000,170000,55,5000,17161.0,7759.93773632
170000,175000,56,5000,17471.0,7814.93929919
175000,180000,57,5000,17780.0,7867.4376049
180000,185000,58,5000,18088.0,7919.66141442
185000,190000,59,5000,18398.0,7971.43891845
190000,195000,60,5000,18709.0,7995.78498595
195000,200000,61,5000,19023.0,8020.02094077
200000,205000,62,5000,19336.0,8071.60948015
205000,210000,63,5000,19645.0,8133.02685484
210000,215000,64,5000,19954.0,8151.98314612
215000,220000,65,5000,20272.0,8202.26699512
220000,225000,66,5000,20590.0,8226.62852119
225000,230000,67,5000,20903.0,8246.68671539
230000,235000,68,5000,21215.0,8290.18631411
235000,240000,69,5000,21529.0,8309.1827265
240000,245000,70,5000,21843.0,8365.20014562
245000,250000,71,5000,22152.0,8380.1801536
250000,255000,72,5000,22461.0,8420.45208714
255000,260000,73,5000,22775.0,8463.20159984
260000,265000,74,5000,23090.0,8523.01922453
265000,270000,75,5000,23417.0,8566.40675921
270000,275000,76,5000,23745.0,8585.77825526
275000,280000,77,5000,24056.0,8625.6107837
280000,285000,78,5000,24367.0,8664.34591053
285000,290000,79,5000,24673.0,8675.04589944
290000,295000,80,5000,24979.0,8709.56880795
295000,300000,81,5000,25292.0,8721.76479379
300000,305000,82,5000,25606.0,8733.86903752
305000,310000,83,5000,25918.0,8743.93749098
310000,315000,84,5000,26230.0,8777.8037019
315000,320000,85,5000,26539.0,8765.16219505
320000,325000,86,5000,26847.0,8774.04024413
325000,330000,87,5000,27158.0,8807.40704791
330000,335000,88,5000,27469.0,8840.34991272
335000,340000,89,5000,27773.0,8847.26878832
340000,345000,90,5000,28077.0,8887.68052629
345000,350000,91,5000,28391.0,8897.85249127
350000,355000,92,5000,28705.0,8929.57705187
355000,360000,93,5000,29021.0,8961.80400857
360000,365000,94,5000,29337.0,8970.49031957
365000,370000,95,5000,29650.0,9014.92288381
370000,375000,96,5000,29963.0,9052.95526862
375000,380000,97,5000,30279.0,9059.91868117
380000,385000,98,5000,30596.0,8939.99308954
385000,390000,99,5000,30896.0,8902.75904786
390000,395000,100,5000,31196.0,8786.91765929
395000,400000,101,5000,31510.0,8756.92057785
400000,405000,102,5000,31824.0,8727.4019938
405000,410000,103,5000,32140.0,8698.74000391
410000,415000,104,5000,32457.0,8577.23907946
415000,420000,105,5000,32756.0,8548.89375521
420000,425000,106,5000,33055.0,8582.81406407
425000,430000,107,5000,33365.0,8592.84655768
430000,435000,108,5000,33675.0,8602.51912181
435000,440000,109,5000,33987.0,8640.3090208
440000,445000,110,5000,34299.0,8673.99793322
445000,450000,111,5000,34611.0,8699.72229529
450000,455000,112,5000,34923.0,8725.10062599
455000,460000,113,5000,35225.0,8731.55161903
460000,465000,114,5000,35527.0,8738.03136463
465000,470000,115,5000,35843.0,8776.07093176
470000,475000,116,5000,36159.0,8800.70766534
475000,480000,117,5000,36479.0,8810.5015437
480000,485000,118,5000,36798.0,8819.30037192
485000,490000,119,5000,37116.0,8828.2854433
490000,495000,120,5000,37433.0,8861.90168379
495000,500000,121,5000,37736.0,8891.89051098
500000,505000,122,5000,38039.0,8921.85981406
505000,510000,123,5000,38342.0,8911.81191975
510000,515000,124,5000,38645.0,8933.04206715
515000,520000,125,5000,38958.0,8955.52652918
520000,525000,126,5000,39270.0,8977.73634046
525000,530000,127,5000,39584.0,8999.89416219
530000,535000,128,5000,39899.0,9005.23515175
535000,540000,129,5000,40214.0,9027.85241828
540000,545000,130,5000,40529.0,9049.75478469
