#TIME Node0_NumHit Node1_NumHit Node0_NumMiss Node1_NumMiss Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1481737933 31428575 32559939 199383 57483 31425734 32547523 202224 69898 15273.44 13010.95 1061.19 3373.40
1481737934 31428606 32559969 199383 57483 31425764 32547553 202224 69898 15272.67 13010.34 1061.58 3373.69
1481737935 31428635 32560000 199383 57483 31425793 32547585 202224 69898 15272.48 13010.49 1061.77 3373.14
1481737936 31428665 32560033 199383 57483 31425823 32547617 202224 69898 15272.01 13010.33 1062.63 3374.05
1481737937 31428693 32560066 199383 57483 31425851 32547650 202224 69898 15272.34 13009.83 1061.89 3373.77
1481737938 31428723 32560099 199383 57483 31425881 32547683 202224 69898 15271.47 13009.36 1062.41 3374.27
1481737939 31428751 32560131 199383 57483 31425910 32547716 202224 69898 15272.30 13009.19 1061.88 3374.41
1481737940 31428800 32560173 199383 57483 31425958 32547758 202224 69898 15267.54 13008.70 1067.46 3375.29
1481737942 31428858 32560227 199383 57483 31426016 32547812 202224 69898 15246.02 13002.26 1087.87 3381.05
1481737943 31428888 32560260 199383 57483 31426047 32547845 202224 69898 15246.34 13001.67 1088.63 3381.56
1481737944 31428927 32560547 199383 57483 31426085 32548131 202224 69898 15244.71 12930.01 1089.55 3453.63
1481737945 31428979 32561528 199383 57483 31426138 32549112 202224 69898 15243.70 11956.83 1090.93 4432.62
1481737946 31429033 32562508 199383 57483 31426192 32550092 202224 69898 15243.88 10985.42 1091.44 5401.87
1481737947 31429084 32563523 199383 57483 31426242 32551107 202224 69898 15243.13 9985.79 1090.73 6402.21
1481737948 31429133 32564541 199383 57483 31426292 32552126 202224 69898 15242.96 8984.37 1091.29 7403.63
1481737949 31429184 32565553 199383 57483 31426342 32553138 202224 69898 15242.95 7989.60 1091.68 8399.85
1481737950 31429239 32566554 199383 57483 31426397 32554138 202224 69898 15243.64 7000.29 1090.99 9391.34
1481737952 31429290 32567551 199383 57483 31426448 32555136 202224 69898 15243.04 6010.43 1090.84 10373.94
1481737953 31429341 32568559 199383 57483 31426499 32556144 202224 69898 15242.41 5018.86 1091.09 11368.40
1481737954 31429389 32569204 199383 57483 31426547 32556788 202224 69898 15242.95 4413.48 1091.68 11970.91
1481737955 31429423 32569234 199383 57483 31426582 32556818 202224 69898 15257.48 4494.50 1077.88 11889.14
1481737956 31429453 32569267 199383 57483 31426611 32556851 202224 69898 15256.65 4494.72 1077.60 11889.62
1481737957 31429483 32569300 199383 57483 31426642 32556884 202224 69898 15256.68 4494.61 1077.57 11889.41
1481737958 31429513 32569332 199383 57483 31426671 32556917 202224 69898 15256.70 4494.61 1077.12 11889.35
