,Nodes,Framework,Duration
0,1,Dask,3021.80886269
1,1,Dask,3068.47596169
2,1,Dask,3077.70395279
3,1,Dask,3148.59199524
4,1,Dask,3198.47178459
5,1,Dask,3202.68511772
6,1,Dask,3223.69098663
7,1,Dask,3383.40091705
8,1,Dask,3389.67609406
9,1,Dask,3554.25214767
10,1,Dask,2996.90890312
11,1,Dask,3058.09497833
12,1,Dask,2983.43706131
13,1,Dask,3144.10996437
14,1,Dask,3042.760849
15,1,Dask,3119.04120445
16,1,Dask,3140.72299004
17,1,Dask,3077.52609253
18,1,Dask,3268.04590225
19,1,Dask,3616.67895317
20,1,Dask,2988.43598366
21,1,Dask,3021.90589905
22,1,Dask,3063.81201744
23,1,Dask,3137.66384125
24,1,Dask,3007.10916519
25,1,Dask,3022.67003059
26,1,Dask,3078.1109333
27,1,Dask,3092.01407433
28,1,Dask,3170.59087753
29,1,Dask,3178.1539917
30,1,Dask,3235.04304886
31,1,Dask,3273.52905273
32,1,Dask,3329.45513725
33,1,Dask,3376.44886971
34,1,Dask,3007.41004944
35,1,Dask,3150.71320534
36,1,Dask,3069.39101219
37,1,Dask,3008.85295868
38,1,Dask,3089.85114098
39,1,Dask,3170.76992989
40,1,Dask,3193.4940815
41,1,Dask,3438.11893463
42,1,Dask,3310.22405624
43,1,Dask,3402.50182152
44,1,Dask,2978.73091698
45,1,Dask,3095.10588646
46,1,Dask,3002.77495384
47,1,Dask,3170.01795769
48,1,Dask,3046.60201073
49,1,Dask,3066.16520882
50,1,Dask,3099.89094734
51,1,Dask,3118.80898476
52,1,Dask,3133.8789463
53,1,Dask,3163.88106346
54,1,Dask,3174.69596863
55,1,Dask,3179.73709106
56,1,Dask,3226.82785988
57,1,Dask,3436.44714355
58,1,Dask,3045.53699493
59,1,Dask,2962.84508705
60,1,Dask,3032.56988525
61,1,Dask,3081.62093163
62,1,Dask,3076.23696327
63,1,Dask,3177.32000351
64,1,Dask,3154.04891968
65,1,Dask,3159.85679626
66,1,Dask,3154.44803238
67,1,Dask,3597.56016731
68,1,Dask,2955.69705963
69,1,Dask,3019.2899704
70,1,Dask,3085.96897125
71,1,Dask,3022.85909653
72,1,Dask,3049.41415787
73,1,Dask,3080.7659626
74,1,Dask,3170.05205154
75,1,Dask,3206.20679855
76,1,Dask,3216.79520607
77,1,Dask,3234.50613022
78,1,Dask,3279.4251442
79,1,Dask,3288.22112083
80,1,Dask,3372.37000465
81,1,Dask,3461.49110794
82,1,Dask,3152.05407143
83,1,Dask,3015.44380188
84,1,Dask,3029.92796898
85,1,Dask,3073.15897942
86,1,Dask,3176.44000053
87,1,Dask,3116.15991592
88,1,Dask,3231.65607452
89,1,Dask,3230.48400879
90,1,Dask,3331.15100861
91,1,Dask,3243.06607246
92,1,Dask,2909.09981728
93,1,Dask,3033.12301636
94,1,Dask,3015.12122154
95,1,Dask,2976.62997246
96,1,Dask,3016.4501667
97,1,Dask,3018.6290741
98,1,Dask,3043.07293892
99,1,Dask,3075.08397102
100,1,Dask,3105.2749157
101,1,Dask,3115.49091339
102,1,Dask,3145.04694939
103,1,Dask,3147.68600464
104,1,Dask,3188.6279583
105,1,Dask,3556.80799484
106,1,Dask,2999.61900711
107,1,Dask,3006.60800934
108,1,Dask,2938.96603584
109,1,Dask,3026.42202377
110,1,Dask,2945.21284103
111,1,Dask,3125.27298927
112,1,Dask,3077.98886299
113,1,Dask,3107.47599602
114,1,Dask,3111.13405228
115,1,Dask,3374.56488609
116,1,Dask,2960.77609062
117,1,Dask,3004.27794456
118,1,Dask,2964.86401558
119,1,Dask,3038.66386414
120,1,Dask,2901.92484856
121,1,Dask,3124.46808815
122,1,Dask,3135.62488556
123,1,Dask,3180.18698692
124,1,Dask,3303.25508118
125,1,Dask,3303.65991592
126,1,Dask,3305.63402176
127,1,Dask,3524.62601662
128,1,Dask,3553.58290672
129,1,Dask,3690.97185135
130,1,Dask,2962.2900486
131,1,Dask,2991.48201942
132,1,Dask,3243.10898781
133,1,Dask,3203.9949894
134,1,Dask,3102.89597511
135,1,Dask,3270.29204369
136,1,Dask,3238.88492584
137,1,Dask,3062.58392334
138,1,Dask,3311.1770153
139,1,Dask,3145.93696594
140,1,Dask,2967.38910675
141,1,Dask,2989.94588852
142,1,Dask,3022.47285843
143,1,Dask,3006.32190704
144,1,Dask,2994.36807632
145,1,Dask,3039.00408745
146,1,Dask,3067.05999374
147,1,Dask,3069.72002983
148,1,Dask,3121.85692787
149,1,Dask,3196.01798058
150,1,Dask,3246.32287025
151,1,Dask,3288.17486763
152,1,Dask,3307.66701698
153,1,Dask,3501.56998634
154,1,Dask,3033.43605995
155,1,Dask,3069.8120594
156,1,Dask,3061.01298332
157,1,Dask,3204.22005653
158,1,Dask,3279.80303764
159,1,Dask,3089.09296989
160,1,Dask,3237.78700829
161,1,Dask,3234.73501205
162,1,Dask,3278.99003029
163,1,Dask,3208.28914642
164,1,Dask,3007.76720047
165,1,Dask,3118.92485619
166,1,Dask,2992.94686317
167,1,Dask,3291.61000252
168,1,Dask,2999.67908859
169,1,Dask,3047.52993584
170,1,Dask,3121.81305885
171,1,Dask,3130.71799278
172,1,Dask,3136.3389492
173,1,Dask,3138.8001442
174,1,Dask,3157.6488018
175,1,Dask,3273.69689941
176,1,Dask,3342.40484238
177,1,Dask,3380.36394119
178,1,Dask,3030.86185455
179,1,Dask,3101.04799271
180,1,Dask,3049.90696907
181,1,Dask,3071.22802734
182,1,Dask,3077.66199112
183,1,Dask,3087.16106415
184,1,Dask,3174.02100563
185,1,Dask,3193.45903397
186,1,Dask,3173.32291603
187,1,Dask,3417.71578789
188,1,Dask,2989.84003067
189,1,Dask,2939.99910355
190,1,Dask,3113.6701107
191,1,Dask,3123.1238842
192,1,Dask,3146.64101601
193,1,Dask,3079.49113846
194,1,Dask,3025.61306953
195,1,Dask,2999.56798553
196,1,Dask,3055.73582649
197,1,Dask,3068.29690933
198,1,Dask,3029.68382835
199,1,Dask,3078.07207108
200,1,Dask,3137.57109642
201,1,Dask,3151.84402466
202,1,Dask,3003.9601326
203,1,Dask,3076.8301487
204,1,Dask,3157.76395798
205,1,Dask,3019.8829174
206,1,Dask,3027.16898918
207,1,Dask,3096.10915184
208,1,Dask,3159.00492668
209,1,Dask,3057.51395226
210,1,Dask,3062.15906143
211,1,Dask,3060.63699722
212,1,Dask,2924.56197739
213,1,Dask,2996.01101875
214,1,Dask,3021.43096924
215,1,Dask,3002.4600029
216,1,Dask,2958.00995827
217,1,Dask,3025.44116974
218,1,Dask,3030.73191643
219,1,Dask,3031.44598007
220,1,Dask,3049.48496819
221,1,Dask,3047.67799377
222,1,Dask,3136.30199432
223,1,Dask,3177.98304558
224,1,Dask,3182.74998665
225,1,Dask,3343.11485291
226,1,Dask,3053.42721939
227,1,Dask,3025.23612976
228,1,Dask,3024.20496941
229,1,Dask,3055.21416664
230,1,Dask,3094.424963
231,1,Dask,3080.20997047
232,1,Dask,3082.69286156
233,1,Dask,3132.65609741
234,1,Dask,3435.81390381
235,1,Dask,3430.55009842
236,1,Dask,3036.73410416
237,1,Dask,2977.61392593
238,1,Dask,3060.88399887
239,1,Dask,3086.49802208
240,2,Dask,1432.03306198
241,2,Dask,1441.07484818
242,2,Dask,1492.21611023
243,2,Dask,1505.76806068
244,2,Dask,1504.9200058
245,2,Dask,1508.74209404
246,2,Dask,1514.49608803
247,2,Dask,1519.9971199
248,2,Dask,1544.99983788
249,2,Dask,1560.15396118
250,2,Dask,1563.75002861
251,2,Dask,1566.0700798
252,2,Dask,1661.6871357
253,2,Dask,1432.40594864
254,2,Dask,1443.25995445
255,2,Dask,1500.37407875
256,2,Dask,1503.35478783
257,2,Dask,1518.62883568
258,2,Dask,1511.57784462
259,2,Dask,1503.33690643
260,2,Dask,1550.29296875
261,2,Dask,1562.76011467
262,2,Dask,1521.03614807
263,2,Dask,1529.84404564
264,2,Dask,1537.61386871
265,2,Dask,1568.76993179
266,2,Dask,1472.36299515
267,2,Dask,1502.37393379
268,2,Dask,1520.01881599
269,2,Dask,1529.34193611
270,2,Dask,1501.12509727
271,2,Dask,1535.62498093
272,2,Dask,1519.89889145
273,2,Dask,1518.19109917
274,2,Dask,1505.72800636
275,2,Dask,1567.92092323
276,2,Dask,1795.2029705
277,2,Dask,1629.12988663
278,2,Dask,1570.73187828
279,2,Dask,1467.96488762
280,2,Dask,1507.04693794
281,2,Dask,1480.89599609
282,2,Dask,1508.82506371
283,2,Dask,1522.39394188
284,2,Dask,1495.5470562
285,2,Dask,1527.2591114
286,2,Dask,1528.77116203
287,2,Dask,1479.66098785
288,2,Dask,1490.44013023
289,2,Dask,1540.995121
290,2,Dask,1500.44608116
291,2,Dask,1501.86395645
292,2,Dask,1505.2959919
293,2,Dask,1511.03520393
294,2,Dask,1513.22007179
295,2,Dask,1525.3970623
296,2,Dask,1546.44298553
297,2,Dask,1563.99297714
298,2,Dask,1586.69805527
299,2,Dask,1701.09701157
300,2,Dask,1672.47200012
301,2,Dask,1481.25600815
302,2,Dask,1479.34603691
303,2,Dask,1493.93892288
304,2,Dask,1516.79491997
305,2,Dask,1490.83018303
306,2,Dask,1508.67795944
307,2,Dask,1475.23903847
308,2,Dask,1531.33487701
309,2,Dask,1579.13517952
310,2,Dask,1548.80213737
311,2,Dask,1553.57909203
312,2,Dask,1661.35597229
313,2,Dask,1701.8969059
314,2,Dask,1479.08592224
315,2,Dask,1484.07793045
316,2,Dask,1486.71913147
317,2,Dask,1503.42392921
318,2,Dask,1505.19108772
319,2,Dask,1498.51799011
320,2,Dask,1550.20594597
321,2,Dask,1535.34007072
322,2,Dask,1540.56406021
323,2,Dask,1537.1389389
324,2,Dask,1546.00405693
325,2,Dask,1665.38715363
326,2,Dask,1704.73980904
327,2,Dask,1490.32783508
328,2,Dask,1485.52298546
329,2,Dask,1500.53405762
330,2,Dask,1492.32387543
331,2,Dask,1498.09503555
332,2,Dask,1488.05093765
333,2,Dask,1510.70189476
334,2,Dask,1538.22994232
335,2,Dask,1550.69208145
336,2,Dask,1484.19904709
337,2,Dask,1485.46004295
338,2,Dask,1485.25881767
339,2,Dask,1495.8178997
340,2,Dask,1498.04401398
341,2,Dask,1499.66311455
342,2,Dask,1504.144907
343,2,Dask,1530.34996986
344,2,Dask,1534.0089798
345,2,Dask,1561.22398376
346,2,Dask,1573.81892204
347,2,Dask,1695.67799568
348,2,Dask,1696.52485847
349,2,Dask,1472.98312187
350,2,Dask,1493.72506142
351,2,Dask,1492.94686317
352,2,Dask,1489.33291435
353,2,Dask,1518.27788353
354,2,Dask,1504.34184074
355,2,Dask,1500.84900856
356,2,Dask,1543.32995415
357,2,Dask,1566.59579277
358,2,Dask,1584.16700363
359,2,Dask,1704.29801941
360,2,Dask,1519.84977722
361,2,Dask,1650.53510666
362,2,Dask,1476.33504868
363,2,Dask,1479.08997536
364,2,Dask,1492.98787117
365,2,Dask,1495.3019619
366,2,Dask,1512.47906685
367,2,Dask,1601.35602951
368,2,Dask,1567.17205048
369,2,Dask,1542.14406013
370,2,Dask,1559.2148304
371,2,Dask,1504.08887863
372,2,Dask,1517.69208908
373,2,Dask,1588.41514587
374,2,Dask,1686.36798859
375,2,Dask,1442.01803207
376,2,Dask,1507.10487366
377,2,Dask,1494.64821815
378,2,Dask,1491.03307724
379,2,Dask,1526.09181404
380,2,Dask,1495.31912804
381,2,Dask,1557.90519714
382,2,Dask,1507.47704506
383,2,Dask,1689.36610222
384,2,Dask,1447.53408432
385,2,Dask,1458.08196068
386,2,Dask,1511.24095917
387,2,Dask,1516.2332058
388,2,Dask,1538.93208504
389,2,Dask,1549.61514473
390,2,Dask,1559.00096893
391,2,Dask,1564.19301033
392,2,Dask,1585.13307571
393,2,Dask,1591.52412415
394,2,Dask,1639.9409771
395,2,Dask,1667.86718369
396,2,Dask,1708.17399025
397,2,Dask,1430.35697937
398,2,Dask,1444.66805458
399,2,Dask,1479.02989388
400,2,Dask,1497.03001976
401,2,Dask,1532.20701218
402,2,Dask,1533.53190422
403,2,Dask,1531.49390221
404,2,Dask,1502.53582001
405,2,Dask,1566.13588333
406,2,Dask,1552.72483826
407,2,Dask,1509.73200798
408,2,Dask,1551.53608322
409,2,Dask,1584.64288712
410,2,Dask,1467.04602242
411,2,Dask,1441.00308418
412,2,Dask,1489.89295959
413,2,Dask,1492.33293533
414,2,Dask,1519.8340416
415,2,Dask,1534.58881378
416,2,Dask,1635.0710392
417,2,Dask,1514.91785049
418,2,Dask,1560.64009666
419,2,Dask,1574.0749836
420,2,Dask,1584.51104164
421,2,Dask,1587.34989166
422,2,Dask,1531.08787537
423,2,Dask,1459.96904373
424,2,Dask,1486.1638546
425,2,Dask,1478.78980637
426,2,Dask,1508.86297226
427,2,Dask,1549.90816116
428,2,Dask,1576.45082474
429,2,Dask,1539.13998604
430,2,Dask,1552.25205421
431,2,Dask,1515.10500908
432,2,Dask,1512.81499863
433,2,Dask,1553.06601524
434,2,Dask,1584.41615105
435,2,Dask,1697.80111313
436,2,Dask,1485.95094681
437,2,Dask,1513.36097717
438,2,Dask,1506.40916824
439,2,Dask,1496.68693542
440,2,Dask,1484.49492455
441,2,Dask,1497.63178825
442,2,Dask,1581.65192604
443,2,Dask,1539.07394409
444,2,Dask,1638.39197159
445,2,Dask,1496.93703651
446,2,Dask,1520.92218399
447,2,Dask,1550.64821243
448,2,Dask,1704.41603661
449,2,Dask,1465.46196938
450,2,Dask,1499.27616119
451,2,Dask,1473.74105453
452,2,Dask,1492.03491211
453,2,Dask,1492.70606041
454,2,Dask,1543.92004013
455,2,Dask,1514.87803459
456,2,Dask,1556.08320236
457,2,Dask,1473.04797173
458,2,Dask,1489.25089836
459,2,Dask,1536.06009483
460,2,Dask,1571.81692123
461,2,Dask,1710.62779427
462,2,Dask,1483.43777657
463,2,Dask,1492.07210541
464,2,Dask,1476.37081146
465,2,Dask,1514.72306252
466,2,Dask,1499.87006187
467,2,Dask,1529.57105637
468,2,Dask,1452.62908936
469,2,Dask,1508.70108604
470,2,Dask,1555.47118187
471,2,Dask,1484.15589333
472,2,Dask,1521.47889137
473,2,Dask,1541.69511795
474,2,Dask,1690.54412842
475,2,Dask,1473.54412079
476,2,Dask,1487.61510849
477,2,Dask,1495.54610252
478,2,Dask,1494.61197853
479,2,Dask,1497.84898758
480,2,Dask,1467.38910675
481,2,Dask,1484.51685905
482,2,Dask,1509.14978981
483,2,Dask,1513.35811615
484,2,Dask,1517.6589489
485,2,Dask,1518.30601692
486,2,Dask,1537.28818893
487,2,Dask,1549.95703697
488,2,Dask,1556.45418167
489,2,Dask,1556.89287186
490,2,Dask,1559.8731041
491,2,Dask,1574.23996925
492,2,Dask,1773.32901955
493,2,Dask,1455.48892021
494,2,Dask,1506.88004494
495,2,Dask,1514.87898827
496,2,Dask,1526.48496628
497,2,Dask,1516.91484451
498,2,Dask,1493.44801903
499,2,Dask,1531.5861702
500,2,Dask,1538.56396675
501,2,Dask,1539.99590874
502,2,Dask,1608.03389549
503,2,Dask,1778.36108208
504,2,Dask,1723.82998466
505,2,Dask,1833.92810822
506,2,Dask,1455.38687706
507,2,Dask,1497.79701233
508,2,Dask,1579.44297791
509,2,Dask,1550.43387413
510,2,Dask,1586.49492264
511,2,Dask,1569.02194023
512,2,Dask,1566.2150383
513,2,Dask,1710.25013924
514,2,Dask,1505.49006462
515,2,Dask,1683.7310791
516,2,Dask,1592.6129818
517,2,Dask,1778.02801132
518,2,Dask,1432.28006363
519,2,Dask,1461.60697937
520,2,Dask,1519.19198036
521,2,Dask,1532.18793869
522,2,Dask,1619.41480637
523,2,Dask,1525.97594261
524,2,Dask,1511.52801514
525,2,Dask,1571.30885124
526,2,Dask,1498.62623215
527,2,Dask,1619.74692345
528,2,Dask,1474.29013252
529,2,Dask,1481.14705086
530,2,Dask,1488.64102364
531,2,Dask,1490.15784264
532,2,Dask,1504.99296188
533,2,Dask,1510.37216187
534,2,Dask,1513.75579834
535,2,Dask,1515.1450634
