Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec,TimeStamp
0,5000,0,5000,0.0,0.0,20171108-153140
5000,10000,1,5000,310.0,3735.33925134,20171108-153140
0,5000,2,5000,620.0,4128.9861037,20171108-153141
5000,10000,3,5000,932.0,3310.21122363,20171108-153141
10000,15000,4,5000,1243.0,3017.35565942,20171108-153141
15000,20000,5,5000,1553.0,3373.86410698,20171108-153141
20000,25000,6,5000,1860.0,3440.20845671,20171108-153141
25000,30000,7,5000,2173.0,3688.90231407,20171108-153141
30000,35000,8,5000,2483.0,4031.01462698,20171108-153141
35000,40000,9,5000,2797.0,4316.38501015,20171108-153141
40000,45000,10,5000,3112.0,4577.11687667,20171108-153141
45000,50000,11,5000,3425.0,4868.05735063,20171108-153141
50000,55000,12,5000,3730.0,5158.71038455,20171108-153141
55000,60000,13,5000,4042.0,5414.13794328,20171108-153141
60000,65000,14,5000,4351.0,5591.43037773,20171108-153141
65000,70000,15,5000,4667.0,5816.91040507,20171108-153141
70000,75000,16,5000,4971.0,5962.18301858,20171108-153141
75000,80000,17,5000,5276.0,6096.21590416,20171108-153141
80000,85000,18,5000,5584.0,6303.01623294,20171108-153141
85000,90000,19,5000,5902.0,6516.85161508,20171108-153141
90000,95000,20,5000,6213.0,6687.00819478,20171108-153141
95000,100000,21,5000,6524.0,6844.66583438,20171108-153141
0,5000,22,5000,6831.0,5966.67820186,20171108-153142
5000,10000,23,5000,7137.0,5592.63728242,20171108-153142
10000,15000,24,5000,7444.0,5473.74670141,20171108-153142
15000,20000,25,5000,7746.0,5564.88694583,20171108-153142
20000,25000,26,5000,8048.0,5591.80131503,20171108-153142
25000,30000,27,5000,8366.0,5730.07040027,20171108-153142
30000,35000,28,5000,8684.0,5802.97408418,20171108-153142
35000,40000,29,5000,8998.0,5932.10853741,20171108-153142
40000,45000,30,5000,9313.0,6013.54319734,20171108-153142
45000,50000,31,5000,9628.0,6090.63734995,20171108-153142
50000,55000,32,5000,9943.0,6163.81214782,20171108-153142
55000,60000,33,5000,10257.0,6233.87515927,20171108-153142
60000,65000,34,5000,10571.0,6300.3919357,20171108-153142
65000,70000,35,5000,10878.0,6362.51933998,20171108-153142
70000,75000,36,5000,11185.0,6420.81021082,20171108-153142
75000,80000,37,5000,11500.0,6513.35173412,20171108-153142
80000,85000,38,5000,11816.0,6602.11642023,20171108-153142
85000,90000,39,5000,12134.0,6661.32360511,20171108-153142
90000,95000,40,5000,12453.0,6719.15160935,20171108-153142
95000,100000,41,5000,12772.0,6816.88479542,20171108-153142
100000,105000,42,5000,13091.0,6870.1087671,20171108-153142
105000,110000,43,5000,13393.0,6913.20094432,20171108-153142
110000,115000,44,5000,13695.0,6955.36754377,20171108-153142
115000,120000,45,5000,14012.0,7004.11216621,20171108-153142
120000,125000,46,5000,14329.0,7078.93697727,20171108-153142
125000,130000,47,5000,14637.0,7120.79428833,20171108-153142
130000,135000,48,5000,14944.0,7157.79734856,20171108-153142
135000,140000,49,5000,15262.0,7200.32993609,20171108-153142
140000,145000,50,5000,15580.0,7241.12969469,20171108-153143
145000,150000,51,5000,15892.0,7277.71984396,20171108-153143
150000,155000,52,5000,16204.0,7340.01501342,20171108-153143
155000,160000,53,5000,16508.0,7319.14088059,20171108-153143
160000,165000,54,5000,16812.0,7199.77492846,20171108-153143
165000,170000,55,5000,17131.0,7270.70974453,20171108-153143
170000,175000,56,5000,17451.0,7307.30520919,20171108-153143
175000,180000,57,5000,17768.0,7341.56917203,20171108-153143
180000,185000,58,5000,18084.0,7374.96326228,20171108-153143
185000,190000,59,5000,18393.0,7404.90858903,20171108-153143
190000,195000,60,5000,18702.0,7433.26246835,20171108-153143
195000,200000,61,5000,19011.0,7461.83694047,20171108-153143
200000,205000,62,5000,19321.0,7489.66520727,20171108-153143
205000,210000,63,5000,19620.0,7538.05629709,20171108-153143
210000,215000,64,5000,19919.0,7561.77177999,20171108-153143
215000,220000,65,5000,20231.0,7587.25835629,20171108-153143
220000,225000,66,5000,20544.0,7617.67173629,20171108-153143
225000,230000,67,5000,20855.0,7663.72104515,20171108-153143
230000,235000,68,5000,21166.0,7710.0841666,20171108-153143
235000,240000,69,5000,21488.0,7737.02438118,20171108-153143
240000,245000,70,5000,21811.0,7764.35868768,20171108-153143
245000,250000,71,5000,22132.0,7790.46423775,20171108-153143
250000,255000,72,5000,22453.0,7837.34585426,20171108-153143
255000,260000,73,5000,22770.0,7860.27853268,20171108-153143
260000,265000,74,5000,23087.0,7881.82190697,20171108-153143
265000,270000,75,5000,23390.0,7899.51043615,20171108-153143
