BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1505360220000 ms, 2017-09-13T22:37:05, 5, 7758, 1118,1_Producer_Count
1505360280000 ms, 2017-09-13T22:38:13, 1, 36973, 6446,1_Producer_Count
1505360340000 ms, 2017-09-13T22:39:10, 1, 30303, 6146,1_Producer_Count
1505360400000 ms, 2017-09-13T22:40:12, 0, 37676, 7624,1_Producer_Count
1505360460000 ms, 2017-09-13T22:41:13, 1, 39207, 7870,1_Producer_Count
1505360520000 ms, 2017-09-13T22:42:12, 1, 34573, 7557,1_Producer_Count
1505360580000 ms, 2017-09-13T22:43:13, 0, 36613, 7549,1_Producer_Count
1505360640000 ms, 2017-09-13T22:44:12, 1, 33969, 7056,1_Producer_Count
1505360700000 ms, 2017-09-13T22:45:12, 0, 33340, 7031,1_Producer_Count
1505360760000 ms, 2017-09-13T22:46:13, 1, 37780, 7319,1_Producer_Count
1505360820000 ms, 2017-09-13T22:47:11, 0, 34082, 7175,1_Producer_Count
1505360880000 ms, 2017-09-13T22:48:11, 1, 32272, 6555,1_Producer_Count
1505360940000 ms, 2017-09-13T22:49:08, 1, 27638, 5126,1_Producer_Count
1505361000000 ms, 2017-09-13T22:50:05, 1, 13607, 2706,1_Producer_Count
1505361060000 ms, 2017-09-13T22:51:02, 1, 6898, 1368,1_Producer_Count
1505361120000 ms, 2017-09-13T22:52:00, 1, 1086, 12,1_Producer_Count
1505361180000 ms, 2017-09-13T22:53:00, 1, 1181, 0,1_Producer_Count
1505361240000 ms, 2017-09-13T22:54:00, 1, 1256, 0,1_Producer_Count
1505361300000 ms, 2017-09-13T22:55:00, 1, 1181, 0,1_Producer_Count
1505361360000 ms, 2017-09-13T22:56:00, 1, 1249, 0,1_Producer_Count
1505361420000 ms, 2017-09-13T22:57:00, 1, 1170, 0,1_Producer_Count
1505361480000 ms, 2017-09-13T22:58:00, 1, 1249, 0,1_Producer_Count
1505361540000 ms, 2017-09-13T22:59:00, 1, 1237, 0,1_Producer_Count
1505361600000 ms, 2017-09-13T23:00:00, 1, 1166, 0,1_Producer_Count
1505361660000 ms, 2017-09-13T23:01:00, 1, 1229, 0,1_Producer_Count
1505361720000 ms, 2017-09-13T23:02:00, 0, 1256, 0,1_Producer_Count
1505361780000 ms, 2017-09-13T23:03:00, 0, 1165, 0,1_Producer_Count
1505361840000 ms, 2017-09-13T23:04:00, 1, 1167, 0,1_Producer_Count
