t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1501941350,1,4.755279,4.755279,4.755279,0.000000,4.755279,4.755279,4.755279,4.755279,4.755279,4.755279,0.095634,0.184009,0.196694,0.198892,calls/second,milliseconds
1501941360,98,87.824366,1.270536,0.030869,8.738273,0.345767,0.444179,0.837951,5.146142,87.824366,87.824366,4.198293,0.939325,0.352226,0.250988,calls/second,milliseconds
1501941370,490,87.824366,0.516170,0.005322,4.048656,0.153503,0.315265,0.620378,1.700777,7.017302,87.824366,16.133092,7.569104,1.783989,0.734489,calls/second,milliseconds
1501941380,490,87.824366,0.516170,0.005322,4.048656,0.153503,0.315265,0.620378,1.700777,7.017302,87.824366,12.138952,6.407108,1.725503,0.726374,calls/second,milliseconds
1501941390,490,87.824366,0.516170,0.005322,4.048656,0.153503,0.315265,0.620378,1.700777,7.017302,87.824366,9.725143,5.423500,1.668935,0.718347,calls/second,milliseconds
1501941400,490,87.824366,0.516170,0.005322,4.048656,0.153503,0.315265,0.620378,1.700777,7.017302,87.824366,8.117298,4.590894,1.614220,0.710410,calls/second,milliseconds
1501941410,490,87.824366,0.516170,0.005322,4.048656,0.153503,0.315265,0.620378,1.700777,7.017302,87.824366,6.963601,3.886108,1.561300,0.702560,calls/second,milliseconds
1501941420,587,87.824366,0.437684,0.005322,3.392346,0.155316,0.290722,0.529899,1.700777,7.017302,87.824366,7.112053,4.073084,1.672094,0.749091,calls/second,milliseconds
1501941430,838,87.824366,0.341133,0.004366,2.540356,0.090050,0.271868,0.458499,1.700777,5.789624,23.619705,9.273779,7.958707,2.591505,1.069785,calls/second,milliseconds
1501941440,979,87.824366,0.310119,0.004366,2.263096,0.115952,0.261790,0.437620,0.814022,5.789624,23.619705,9.754266,8.826080,2.968197,1.214433,calls/second,milliseconds
1501941450,979,87.824366,0.310119,0.004366,2.263096,0.115952,0.261790,0.437620,0.814022,5.789624,23.619705,8.870391,7.471116,2.870888,1.201014,calls/second,milliseconds
1501941460,979,87.824366,0.310119,0.004366,2.263096,0.115952,0.261790,0.437620,0.814022,5.789624,23.619705,8.130655,6.324163,2.776769,1.187743,calls/second,milliseconds
1501941470,979,87.824366,0.310119,0.004366,2.263096,0.115952,0.261790,0.437620,0.814022,5.789624,23.619705,7.509633,5.353288,2.685736,1.174619,calls/second,milliseconds
1501941480,1076,87.824366,0.283384,0.004366,2.006893,0.119502,0.253579,0.437620,0.814022,5.496004,12.031641,7.542786,5.315025,2.759667,1.215933,calls/second,milliseconds
1501941490,1325,87.824366,0.276592,0.004366,1.861577,0.041723,0.244159,0.404936,0.677924,5.146142,23.213236,8.811681,8.978005,3.636811,1.529253,calls/second,milliseconds
1501941500,1468,23.213236,0.240732,0.004366,1.107523,0.095598,0.244400,0.339041,0.650682,4.985587,23.213236,9.154301,9.718323,3.985736,1.671028,calls/second,milliseconds
1501941510,1468,23.213236,0.240732,0.004366,1.107523,0.095598,0.244400,0.339041,0.650682,4.985587,23.213236,8.617083,8.226383,3.855068,1.652564,calls/second,milliseconds
1501941520,1468,23.213236,0.240732,0.004366,1.107523,0.095598,0.244400,0.339041,0.650682,4.985587,23.213236,8.139127,6.963483,3.728684,1.634304,calls/second,milliseconds
1501941530,1468,23.213236,0.240732,0.004366,1.107523,0.095598,0.244400,0.339041,0.650682,4.985587,23.213236,7.711540,5.894461,3.606443,1.616245,calls/second,milliseconds
1501941540,1565,53.187187,0.346797,0.004403,2.864515,0.095598,0.237715,0.316054,0.623504,4.985587,53.187187,7.745741,5.773118,3.650190,1.652680,calls/second,milliseconds
1501941550,1957,53.187187,0.269785,0.004012,2.149640,0.076198,0.228517,0.299533,0.521569,4.093032,53.187187,9.302830,11.641643,4.973014,2.120601,calls/second,milliseconds
1501941560,1957,53.187187,0.269785,0.004012,2.149640,0.076198,0.228517,0.299533,0.521569,4.093032,53.187187,8.880060,9.854438,4.809979,2.097169,calls/second,milliseconds
1501941570,1957,53.187187,0.269785,0.004012,2.149640,0.076198,0.228517,0.299533,0.521569,4.093032,53.187187,8.495344,8.341602,4.652289,2.073997,calls/second,milliseconds
1501941580,1957,53.187187,0.269785,0.004012,2.149640,0.076198,0.228517,0.299533,0.521569,4.093032,53.187187,8.141849,7.061013,4.499769,2.051080,calls/second,milliseconds
1501941590,1957,53.187187,0.269785,0.004012,2.149640,0.076198,0.228517,0.299533,0.521569,4.093032,53.187187,7.816417,5.977019,4.352249,2.028416,calls/second,milliseconds
1501941600,2054,53.187187,0.227885,0.002914,1.823083,0.076705,0.224044,0.292377,0.479321,3.381870,53.187187,7.818687,5.843002,4.371545,2.060296,calls/second,milliseconds
1501941610,2303,7.151269,0.177123,0.002914,0.540210,0.040583,0.221072,0.300874,0.500180,3.398748,6.356585,8.518287,9.440919,5.199151,2.365394,calls/second,milliseconds
1501941620,2446,7.151269,0.171266,0.002914,0.506254,0.074103,0.220914,0.281307,0.468126,3.389944,5.496004,8.724181,10.095458,5.493606,2.496828,calls/second,milliseconds
1501941630,2446,7.151269,0.171266,0.002914,0.506254,0.074103,0.220914,0.281307,0.468126,3.389944,5.496004,8.423950,8.545621,5.313504,2.469239,calls/second,milliseconds
1501941640,2446,7.151269,0.171266,0.002914,0.506254,0.074103,0.220914,0.281307,0.468126,3.389944,5.496004,8.143440,7.233712,5.139307,2.441955,calls/second,milliseconds
1501941650,2446,7.151269,0.171266,0.002914,0.506254,0.074103,0.220914,0.281307,0.468126,3.389944,5.496004,7.880926,6.123205,4.970820,2.414972,calls/second,milliseconds
1501941660,2543,7.070830,0.170005,0.002914,0.504805,0.074103,0.219428,0.274017,0.419771,3.389944,5.040603,7.880265,5.966746,4.969837,2.442581,calls/second,milliseconds
