Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec,TimeStamp
0,5000,0,5000,0.0,0.0,20171108-105724
5000,10000,1,5000,310.0,3664.43807511,20171108-105725
0,5000,2,5000,621.0,3387.77820642,20171108-105725
5000,10000,3,5000,932.0,2973.17235022,20171108-105725
10000,15000,4,5000,1244.0,3441.20783646,20171108-105725
15000,20000,5,5000,1554.0,4078.4411046,20171108-105725
20000,25000,6,5000,1866.0,4522.39843201,20171108-105725
25000,30000,7,5000,2173.0,4981.54653293,20171108-105725
30000,35000,8,5000,2484.0,5452.48742338,20171108-105725
35000,40000,9,5000,2795.0,5744.95460375,20171108-105725
40000,45000,10,5000,3100.0,6078.17007115,20171108-105725
45000,50000,11,5000,3410.0,6391.53887679,20171108-105725
50000,55000,12,5000,3720.0,6582.58127391,20171108-105725
55000,60000,13,5000,4029.0,6838.67750246,20171108-105725
60000,65000,14,5000,4341.0,7080.61969035,20171108-105725
65000,70000,15,5000,4651.0,7304.38367086,20171108-105725
70000,75000,16,5000,4964.0,7424.61374118,20171108-105725
75000,80000,17,5000,5274.0,7658.34143606,20171108-105725
80000,85000,18,5000,5586.0,7884.75175468,20171108-105725
85000,90000,19,5000,5894.0,7968.29978917,20171108-105725
90000,95000,20,5000,6206.0,8055.22101512,20171108-105725
95000,100000,21,5000,6517.0,8131.13656505,20171108-105725
0,5000,22,5000,6825.0,6936.84311283,20171108-105725
5000,10000,23,5000,7139.0,6712.43141573,20171108-105725
10000,15000,24,5000,7453.0,6527.17339899,20171108-105726
15000,20000,25,5000,7754.0,6523.23004839,20171108-105726
20000,25000,26,5000,8055.0,6516.45826096,20171108-105726
25000,30000,27,5000,8369.0,6525.53591681,20171108-105726
30000,35000,28,5000,8684.0,6493.91023214,20171108-105726
35000,40000,29,5000,8989.0,6325.27925039,20171108-105726
40000,45000,30,5000,9293.0,6189.68028531,20171108-105726
45000,50000,31,5000,9607.0,6206.24879717,20171108-105726
50000,55000,32,5000,9921.0,6223.73454136,20171108-105726
55000,60000,33,5000,10219.0,6224.37660174,20171108-105726
60000,65000,34,5000,10517.0,6226.70642364,20171108-105726
65000,70000,35,5000,10828.0,6236.20328497,20171108-105726
70000,75000,36,5000,11139.0,6246.90161044,20171108-105726
75000,80000,37,5000,11453.0,6257.94025762,20171108-105726
80000,85000,38,5000,11767.0,6162.38193317,20171108-105726
85000,90000,39,5000,12071.0,6167.64478459,20171108-105726
90000,95000,40,5000,12374.0,6171.1370311,20171108-105726
95000,100000,41,5000,12689.0,6087.32620604,20171108-105727
100000,105000,42,5000,13004.0,6009.25065573,20171108-105727
105000,110000,43,5000,13303.0,6016.62884982,20171108-105727
110000,115000,44,5000,13603.0,6024.360658,20171108-105727
115000,120000,45,5000,13908.0,6031.60206699,20171108-105727
120000,125000,46,5000,14214.0,5958.18198459,20171108-105727
125000,130000,47,5000,14516.0,5990.80928314,20171108-105727
130000,135000,48,5000,14819.0,6070.87796777,20171108-105727
135000,140000,49,5000,15123.0,6137.09544899,20171108-105727
140000,145000,50,5000,15426.0,6142.71147216,20171108-105727
145000,150000,51,5000,15737.0,6187.95414076,20171108-105727
150000,155000,52,5000,16048.0,6231.70090809,20171108-105727
155000,160000,53,5000,16356.0,6273.82783262,20171108-105727
160000,165000,54,5000,16664.0,6275.78611829,20171108-105727
165000,170000,55,5000,16971.0,6316.88769831,20171108-105727
170000,175000,56,5000,17278.0,6318.31009781,20171108-105727
175000,180000,57,5000,17590.0,6323.28505879,20171108-105727
180000,185000,58,5000,17903.0,6363.59930387,20171108-105727
185000,190000,59,5000,18216.0,6402.72442625,20171108-105727
190000,195000,60,5000,18528.0,6405.0444226,20171108-105727
195000,200000,61,5000,18831.0,6440.42349827,20171108-105727
200000,205000,62,5000,19134.0,6440.20835399,20171108-105727
205000,210000,63,5000,19433.0,6438.74684854,20171108-105727
210000,215000,64,5000,19733.0,6471.07750865,20171108-105727
215000,220000,65,5000,20040.0,6503.98087755,20171108-105728
220000,225000,66,5000,20347.0,6550.13984525,20171108-105728
225000,230000,67,5000,20651.0,6581.27077226,20171108-105728
230000,235000,68,5000,20955.0,6512.15078567,20171108-105728
235000,240000,69,5000,21268.0,6513.15167211,20171108-105728
240000,245000,70,5000,21581.0,6513.0860793,20171108-105728
245000,250000,71,5000,21895.0,6514.189821,20171108-105728
250000,255000,72,5000,22210.0,6569.26476455,20171108-105728
255000,260000,73,5000,22516.0,6597.3067728,20171108-105728
260000,265000,74,5000,22821.0,6625.27006225,20171108-105728
265000,270000,75,5000,23132.0,6669.54238767,20171108-105728
270000,275000,76,5000,23443.0,6720.11907479,20171108-105728
275000,280000,77,5000,23762.0,6765.73342936,20171108-105728
280000,285000,78,5000,24081.0,6794.55619185,20171108-105728
285000,290000,79,5000,24390.0,6820.47166488,20171108-105728
290000,295000,80,5000,24699.0,6845.75964462,20171108-105728
295000,300000,81,5000,25012.0,6898.57576211,20171108-105728
300000,305000,82,5000,25326.0,6925.21804288,20171108-105728
305000,310000,83,5000,25623.0,6857.46327923,20171108-105728
