,Run,Tasks,Framework,Time
91,6,2,Spark,0.502673864365
92,6,4,Spark,0.580395936966
93,6,8,Spark,0.56443810463
94,6,16,Spark,0.578287124634
95,6,32,Spark,0.658514022827
96,6,64,Spark,0.987649917603
97,6,128,Spark,0.67076587677
98,6,256,Spark,0.66091299057
99,6,512,Spark,0.689733982086
100,6,1024,Spark,0.731404066086
101,6,2048,Spark,0.77389383316
102,6,4096,Spark,0.973158121109
103,6,8192,Spark,1.29746890068
104,6,16384,Spark,2.09396600723
105,6,32768,Spark,3.4931499958
106,6,65536,Spark,7.51145410538
107,6,131072,Spark,12.6510159969
108,7,1,Spark,0.490056991577
109,7,2,Spark,0.514888048172
110,7,4,Spark,0.530982017517
111,7,8,Spark,0.514873981476
112,7,16,Spark,0.586611032486
113,7,32,Spark,0.587016105652
114,7,64,Spark,0.649096012115
115,7,128,Spark,0.665941953659
116,7,256,Spark,1.05830907822
117,7,512,Spark,0.698393106461
118,7,1024,Spark,0.740570068359
119,7,2048,Spark,0.764590024948
120,7,4096,Spark,0.92736697197
121,7,8192,Spark,1.34971904755
122,7,16384,Spark,2.11567211151
123,7,32768,Spark,3.51556706429
124,7,65536,Spark,7.7065050602
125,7,131072,Spark,12.8330950737
126,8,1,Spark,0.520250082016
127,8,2,Spark,0.560043096542
128,8,4,Spark,0.504354953766
129,8,8,Spark,0.554151058197
130,8,16,Spark,0.563785076141
131,8,32,Spark,0.592174053192
132,8,64,Spark,0.887141942978
133,8,128,Spark,0.678506135941
134,8,256,Spark,0.689086914062
135,8,512,Spark,0.706192016602
136,8,1024,Spark,1.06997799873
137,8,2048,Spark,0.815559864044
138,8,4096,Spark,0.939814090729
139,8,8192,Spark,1.35794591904
140,8,16384,Spark,2.09590411186
141,8,32768,Spark,3.50079798698
142,8,65536,Spark,8.35096693039
143,8,131072,Spark,12.8119900227
144,9,1,Spark,0.483461141586
145,9,2,Spark,0.536710977554
146,9,4,Spark,0.987836837769
147,9,8,Spark,0.531188011169
148,9,16,Spark,0.580808877945
149,9,32,Spark,0.614118814468
150,9,64,Spark,0.663410902023
151,9,128,Spark,0.678664922714
152,9,256,Spark,0.704418897629
153,9,512,Spark,0.659825086594
154,9,1024,Spark,0.662775993347
155,9,2048,Spark,0.768007993698
156,9,4096,Spark,0.957816123962
157,9,8192,Spark,1.30708312988
158,9,16384,Spark,2.01990485191
159,9,32768,Spark,4.01392912865
160,9,65536,Spark,7.62541007996
161,9,131072,Spark,13.4853351116
162,10,1,Spark,0.51296210289
163,10,2,Spark,0.559092998505
164,10,4,Spark,0.574527978897
165,10,8,Spark,0.571755170822
166,10,16,Spark,0.622769117355
167,10,32,Spark,0.624159097672
168,10,64,Spark,0.655542135239
169,10,128,Spark,0.874162912369
170,10,256,Spark,0.64081788063
171,10,512,Spark,0.725141048431
172,10,1024,Spark,0.732439994812
173,10,2048,Spark,0.787458896637
174,10,4096,Spark,0.96723818779
175,10,8192,Spark,1.32265400887
176,10,16384,Spark,2.11178684235
177,10,32768,Spark,3.54255485535
178,10,65536,Spark,7.54869198799
179,10,131072,Spark,12.7924029827
180,1,1,Dask,0.0158689022064
181,2,1,Dask,0.0153999328613
182,3,1,Dask,0.0154659748077
183,4,1,Dask,0.0153870582581
184,5,1,Dask,0.0154449939728
185,6,1,Dask,0.0154809951782
186,7,1,Dask,0.0154500007629
187,8,1,Dask,0.015408039093
188,9,1,Dask,0.0154039859772
189,10,1,Dask,0.0153951644897
190,1,2,Dask,0.0154130458832
191,2,2,Dask,0.0154740810394
192,3,2,Dask,0.0154647827148
193,4,2,Dask,0.015419960022
194,5,2,Dask,0.0154161453247
195,6,2,Dask,0.0153939723969
196,7,2,Dask,0.0154299736023
197,8,2,Dask,0.0154061317444
198,9,2,Dask,0.015469789505
199,10,2,Dask,0.0154049396515
200,1,4,Dask,0.0158340930939
201,2,4,Dask,0.0154390335083
202,3,4,Dask,0.0153307914734
203,4,4,Dask,0.0154299736023
204,5,4,Dask,0.0154528617859
205,6,4,Dask,0.0158538818359
206,7,4,Dask,0.015456199646
207,8,4,Dask,0.0154519081116
208,9,4,Dask,0.0154688358307
209,10,4,Dask,0.0154230594635
210,1,8,Dask,0.0154049396515
211,2,8,Dask,0.015456199646
212,3,8,Dask,0.0154271125793
213,4,8,Dask,0.0154218673706
214,5,8,Dask,0.015398979187
215,6,8,Dask,0.0153970718384
216,7,8,Dask,0.0154230594635
217,8,8,Dask,0.0154759883881
218,9,8,Dask,0.0154280662537
219,10,8,Dask,0.0153958797455
220,1,16,Dask,0.0153701305389
221,2,16,Dask,0.015457868576
222,3,16,Dask,0.0154001712799
223,4,16,Dask,0.0154039859772
224,5,16,Dask,0.0154421329498
225,6,16,Dask,0.0157539844513
226,7,16,Dask,0.0153980255127
227,8,16,Dask,0.0154528617859
228,9,16,Dask,0.0154609680176
229,10,16,Dask,0.0154500007629
230,1,32,Dask,0.0314829349518
231,2,32,Dask,0.0315899848938
232,3,32,Dask,0.0316550731659
233,4,32,Dask,0.0315160751343
234,5,32,Dask,0.0636479854584
235,6,32,Dask,0.0316121578217
236,7,32,Dask,0.0316181182861
237,8,32,Dask,0.0315079689026
238,9,32,Dask,0.0314638614655
239,10,32,Dask,0.0319199562073
240,1,64,Dask,0.1142141819
241,2,64,Dask,0.0642709732056
242,3,64,Dask,0.0643420219421
243,4,64,Dask,0.063817024231
244,5,64,Dask,0.0638082027435
245,6,64,Dask,0.0640480518341
246,7,64,Dask,0.0635030269623
247,8,64,Dask,0.0641820430756
248,9,64,Dask,0.063542842865
249,10,64,Dask,0.0637991428375
250,1,128,Dask,0.113634109497
251,2,128,Dask,0.113891124725
252,3,128,Dask,0.113831043243
253,4,128,Dask,0.113790988922
254,5,128,Dask,0.11368393898
255,6,128,Dask,0.11386680603
256,7,128,Dask,0.113854169846
257,8,128,Dask,0.113849163055
258,9,128,Dask,0.113795042038
259,10,128,Dask,0.113868951797
260,1,256,Dask,0.163793802261
261,2,256,Dask,0.163874149323
262,3,256,Dask,0.163959026337
263,4,256,Dask,0.163880109787
264,5,256,Dask,0.213976144791
265,6,256,Dask,0.214020013809
266,7,256,Dask,0.16380906105
267,8,256,Dask,0.163785934448
268,9,256,Dask,0.16413807869
269,10,256,Dask,0.214029073715
270,1,512,Dask,0.314138889313
271,2,512,Dask,0.314134120941
272,3,512,Dask,0.36701798439
273,4,512,Dask,0.415981054306
274,5,512,Dask,0.315832853317
275,6,512,Dask,0.315432071686
276,7,512,Dask,0.36571598053
277,8,512,Dask,0.317826986313
278,9,512,Dask,0.315916061401
279,10,512,Dask,0.367356061935
280,1,1024,Dask,0.721560001373
281,2,1024,Dask,0.715603113174
282,3,1024,Dask,0.718569993973
283,4,1024,Dask,0.718701124191
284,5,1024,Dask,0.673499822617
285,6,1024,Dask,0.622992038727
286,7,1024,Dask,0.823538064957
287,8,1024,Dask,0.618954896927
288,9,1024,Dask,0.72238278389
289,10,1024,Dask,0.866519212723
290,1,2048,Dask,1.33247590065
291,2,2048,Dask,1.37770104408
292,3,2048,Dask,1.47718405724
293,4,2048,Dask,1.32935380936
294,5,2048,Dask,1.48182702065
295,6,2048,Dask,1.32821917534
296,7,2048,Dask,1.38272881508
297,8,2048,Dask,1.49574494362
298,9,2048,Dask,1.33149504662
299,10,2048,Dask,1.33184814453
300,1,4096,Dask,2.80656504631
301,2,4096,Dask,2.70993494987
302,3,4096,Dask,2.84713411331
303,4,4096,Dask,2.86540818214
304,5,4096,Dask,2.84128212929
305,6,4096,Dask,2.77637386322
306,7,4096,Dask,2.8665201664
307,8,4096,Dask,2.95828914642
308,9,4096,Dask,2.74667882919
309,10,4096,Dask,2.90889811516
310,1,8192,Dask,5.63687300682
311,2,8192,Dask,5.92300891876
312,3,8192,Dask,5.80894899368
313,4,8192,Dask,5.72516798973
314,5,8192,Dask,5.87245106697
315,6,8192,Dask,5.6684319973
316,7,8192,Dask,5.86304783821
317,8,8192,Dask,5.69264793396
318,9,8192,Dask,5.96873402596
319,10,8192,Dask,6.01612496376
320,1,16384,Dask,11.7459080219
321,2,16384,Dask,11.6480078697
322,3,16384,Dask,11.9378540516
323,4,16384,Dask,12.071625948
324,5,16384,Dask,11.7673511505
325,6,16384,Dask,11.65893507
326,7,16384,Dask,11.8671691418
327,8,16384,Dask,11.8273370266
328,9,16384,Dask,11.9649789333
329,10,16384,Dask,11.4083499908
330,1,32768,Dask,24.7281041145
331,2,32768,Dask,24.1083989143
332,3,32768,Dask,24.1563739777
333,4,32768,Dask,24.3357229233
334,5,32768,Dask,24.0700931549
335,6,32768,Dask,24.1973958015
336,7,32768,Dask,24.2516450882
337,8,32768,Dask,23.8440341949
338,9,32768,Dask,24.1747429371
339,10,32768,Dask,23.9027609825
340,1,65536,Dask,48.4556751251
341,2,65536,Dask,48.8609740734
342,3,65536,Dask,48.3078858852
343,4,65536,Dask,48.7579569817
344,5,65536,Dask,48.1237580776
345,6,65536,Dask,48.9335889816
346,7,65536,Dask,47.9187049866
347,8,65536,Dask,48.2355270386
348,9,65536,Dask,47.8450407982
349,10,65536,Dask,48.7208800316
350,1,131072,Dask,98.106949091
351,2,131072,Dask,99.5679628849
352,3,131072,Dask,99.0508708954
353,4,131072,Dask,99.3626749516
354,5,131072,Dask,98.0295438766
355,6,131072,Dask,97.565969944
356,7,131072,Dask,97.5329630375
357,8,131072,Dask,96.8845450878
358,9,131072,Dask,95.658878088
359,10,131072,Dask,97.7778179646
360,1,1,RADICAL-Pilot,44.5572121143
361,1,2,RADICAL-Pilot,6.01290011406
362,1,4,RADICAL-Pilot,6.01645112038
363,1,8,RADICAL-Pilot,6.0247900486
364,1,16,RADICAL-Pilot,6.04038310051
365,1,32,RADICAL-Pilot,6.07512617111
366,1,64,RADICAL-Pilot,5.72919893265
367,1,128,RADICAL-Pilot,6.29306197166
368,1,256,RADICAL-Pilot,8.63121914864
369,1,512,RADICAL-Pilot,12.2556169033
370,1,1024,RADICAL-Pilot,21.9502267838
371,1,2048,RADICAL-Pilot,40.067928791
372,1,4096,RADICAL-Pilot,76.7329740524
373,1,8192,RADICAL-Pilot,164.785442829
374,1,16384,RADICAL-Pilot,423.29054904
375,2,1,RADICAL-Pilot,6.91498398781
376,2,2,RADICAL-Pilot,6.88549900055
377,2,4,RADICAL-Pilot,6.99655199051
378,2,8,RADICAL-Pilot,7.05520009995
379,2,16,RADICAL-Pilot,7.11749315262
380,2,32,RADICAL-Pilot,11.7771270275
381,2,64,RADICAL-Pilot,12.7557368279
382,2,128,RADICAL-Pilot,13.8276450634
383,2,256,RADICAL-Pilot,20.7256271839
384,2,512,RADICAL-Pilot,27.9129140377
385,2,1024,RADICAL-Pilot,49.5948469639
386,2,2048,RADICAL-Pilot,87.7088930607
387,2,4096,RADICAL-Pilot,183.049293995
388,2,8192,RADICAL-Pilot,399.124934196
389,2,16384,RADICAL-Pilot,1037.71085215
