Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,5000,60,5,0.13897
100,1000,3,5000,60,5,0.60794
100,10000,3,5000,60,5,9.01675
100,100000,3,5000,60,5,60.24795
100,1000000,3,5000,60,5,577.22982
