#TIME Node0_NumHit Node1_NumHit Node0_NumMiss Node1_NumMiss Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1483748438 121748038 122608784 654377 819368 121738291 122596410 664124 831743 15242.75 12926.04 1091.87 3457.99
1483748439 121748066 122608816 654377 819368 121738320 122596442 664124 831743 15242.66 12925.43 1092.35 3458.22
1483748440 121748096 122608847 654377 819368 121738350 122596472 664124 831743 15241.92 12926.09 1092.45 3458.16
1483748441 121748126 122608878 654377 819368 121738380 122596504 664124 831743 15242.04 12925.81 1092.58 3457.79
1483748442 121748156 122608910 654377 819368 121738409 122596536 664124 831743 15242.58 12925.48 1092.03 3458.10
1483748443 121748185 122608943 654377 819368 121738438 122596569 664124 831743 15241.95 12925.48 1092.67 3458.16
1483748445 121748238 122608983 654377 819368 121738491 122596609 664124 831743 15234.49 12925.20 1100.11 3458.48
1483748446 121748270 122609061 654377 819368 121738523 122596687 664124 831743 15234.42 12896.70 1099.86 3486.98
1483748447 121748302 122609093 654377 819368 121738555 122596719 664124 831743 15234.37 12897.04 1100.30 3486.97
1483748448 121748334 122609125 654377 819368 121738587 122596751 664124 831743 15234.37 12897.08 1100.62 3485.77
1483748449 121748367 122609472 654377 819368 121738620 122597098 664124 831743 15234.02 12771.32 1100.99 3612.68
1483748450 121748407 122609805 654377 819368 121738660 122597431 664124 831743 15233.36 12458.09 1101.61 3929.54
1483748451 121748445 122610134 654377 819368 121738698 122597760 664124 831743 15231.42 12153.80 1102.83 4233.83
1483748452 121748478 122610598 654377 819368 121738732 122598224 664124 831743 15232.04 11720.02 1102.20 4664.73
1483748453 121748521 122610996 654377 819368 121738775 122598622 664124 831743 15231.31 11347.68 1102.19 5041.42
1483748455 121748553 122611373 654377 819368 121738806 122598999 664124 831743 15230.56 11000.25 1104.07 5388.45
1483748456 121748584 122611748 654377 819368 121738837 122599374 664124 831743 15231.62 10660.78 1102.62 5723.26
1483748457 121748618 122612127 654377 819368 121738871 122599752 664124 831743 15231.43 10312.97 1102.46 6070.30
1483748458 121748647 122612278 654377 819368 121738900 122599904 664124 831743 15232.16 10196.37 1102.47 6188.70
1483748459 121748678 122612616 654377 819368 121738931 122600242 664124 831743 15232.86 9889.49 1102.75 6496.47
1483748460 121748711 122612988 654377 819368 121738964 122600614 664124 831743 15231.96 9549.66 1103.42 6834.67
1483748461 121748744 122613405 654377 819368 121738997 122601031 664124 831743 15231.05 9165.49 1103.22 7222.13
1483748462 121748774 122613548 654377 819368 121739027 122601174 664124 831743 15232.29 9058.49 1101.94 7325.09
1483748464 121748809 122613953 654377 819368 121739062 122601578 664124 831743 15231.79 8684.94 1102.46 7699.09
1483748465 121748840 122614335 654377 819368 121739093 122601961 664124 831743 15231.93 8336.02 1102.71 8047.61
1483748466 121748871 122614691 654377 819368 121739125 122602317 664124 831743 15232.09 8008.81 1102.54 8378.10
1483748467 121748905 122615046 654377 819368 121739158 122602672 664124 831743 15231.10 7689.36 1103.15 8694.27
1483748468 121748939 122615409 654377 819368 121739192 122603035 664124 831743 15232.13 7356.61 1102.77 9032.44
1483748469 121748972 122615760 654377 819368 121739226 122603386 664124 831743 15231.22 7031.43 1103.05 9355.49
1483748470 121749005 122616164 654377 819368 121739258 122603790 664124 831743 15231.68 6657.17 1102.92 9728.27
1483748471 121749052 122616495 654377 819368 121739305 122604121 664124 831743 15230.63 6344.67 1103.62 10040.78
1483748473 121749092 122616761 654377 819368 121739345 122604387 664124 831743 15231.02 6110.39 1103.26 10274.32
1483748474 121749125 122617188 654377 819368 121739378 122604814 664124 831743 15231.89 5710.05 1103.07 10674.59
1483748475 121749169 122617581 654377 819368 121739422 122605207 664124 831743 15231.30 5341.99 1103.33 11047.09
1483748476 121749203 122617948 654377 819368 121739456 122605574 664124 831743 15231.83 5003.24 1102.79 11381.15
1483748477 121749248 122618306 654377 819368 121739501 122605932 664124 831743 15231.46 4667.65 1102.77 11717.07
1483748478 121749299 122618566 654377 819368 121739552 122606191 664124 831743 15231.34 4424.36 1102.93 11962.55
1483748479 121749355 122618710 654377 819368 121739608 122606335 664124 831743 15231.05 4291.79 1103.21 12092.21
1483748480 121749411 122618718 654377 819368 121739664 122606344 664124 831743 15231.40 4291.57 1103.20 12092.43
1483748481 121749468 122618726 654377 819368 121739721 122606351 664124 831743 15231.25 4291.82 1103.01 12092.18
1483748483 121749526 122618733 654377 819368 121739779 122606359 664124 831743 15230.90 4291.77 1103.36 12092.60
1483748484 121749583 122618740 654377 819368 121739836 122606366 664124 831743 15230.89 4291.48 1103.01 12092.88
1483748485 121749641 122618747 654377 819368 121739894 122606373 664124 831743 15231.76 4291.09 1103.26 12092.55
1483748486 121749698 122618754 654377 819368 121739951 122606380 664124 831743 15231.67 4291.69 1102.63 12092.31
1483748487 121749756 122618761 654377 819368 121740009 122606387 664124 831743 15231.36 4291.99 1103.30 12091.65
1483748488 121749809 122618774 654377 819368 121740062 122606399 664124 831743 15231.86 4305.85 1102.42 12078.22
1483748489 121749841 122618806 654377 819368 121740094 122606432 664124 831743 15237.93 4394.38 1096.32 11990.04
1483748490 121749870 122618840 654377 819368 121740123 122606466 664124 831743 15238.00 4394.12 1096.62 11989.51
1483748491 121749900 122618872 654377 819368 121740153 122606498 664124 831743 15237.58 4394.57 1096.65 11989.44
1483748492 121749931 122618903 654377 819368 121740184 122606529 664124 831743 15237.94 4394.09 1095.88 11989.56
1483748494 121749963 122618934 654377 819368 121740216 122606560 664124 831743 15238.71 4393.96 1095.54 11989.63
1483748495 121749994 122618965 654377 819368 121740247 122606591 664124 831743 15237.93 4394.32 1095.88 11989.27
1483748496 121750024 122618997 654377 819368 121740277 122606623 664124 831743 15238.21 4394.80 1095.61 11988.81
1483748497 121750053 122619032 654377 819368 121740306 122606658 664124 831743 15238.30 4395.35 1096.34 11988.29
1483748498 121750084 122619063 654377 819368 121740337 122606689 664124 831743 15238.02 4394.80 1095.86 11989.46
