CU,Name,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Euclidean_dist_1_1,N/A,6.51047301292,6.51674318314,11.5408480167,160.326498032,163.258234978
unit.000001,Euclidean_dist_1_8098,N/A,6.62393903732,6.62620902061,12.5973861217,475.599200964,477.73765707
unit.000002,Euclidean_dist_1_16195,N/A,6.6262140274,6.62853503227,12.6553981304,467.586266041,469.127128124
unit.000003,Euclidean_dist_1_24292,N/A,6.62850403786,6.63152718544,12.9658000469,473.613407135,475.58356905
unit.000004,Euclidean_dist_1_32389,N/A,6.63647413254,6.6391851902,13.3834731579,386.655982018,388.833707094
unit.000005,Euclidean_dist_1_40486,N/A,6.59202599525,6.59427499771,12.0335950851,348.509523153,350.911051035
unit.000006,Euclidean_dist_1_48583,N/A,6.14465618134,6.14684700966,9.71164298058,445.395004034,446.704020023
unit.000007,Euclidean_dist_1_56680,N/A,6.14999508858,6.15228319168,10.1367809772,402.962397099,405.495196104
unit.000008,Euclidean_dist_1_64777,N/A,6.15696907043,6.15957212448,10.3952870369,438.605926037,440.248087168
unit.000009,Euclidean_dist_1_72874,N/A,6.16551113129,6.16802811623,10.5307471752,405.427819967,407.650206089
unit.000010,Euclidean_dist_1_80971,N/A,6.17028307915,6.17373418808,10.5623760223,330.280810118,332.143385172
unit.000011,Euclidean_dist_1_89068,N/A,6.1789791584,6.18152999878,10.6021471024,447.58338213,448.854635
unit.000012,Euclidean_dist_1_97165,N/A,6.18686699867,6.18902611732,10.6636281013,333.556030989,336.296769142
unit.000013,Euclidean_dist_1_105262,N/A,6.19394302368,6.19635009766,10.8780641556,448.620190144,449.929769993
unit.000014,Euclidean_dist_1_113359,N/A,6.20250916481,6.20558810234,11.015278101,460.918440104,462.793599129
unit.000015,Euclidean_dist_1_121456,N/A,6.21344208717,6.21577906609,11.1410989761,427.633363008,429.741404057
unit.000016,Euclidean_dist_1_129553,N/A,6.22128510475,6.22348499298,11.2096700668,381.202730179,382.576570988
unit.000017,Euclidean_dist_1_137650,N/A,6.22558403015,6.22775912285,11.2346200943,410.05381918,411.902345181
unit.000018,Euclidean_dist_8098_8098,N/A,6.23317599297,6.23628997803,11.2762100697,158.726595163,161.205415964
unit.000019,Euclidean_dist_8098_16195,N/A,6.34409308434,6.34631419182,11.3306851387,412.215952158,414.003852129
unit.000020,Euclidean_dist_8098_24292,N/A,6.34871196747,6.35110211372,11.3577930927,429.907164097,431.842557192
unit.000021,Euclidean_dist_8098_32389,N/A,6.36096405983,6.36450219154,11.4085171223,470.596086979,472.356940031
unit.000022,Euclidean_dist_8098_40486,N/A,6.3670899868,6.36993598938,11.4881701469,383.316866159,385.703377008
unit.000023,Euclidean_dist_8098_48583,N/A,6.44274616241,6.51039218903,11.5272071362,342.672307968,344.65318799
unit.000024,Euclidean_dist_8098_56680,N/A,6.51969003677,6.5217590332,11.5815560818,488.572338104,490.639077187
unit.000025,Euclidean_dist_8098_64777,N/A,6.53195619583,6.53545403481,11.7102911472,344.219783068,346.729534149
unit.000026,Euclidean_dist_8098_72874,N/A,6.53763699532,6.54157209396,11.7369661331,415.826907158,418.20841217
unit.000027,Euclidean_dist_8098_80971,N/A,6.55194306374,6.55490207672,11.7780940533,471.575137138,473.432641029
unit.000028,Euclidean_dist_8098_89068,N/A,6.55772018433,6.5599770546,11.8021600246,483.116104126,485.266132116
unit.000029,Euclidean_dist_8098_97165,N/A,6.58492517471,6.58867502213,11.8383610249,313.353785992,315.452202082
unit.000030,Euclidean_dist_8098_105262,N/A,6.59435606003,6.59784007072,12.0474150181,364.756726027,366.837306976
unit.000031,Euclidean_dist_8098_113359,N/A,6.61363911629,6.61591100693,12.0832960606,365.933590174,367.910789967
unit.000032,Euclidean_dist_8098_121456,N/A,6.03930497169,6.04220604897,7.01137804985,420.922773123,423.437813997
unit.000033,Euclidean_dist_8098_129553,N/A,6.63912916183,6.64139103889,13.4803731441,433.31665802,434.973248005
unit.000034,Euclidean_dist_8098_137650,N/A,5.84843015671,5.85205197334,5.94907808304,354.771535158,357.194939137
unit.000035,Euclidean_dist_16195_16195,N/A,5.85206198692,5.90723514557,5.96237111092,155.5921731,158.075330019
unit.000036,Euclidean_dist_16195_24292,N/A,5.90725803375,5.91125798225,5.97642707825,434.423655033,436.045008183
unit.000037,Euclidean_dist_16195_32389,N/A,5.91698002815,5.92058801651,6.01448702812,243.626290083,247.546234131
unit.000038,Euclidean_dist_16195_40486,N/A,5.92968606949,5.93318319321,6.05716204643,246.260271072,252.679306984
unit.000039,Euclidean_dist_16195_48583,N/A,5.94185400009,5.94516611099,6.10636115074,455.220407009,457.411375046
unit.000040,Euclidean_dist_16195_56680,N/A,6.64638614655,6.64933609962,13.7641291618,367.297767162,368.938906193
unit.000041,Euclidean_dist_16195_64777,N/A,6.64133906364,6.64407515526,13.5834519863,486.324104071,488.495586157
unit.000042,Euclidean_dist_16195_72874,N/A,6.16329097748,6.16547608376,10.5018420219,446.575783014,447.77940917
unit.000043,Euclidean_dist_16195_80971,N/A,6.63432002068,6.63647508621,13.1728260517,418.582161188,420.30806303
unit.000044,Euclidean_dist_16195_89068,N/A,6.56844210625,6.58495306969,11.827080965,465.406785965,466.996339083
unit.000045,Euclidean_dist_16195_97165,N/A,5.948346138,5.95089411736,6.1313290596,369.475619078,372.067319155
unit.000046,Euclidean_dist_16195_105262,N/A,5.96033716202,5.96309518814,6.18293499947,456.317932129,458.487226009
unit.000047,Euclidean_dist_16195_113359,N/A,5.97331619263,5.97656798363,6.23249411583,288.087568998,306.120917082
unit.000048,Euclidean_dist_16195_121456,N/A,5.9818520546,5.98431801796,6.52297997475,457.432819128,459.562535048
unit.000049,Euclidean_dist_16195_129553,N/A,5.99011516571,5.99286317825,6.59728217125,474.616708994,476.661653996
