Produce_batch_Start,Produce_batch_Stop,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
0,5000,0,5000,0.0,0.0
5000,10000,1,5000,310.0,509.440280847
0,5000,2,5000,620.0,880.819339579
5000,10000,3,5000,937.0,1092.50350207
10000,15000,4,5000,1250.0,1346.13686081
15000,20000,5,5000,1558.0,1559.50957319
20000,25000,6,5000,1866.0,1671.8166647
25000,30000,7,5000,2177.0,1833.57202127
30000,35000,8,5000,2483.0,1973.34431415
35000,40000,9,5000,2802.0,2107.12474619
40000,45000,10,5000,3109.0,2219.38900784
45000,50000,11,5000,3423.0,2320.87619312
50000,55000,12,5000,3731.0,2412.96560823
55000,60000,13,5000,4038.0,2496.84618507
60000,65000,14,5000,4348.0,2575.87673646
65000,70000,15,5000,4654.0,2646.16750858
70000,75000,16,5000,4965.0,2666.50200416
75000,80000,17,5000,5270.0,2726.28391685
80000,85000,18,5000,5585.0,2785.28726634
85000,90000,19,5000,5895.0,2877.20531026
90000,95000,20,5000,6209.0,2950.90539073
95000,100000,21,5000,6523.0,3020.67081583
0,5000,22,5000,6837.0,2609.83279061
5000,10000,23,5000,7138.0,2677.12307225
10000,15000,24,5000,7438.0,2733.84517019
15000,20000,25,5000,7761.0,2750.34770918
20000,25000,26,5000,8085.0,2810.25102522
25000,30000,27,5000,8397.0,2864.70774403
30000,35000,28,5000,8710.0,2918.2855055
35000,40000,29,5000,9024.0,2967.78241082
40000,45000,30,5000,9338.0,3016.07373109
45000,50000,31,5000,9655.0,3064.27285161
50000,55000,32,5000,9971.0,3109.52392305
55000,60000,33,5000,10289.0,3140.03891113
60000,65000,34,5000,10607.0,3184.09579903
65000,70000,35,5000,10925.0,3226.41995083
70000,75000,36,5000,11242.0,3267.13511278
75000,80000,37,5000,11543.0,3301.74413454
80000,85000,38,5000,11845.0,3347.28469868
85000,90000,39,5000,12144.0,3387.89265006
90000,95000,40,5000,12443.0,3430.40540139
95000,100000,41,5000,12743.0,3468.98099051
100000,105000,42,5000,13043.0,3503.61144651
105000,110000,43,5000,13357.0,3543.22830504
110000,115000,44,5000,13672.0,3541.16431806
115000,120000,45,5000,13990.0,3580.4609677
120000,125000,46,5000,14307.0,3617.81666091
125000,130000,47,5000,14623.0,3654.16045958
130000,135000,48,5000,14937.0,3688.56705745
135000,140000,49,5000,15238.0,3721.65763265
140000,145000,50,5000,15539.0,3753.86579392
145000,150000,51,5000,15852.0,3786.4119811
150000,155000,52,5000,16166.0,3818.60228892
155000,160000,53,5000,16480.0,3843.21724306
160000,165000,54,5000,16794.0,3874.66874594
165000,170000,55,5000,17113.0,3905.89519146
170000,175000,56,5000,17431.0,3935.68240866
175000,180000,57,5000,17730.0,3962.82939107
180000,185000,58,5000,18029.0,3988.62236599
185000,190000,59,5000,18340.0,4015.39327043
190000,195000,60,5000,18651.0,4034.08854372
195000,200000,61,5000,18962.0,4053.11838139
200000,205000,62,5000,19273.0,4058.01874714
205000,210000,63,5000,19576.0,4061.94750714
210000,215000,64,5000,19879.0,4085.32173862
215000,220000,65,5000,20191.0,4109.19456408
220000,225000,66,5000,20504.0,4133.03931164
225000,230000,67,5000,20815.0,4157.87906178
230000,235000,68,5000,21126.0,4180.57238501
235000,240000,69,5000,21440.0,4204.04507048
240000,245000,70,5000,21754.0,4220.47427748
245000,250000,71,5000,22055.0,4241.63316407
250000,255000,72,5000,22356.0,4262.27504697
255000,260000,73,5000,22666.0,4282.79590521
260000,265000,74,5000,22975.0,4302.7422822
265000,270000,75,5000,23286.0,4315.6395229
270000,275000,76,5000,23597.0,4328.7167358
275000,280000,77,5000,23907.0,4341.10985053
280000,285000,78,5000,24218.0,4353.86978603
285000,290000,79,5000,24528.0,4365.90277553
290000,295000,80,5000,24839.0,4365.66391002
295000,300000,81,5000,25157.0,4379.86511527
300000,305000,82,5000,25475.0,4379.09869904
305000,310000,83,5000,25789.0,4397.36385826
