CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,0.425,N/A,9.379,21355.084
unit.000001,Mapper-0-2,N/A,0.431,N/A,13.337,21590.396
unit.000002,Mapper-0-3,N/A,0.446,N/A,22.424,22306.125
unit.000003,Mapper-0-4,N/A,0.433,N/A,14.284,22058.915
unit.000004,Mapper-0-5,N/A,0.434,N/A,15.424,22044.589
unit.000005,Mapper-0-6,N/A,0.438,N/A,17.309,22461.669
unit.000006,Mapper-0-7,N/A,0.439,N/A,18.452,22039.075
unit.000007,Mapper-0-8,N/A,0.442,N/A,20.355,21875.665
unit.000008,Mapper-0-9,N/A,0.444,N/A,21.48,21598.615
unit.000009,Mapper-0-10,N/A,0.447,N/A,23.37,21409.105
unit.000010,Mapper-0-11,N/A,0.449,N/A,24.314,22132.843
unit.000011,Mapper-0-12,N/A,0.412,N/A,2.362,21421.233
unit.000012,Mapper-0-13,N/A,0.415,N/A,3.307,21212.746
unit.000013,Mapper-0-14,N/A,0.418,N/A,5.392,22939.786
unit.000014,Mapper-0-15,N/A,0.42,N/A,6.338,21244.631
unit.000015,Mapper-0-16,N/A,0.423,N/A,8.418,21560.432
unit.000016,Mapper-0-17,N/A,0.416,N/A,4.256,22075.345
unit.000017,Mapper-0-18,N/A,0.428,N/A,11.254,22042.183
unit.000018,Mapper-0-19,N/A,0.43,N/A,12.39,21386.554
unit.000019,Mapper-0-20,N/A,0.421,N/A,7.284,22205.663
unit.000020,Mapper-0-21,N/A,0.436,N/A,16.366,21916.243
unit.000021,Mapper-0-22,N/A,0.451,N/A,25.449,21837.789
unit.000022,Mapper-0-23,N/A,0.427,N/A,10.308,23273.39
unit.000023,Mapper-0-24,N/A,0.441,N/A,19.406,22026.349
unit.000024,Reducer-0,N/A,23274.189,N/A,23282.018,23288.574
