CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,0.657,N/A,60.958,5685.049
unit.000001,Mapper-0-2,N/A,0.619,N/A,36.886,5643.832
unit.000002,Mapper-0-3,N/A,0.624,N/A,39.891,5656.571
unit.000003,Mapper-0-4,N/A,0.627,N/A,41.963,5612.134
unit.000004,Mapper-0-5,N/A,0.63,N/A,44.032,6204.313
unit.000005,Mapper-0-6,N/A,0.712,N/A,97.25,5738.394
unit.000006,Mapper-0-7,N/A,0.637,N/A,47.984,5659.681
unit.000007,Mapper-0-8,N/A,0.64,N/A,50.049,6171.751
unit.000008,Mapper-0-9,N/A,0.593,N/A,23.906,5313.996
unit.000009,Mapper-0-10,N/A,0.622,N/A,38.955,5735.786
unit.000010,Mapper-0-11,N/A,0.643,N/A,51.934,5674.923
unit.000011,Mapper-0-12,N/A,0.654,N/A,59.08,5567.07
unit.000012,Mapper-0-13,N/A,0.658,N/A,62.087,5482.329
unit.000013,Mapper-0-14,N/A,0.692,N/A,83.126,5701.694
unit.000014,Mapper-0-15,N/A,0.703,N/A,91.226,5569.382
unit.000015,Mapper-0-16,N/A,0.709,N/A,95.182,5568.377
unit.000016,Mapper-0-17,N/A,0.6,N/A,27.859,5271.517
unit.000017,Mapper-0-18,N/A,0.556,N/A,2.816,5387.861
unit.000018,Mapper-0-19,N/A,0.56,N/A,4.699,5383.33
unit.000019,Mapper-0-20,N/A,0.562,N/A,5.828,5378.8
unit.000020,Mapper-0-21,N/A,0.565,N/A,7.709,5332.112
unit.000021,Mapper-0-22,N/A,0.569,N/A,9.779,5425.359
unit.000022,Mapper-0-23,N/A,0.573,N/A,12.79,5402.84
unit.000023,Mapper-0-24,N/A,0.577,N/A,14.878,5461.942
unit.000024,Mapper-0-25,N/A,0.581,N/A,16.749,5408.169
unit.000025,Mapper-0-26,N/A,0.585,N/A,18.836,5685.654
unit.000026,Mapper-0-27,N/A,0.588,N/A,20.904,5440.334
unit.000027,Mapper-0-28,N/A,0.592,N/A,22.783,5612.132
unit.000028,Mapper-0-29,N/A,0.597,N/A,25.791,5259.321
unit.000029,Mapper-0-30,N/A,0.603,N/A,28.798,5639.719
unit.000030,Mapper-0-31,N/A,0.608,N/A,30.874,5263.059
unit.000031,Mapper-0-32,N/A,0.611,N/A,32.937,5516.875
unit.000032,Mapper-0-33,N/A,0.615,N/A,34.818,5706.409
unit.000033,Mapper-0-34,N/A,0.621,N/A,37.826,5621.866
unit.000034,Mapper-0-35,N/A,0.625,N/A,40.828,5808.848
unit.000035,Mapper-0-36,N/A,0.628,N/A,42.903,5713.229
unit.000036,Mapper-0-37,N/A,0.632,N/A,44.975,5824.381
unit.000037,Mapper-0-38,N/A,0.635,N/A,47.044,5603.706
unit.000038,Mapper-0-39,N/A,0.638,N/A,48.922,5664.595
unit.000039,Mapper-0-40,N/A,0.642,N/A,50.99,5414.703
unit.000040,Mapper-0-41,N/A,0.646,N/A,53.998,5418.625
unit.000041,Mapper-0-42,N/A,0.649,N/A,56.072,5392.788
unit.000042,Mapper-0-43,N/A,0.652,N/A,57.951,5336.645
unit.000043,Mapper-0-44,N/A,0.655,N/A,60.018,5301.513
unit.000044,Mapper-0-45,N/A,0.66,N/A,63.026,5577.518
unit.000045,Mapper-0-46,N/A,0.71,N/A,96.311,5800.428
unit.000046,Mapper-0-47,N/A,0.672,N/A,69.976,5649.047
unit.000047,Mapper-0-48,N/A,0.664,N/A,65.092,5456.516
unit.000048,Mapper-0-49,N/A,0.617,N/A,35.947,5756.634
unit.000049,Mapper-0-50,N/A,0.559,N/A,3.758,5350.731
unit.000050,Mapper-0-51,N/A,0.564,N/A,6.768,5455.609
unit.000051,Mapper-0-52,N/A,0.567,N/A,8.839,5380.21
unit.000052,Mapper-0-53,N/A,0.572,N/A,11.85,5318.527
unit.000053,Mapper-0-54,N/A,0.575,N/A,13.731,5497.694
unit.000054,Mapper-0-55,N/A,0.579,N/A,15.809,5697.381
unit.000055,Mapper-0-56,N/A,0.583,N/A,17.898,5334.731
unit.000056,Mapper-0-57,N/A,0.587,N/A,19.785,5384.538
unit.000057,Mapper-0-58,N/A,0.59,N/A,21.845,5540.574
unit.000058,Mapper-0-59,N/A,0.595,N/A,24.854,5523.705
unit.000059,Mapper-0-60,N/A,0.598,N/A,26.92,5342.079
unit.000060,Mapper-0-61,N/A,0.605,N/A,29.926,5302.622
unit.000061,Mapper-0-62,N/A,0.61,N/A,31.808,5372.765
unit.000062,Mapper-0-63,N/A,0.613,N/A,33.877,5460.534
unit.000063,Mapper-0-64,N/A,0.676,N/A,72.044,5532.138
unit.000064,Mapper-0-65,N/A,0.687,N/A,80.125,5472.287
unit.000065,Mapper-0-66,N/A,0.699,N/A,88.207,5594.374
unit.000066,Mapper-0-67,N/A,0.708,N/A,94.242,5685.552
unit.000067,Mapper-0-68,N/A,0.633,N/A,45.914,5613.641
unit.000068,Mapper-0-69,N/A,0.714,N/A,98.19,5490.665
unit.000069,Mapper-0-70,N/A,0.57,N/A,10.719,5448.775
unit.000070,Mapper-0-71,N/A,0.645,N/A,53.064,5539.769
unit.000071,Mapper-0-72,N/A,0.648,N/A,54.943,5364.919
unit.000072,Mapper-0-73,N/A,0.651,N/A,57.011,5719.245
unit.000073,Mapper-0-74,N/A,0.665,N/A,66.032,5432.997
unit.000074,Mapper-0-75,N/A,0.68,N/A,75.05,5710.921
unit.000075,Mapper-0-76,N/A,0.662,N/A,63.962,5355.662
unit.000076,Mapper-0-77,N/A,0.667,N/A,66.966,5574.507
unit.000077,Mapper-0-78,N/A,0.669,N/A,68.098,5722.855
unit.000078,Mapper-0-79,N/A,0.67,N/A,69.04,5452.092
unit.000079,Mapper-0-80,N/A,0.674,N/A,71.106,5569.484
unit.000080,Mapper-0-81,N/A,0.677,N/A,72.987,5583.539
unit.000081,Mapper-0-82,N/A,0.678,N/A,74.112,5595.279
unit.000082,Mapper-0-83,N/A,0.682,N/A,76.187,5361.899
unit.000083,Mapper-0-84,N/A,0.683,N/A,77.118,5655.767
unit.000084,Mapper-0-85,N/A,0.685,N/A,78.05,5704.703
unit.000085,Mapper-0-86,N/A,0.686,N/A,79.187,5503.721
unit.000086,Mapper-0-87,N/A,0.689,N/A,81.064,5386.049
unit.000087,Mapper-0-88,N/A,0.691,N/A,82.191,5634.703
unit.000088,Mapper-0-89,N/A,0.693,N/A,84.072,5860.555
unit.000089,Mapper-0-90,N/A,0.695,N/A,85.194,5572.697
unit.000090,Mapper-0-91,N/A,0.696,N/A,86.133,5572.799
unit.000091,Mapper-0-92,N/A,0.697,N/A,87.071,5523.001
unit.000092,Mapper-0-93,N/A,0.701,N/A,89.146,5667.503
unit.000093,Mapper-0-94,N/A,0.702,N/A,90.286,5945.12
unit.000094,Mapper-0-95,N/A,0.704,N/A,92.166,5552.016
unit.000095,Mapper-0-96,N/A,0.706,N/A,93.302,5511.653
unit.000096,Reducer-0,N/A,6205.898,N/A,6214.254,6225.575
