CU,Name,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,Mapper-0-1,N/A,0.527,N/A,41.006,10580.702
unit.000001,Mapper-0-2,N/A,0.537,N/A,48.158,10511.756
unit.000002,Mapper-0-3,N/A,0.534,N/A,46.079,10877.766
unit.000003,Mapper-0-4,N/A,0.536,N/A,47.018,13197.92
unit.000004,Mapper-0-5,N/A,0.464,N/A,3.949,11103.18
unit.000005,Mapper-0-6,N/A,0.473,N/A,8.832,10976.306
unit.000006,Mapper-0-7,N/A,0.47,N/A,6.954,10604.584
unit.000007,Mapper-0-8,N/A,0.472,N/A,7.893,10871.948
unit.000008,Mapper-0-9,N/A,0.484,N/A,15.035,10846.581
unit.000009,Mapper-0-10,N/A,0.477,N/A,10.9,10886.89
unit.000010,Mapper-0-11,N/A,0.492,N/A,19.939,12834.653
unit.000011,Mapper-0-12,N/A,0.495,N/A,22.005,11639.17
unit.000012,Mapper-0-13,N/A,0.505,N/A,27.085,11999.628
unit.000013,Mapper-0-14,N/A,0.51,N/A,30.099,10910.248
unit.000014,Mapper-0-15,N/A,0.517,N/A,34.05,11290.811
unit.000015,Mapper-0-16,N/A,0.521,N/A,37.057,10571.268
unit.000016,Mapper-0-17,N/A,0.509,N/A,28.967,12151.734
unit.000017,Mapper-0-18,N/A,0.531,N/A,44.013,11348.844
unit.000018,Mapper-0-19,N/A,0.485,N/A,15.975,10625.455
unit.000019,Mapper-0-20,N/A,0.538,N/A,49.089,10989.236
unit.000020,Mapper-0-21,N/A,0.462,N/A,2.821,10731.375
unit.000021,Mapper-0-22,N/A,0.518,N/A,34.983,10618.531
unit.000022,Mapper-0-23,N/A,0.52,N/A,36.117,11174.543
unit.000023,Mapper-0-24,N/A,0.466,N/A,4.888,11124.424
unit.000024,Mapper-0-25,N/A,0.529,N/A,43.074,10974.4
unit.000025,Mapper-0-26,N/A,0.523,N/A,37.997,10876.16
unit.000026,Mapper-0-27,N/A,0.512,N/A,31.036,12605.519
unit.000027,Mapper-0-28,N/A,0.497,N/A,22.944,10820.815
unit.000028,Mapper-0-29,N/A,0.488,N/A,18.062,11208.122
unit.000029,Mapper-0-30,N/A,0.5,N/A,25.012,10724.856
unit.000030,Mapper-0-31,N/A,0.482,N/A,13.905,10711.617
unit.000031,Mapper-0-32,N/A,0.479,N/A,11.839,10675.312
unit.000032,Mapper-0-33,N/A,0.468,N/A,5.826,10628.569
unit.000033,Mapper-0-34,N/A,0.515,N/A,33.11,13145.927
unit.000034,Mapper-0-35,N/A,0.487,N/A,16.931,11008.881
unit.000035,Mapper-0-36,N/A,0.524,N/A,39.128,12932.237
unit.000036,Mapper-0-37,N/A,0.498,N/A,24.073,10738.898
unit.000037,Mapper-0-38,N/A,0.514,N/A,31.978,11871.365
unit.000038,Mapper-0-39,N/A,0.494,N/A,21.072,11323.787
unit.000039,Mapper-0-40,N/A,0.49,N/A,19.004,11838.093
unit.000040,Mapper-0-41,N/A,0.528,N/A,42.133,10810.286
unit.000041,Mapper-0-42,N/A,0.54,N/A,50.226,10936.511
unit.000042,Mapper-0-43,N/A,0.525,N/A,40.067,10626.26
unit.000043,Mapper-0-44,N/A,0.475,N/A,9.962,10670.195
unit.000044,Mapper-0-45,N/A,0.502,N/A,25.954,10993.647
unit.000045,Mapper-0-46,N/A,0.481,N/A,12.967,10654.647
unit.000046,Mapper-0-47,N/A,0.507,N/A,28.026,12330.288
unit.000047,Mapper-0-48,N/A,0.533,N/A,45.145,11062.595
unit.000048,Reducer-0,N/A,13199.545,N/A,13205.809,13213.27
