BatchTime, SubmissionTime, SchedulingDelay, ProcessingDelay, TotalDelay, NumberRecords, Scenario
1529239080000 ms, 2018-06-17T07:38:00, 4, 123940, 123944, 48,light-sirt-8-4-4-100
1529239140000 ms, 2018-06-17T07:39:00, 64000, 61531, 125531, 24,light-sirt-8-4-4-100
1529239200000 ms, 2018-06-17T07:40:00, 65534, 62444, 127978, 24,light-sirt-8-4-4-100
1529239260000 ms, 2018-06-17T07:41:00, 67975, 121226, 189201, 48,light-sirt-8-4-4-100
