Light Recon, 0, -1, 0, 2.48269
Light Recon, 0, -1, 0, 2.44281
Light Recon, 0, -1, 0, 2.52414
Light Recon, 0, -1, 0, 2.46588
Light Recon, 0, -1, 0, 2.42235
Light Recon, 0, -1, 0, 2.43140
Light Recon, 0, -1, 0, 2.43595
Light Recon, 0, -1, 0, 2.43360
Light Recon, 0, -1, 0, 2.53232
Light Recon, 0, -1, 0, 2.57932
Light Recon, 0, -1, 0, 2.43516
Light Recon, 0, -1, 0, 2.40355
Light Recon, 0, -1, 0, 2.44549
Light Recon, 0, -1, 0, 2.47630
Light Recon, 0, -1, 0, 2.48051
Light Recon, 0, -1, 0, 2.40336
Light Recon, 0, -1, 0, 2.44111
Light Recon, 0, -1, 0, 2.49088
Light Recon, 0, -1, 0, 2.55805
Light Recon, 0, -1, 0, 2.52143
Light Recon, 0, -1, 0, 2.39850
Light Recon, 0, -1, 0, 2.49088
Light Recon, 0, -1, 0, 2.46236
Light Recon, 0, -1, 0, 2.41387
Light Recon, 0, -1, 0, 2.51128
Light Recon, 0, -1, 0, 2.44818
Light Recon, 0, -1, 0, 2.62436
Light Recon, 0, -1, 0, 2.41750
Light Recon, 0, -1, 0, 2.46149
Light Recon, 0, -1, 0, 2.43295
Light Recon, 0, -1, 0, 2.43278
Light Recon, 0, -1, 0, 2.42730
Light Recon, 0, -1, 0, 2.60195
Light Recon, 0, -1, 0, 2.48377
Light Recon, 0, -1, 0, 2.46670
Light Recon, 0, -1, 0, 2.38068
Light Recon, 0, -1, 0, 2.39353
Light Recon, 0, -1, 0, 2.35463
Light Recon, 0, -1, 0, 2.41834
Light Recon, 0, -1, 0, 2.41372
Light Recon, 0, -1, 0, 2.41038
Light Recon, 0, -1, 0, 2.48778
Light Recon, 0, -1, 0, 2.44470
Light Recon, 0, -1, 0, 2.52374
Light Recon, 0, -1, 0, 2.40135
Light Recon, 0, -1, 0, 2.47366
Light Recon, 0, -1, 0, 2.46333
Light Recon, 0, -1, 0, 2.56494
Light Recon, 0, -1, 0, 2.66185
Light Recon, 0, -1, 0, 2.56245
Light Recon, 0, -1, 0, 2.58368
Light Recon, 0, -1, 0, 2.54436
Light Recon, 0, -1, 0, 2.52331
Light Recon, 0, -1, 0, 2.52248
Light Recon, 0, -1, 0, 2.46761
Light Recon, 0, -1, 0, 2.67275
Light Recon, 0, -1, 0, 2.47308
Light Recon, 0, -1, 0, 2.49157
Light Recon, 0, -1, 0, 2.56244
Light Recon, 0, -1, 0, 2.90085
Light Recon, 0, -1, 0, 2.44121
Light Recon, 0, -1, 0, 2.57210
Light Recon, 0, -1, 0, 2.64337
Light Recon, 0, -1, 0, 2.59416
Light Recon, 0, -1, 0, 2.66480
Light Recon, 0, -1, 0, 2.49834
Light Recon, 0, -1, 0, 2.62641
Light Recon, 0, -1, 0, 2.70900
Light Recon, 0, -1, 0, 2.58027
Light Recon, 0, -1, 0, 2.36294
Light Recon, 0, -1, 0, 2.54973
Light Recon, 0, -1, 0, 2.51013
Light Recon, 0, -1, 0, 2.55701
Light Recon, 0, -1, 0, 2.51721
Light Recon, 0, -1, 0, 2.47627
Light Recon, 0, -1, 0, 2.44159
Light Recon, 0, -1, 0, 2.50453
Light Recon, 0, -1, 0, 2.53717
Light Recon, 0, -1, 0, 2.55482
Light Recon, 0, -1, 0, 2.50666
Light Recon, 0, -1, 0, 2.41504
Light Recon, 0, -1, 0, 2.48104
Light Recon, 0, -1, 0, 2.54778
Light Recon, 0, -1, 0, 2.40766
Light Recon, 0, -1, 0, 2.55066
Light Recon, 0, -1, 0, 2.52254
Light Recon, 0, -1, 0, 2.52629
Light Recon, 0, -1, 0, 2.43458
Light Recon, 0, -1, 0, 2.44574
Light Recon, 0, -1, 0, 2.50913
Light Recon, 0, -1, 0, 2.48874
Light Recon, 0, -1, 0, 2.69675
Light Recon, 0, -1, 0, 2.42452
Light Recon, 0, -1, 0, 2.48986
Light Recon, 0, -1, 0, 2.54382
Light Recon, 0, -1, 0, 2.45578
Light Recon, 0, -1, 0, 2.48672
Light Recon, 0, -1, 0, 2.53433
Light Recon, 0, -1, 0, 2.46452
Light Recon, 0, -1, 0, 2.53957
Light Recon, 0, -1, 0, 2.54179
Light Recon, 0, -1, 0, 2.54184
Light Recon, 0, -1, 0, 2.47341
Light Recon, 0, -1, 0, 2.43064
Light Recon, 0, -1, 0, 2.41300
Light Recon, 0, -1, 0, 2.45238
Light Recon, 0, -1, 0, 2.41676
Light Recon, 0, -1, 0, 2.44308
Light Recon, 0, -1, 0, 2.53341
Light Recon, 0, -1, 0, 2.53796
Light Recon, 0, -1, 0, 2.34404
Light Recon, 0, -1, 0, 2.51360
Light Recon, 0, -1, 0, 2.37464
Light Recon, 0, -1, 0, 2.48896
Light Recon, 0, -1, 0, 2.50358
Light Recon, 0, -1, 0, 2.41539
Light Recon, 0, -1, 0, 2.43491
Light Recon, 0, -1, 0, 2.40040
Light Recon, 0, -1, 0, 2.46961
Light Recon, 0, -1, 0, 2.56769
Light Recon, 0, -1, 0, 2.49637
Light Recon, 0, -1, 0, 2.49469
Light Recon, 0, -1, 0, 2.56583
Light Recon, 0, -1, 0, 2.53929
Light Recon, 0, -1, 0, 2.45297
