Application,Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Number_Messages,Interval,Number_Partitions,Number_Processes,Number_Nodes,Number_Cores_Per_Node, Number_Brokers, Time,Points_per_sec,Records_per_sec,Dask_Config
light-sirt,-1,-1,-1,-1,24,0,48,8,1,48,1,5.72776,4.19012,4.19012,dask-distributed
light-sirt,-1,-1,-1,-1,24,0,48,8,1,48,1,25.31131,0.94819,0.94819,dask-distributed
light-sirt,-1,-1,-1,-1,24,0,48,8,1,48,1,5.47707,4.38190,4.38190,dask-distributed
light-sirt,-1,-1,-1,-1,24,0,48,8,1,48,1,5.62671,4.26537,4.26537,dask-distributed
light-sirt,-1,-1,-1,-1,24,0,48,8,1,48,1,5.67744,4.22726,4.22726,dask-distributed
light-sirt,-1,-1,-1,-1,24,0,48,8,1,48,1,5.42625,4.42295,4.42295,dask-distributed
light-sirt,-1,-1,-1,-1,24,0,48,8,1,48,1,5.52698,4.34233,4.34233,dask-distributed
light-sirt,-1,-1,-1,-1,24,0,48,8,1,48,1,5.57668,4.30364,4.30364,dask-distributed
light-sirt,-1,-1,-1,-1,24,0,48,8,1,48,1,5.42610,4.42306,4.42306,dask-distributed
light-sirt,-1,-1,-1,-1,24,0,48,8,1,48,1,5.42616,4.42302,4.42302,dask-distributed
