BatchTime, SubmissionTime, SchedulingDelay, ProcessingDelay, TotalDelay, NumberRecords, Scenario
1529282520000 ms, 2018-06-17T19:42:00, 5, 62810, 62815, 24,light-sirt-16-4-2-100
1529282580000 ms, 2018-06-17T19:43:00, 2874, 120916, 123790, 48,light-sirt-16-4-2-100
1529282640000 ms, 2018-06-17T19:44:00, 63788, 60238, 124026, 24,light-sirt-16-4-2-100
1529282700000 ms, 2018-06-17T19:45:00, 64027, 120348, 184375, 48,light-sirt-16-4-2-100
1529282760000 ms, 2018-06-17T19:46:00, 124378, 60495, 184873, 24,light-sirt-16-4-2-100
1529282820000 ms, 2018-06-17T19:47:00, 124871, 119852, 244723, 48,light-sirt-16-4-2-100
