Application,Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Number_Messages,Interval,Number_Partitions,Number_Processes,Number_Nodes,Number_Cores_Per_Node, Number_Brokers, Time,Points_per_sec,Records_per_sec,Dask_Config
light-sirt,-1,-1,-1,-1,24,0,48,8,2,48,2,5.70651,4.20572,4.20572,dask-distributed
light-sirt,-1,-1,-1,-1,24,0,48,8,2,48,2,5.43424,4.41644,4.41644,dask-distributed
light-sirt,-1,-1,-1,-1,24,0,48,8,2,48,2,5.50008,4.36357,4.36357,dask-distributed
light-sirt,-1,-1,-1,-1,24,0,48,8,2,48,2,5.63742,4.25727,4.25727,dask-distributed
light-sirt,-1,-1,-1,-1,24,0,48,8,2,48,2,5.53552,4.33564,4.33564,dask-distributed
light-sirt,-1,-1,-1,-1,24,0,48,8,2,48,2,5.53018,4.33982,4.33982,dask-distributed
light-sirt,-1,-1,-1,-1,24,0,48,8,2,48,2,5.54631,4.32720,4.32720,dask-distributed
light-sirt,-1,-1,-1,-1,24,0,48,8,2,48,2,5.39137,4.45156,4.45156,dask-distributed
light-sirt,-1,-1,-1,-1,24,0,48,8,2,48,2,5.56087,4.31587,4.31587,dask-distributed
light-sirt,-1,-1,-1,-1,24,0,48,8,2,48,2,5.42655,4.42270,4.42270,dask-distributed
