BatchTime, SubmissionTime, SchedulingDelay, ProcessingDelay, TotalDelay, NumberRecords, Scenario
1529283180000 ms, 2018-06-17T19:53:00, 4, 120807, 120811, 48,light-sirt-16-4-4-100
1529283240000 ms, 2018-06-17T19:54:00, 60865, 62282, 123147, 24,light-sirt-16-4-4-100
1529283300000 ms, 2018-06-17T19:55:00, 63148, 120215, 183363, 48,light-sirt-16-4-4-100
1529283360000 ms, 2018-06-17T19:56:00, 123362, 62874, 186236, 24,light-sirt-16-4-4-100
1529283420000 ms, 2018-06-17T19:57:00, 126236, 120966, 247202, 48,light-sirt-16-4-4-100
1529283480000 ms, 2018-06-17T19:58:00, 187208, 60515, 247723, 24,light-sirt-16-4-4-100
