BatchTime, SubmissionTime, SchedulingDelay, ProcessingDelay, TotalDelay, NumberRecords, Scenario
1529281920000 ms, 2018-06-17T19:32:00, 5, 121514, 121519, 48,light-sirt-16-4-1-100
1529281980000 ms, 2018-06-17T19:33:00, 61573, 119643, 181216, 48,light-sirt-16-4-1-100
1529282040000 ms, 2018-06-17T19:34:00, 121226, 60277, 181503, 24,light-sirt-16-4-1-100
1529282100000 ms, 2018-06-17T19:35:00, 121505, 118956, 240461, 48,light-sirt-16-4-1-100
1529282160000 ms, 2018-06-17T19:36:00, 180462, 60757, 241219, 24,light-sirt-16-4-1-100
1529282220000 ms, 2018-06-17T19:37:00, 181219, 60585, 241804, 24,light-sirt-16-4-1-100
