BatchTime, SubmissionTime, SchedulingDelay, ProcessingDelay, TotalDelay, NumberRecords, Scenario
1529238600000 ms, 2018-06-17T07:30:00, 4, 120084, 120088, 48,light-sirt-8-4-2-100
1529238660000 ms, 2018-06-17T07:31:00, 60146, 60527, 120673, 24,light-sirt-8-4-2-100
1529238720000 ms, 2018-06-17T07:32:00, 60674, 61151, 121825, 24,light-sirt-8-4-2-100
1529238780000 ms, 2018-06-17T07:33:00, 61823, 118013, 179836, 48,light-sirt-8-4-2-100
