BatchTime, SubmissionTime, SchedulingDelay, ProcessingDelay, TotalDelay, NumberRecords, Scenario
1529270460000 ms, 2018-06-17T16:21:00, 5, 62157, 62162, 24,light-sirt-16-1-2-100
1529270520000 ms, 2018-06-17T16:22:00, 2220, 119051, 121271, 48,light-sirt-16-1-2-100
1529270580000 ms, 2018-06-17T16:23:00, 61273, 60334, 121607, 24,light-sirt-16-1-2-100
1529270640000 ms, 2018-06-17T16:24:00, 61609, 120725, 182334, 48,light-sirt-16-1-2-100
1529270700000 ms, 2018-06-17T16:25:00, 122332, 60217, 182549, 24,light-sirt-16-1-2-100
1529270760000 ms, 2018-06-17T16:26:00, 122551, 120459, 243010, 48,light-sirt-16-1-2-100
