t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1511981550,8,9.718563,1.220250,0.004762,3.212061,0.005555,0.008258,9.718563,9.718563,9.718563,9.718563,0.773910,1.472071,1.573554,1.591136,calls/second,milliseconds
1511981560,8,9.718563,1.220250,0.004762,3.212061,0.005555,0.008258,9.718563,9.718563,9.718563,9.718563,0.393998,1.246081,1.521967,1.573554,calls/second,milliseconds
1511981570,8,9.718563,1.220250,0.004762,3.212061,0.005555,0.008258,9.718563,9.718563,9.718563,9.718563,0.263999,1.054785,1.472071,1.556167,calls/second,milliseconds
1511981580,393,112.559942,0.313502,0.004352,5.707079,0.006135,0.007540,0.014196,0.028368,0.152953,112.559942,9.750068,0.892856,1.423811,1.538972,calls/second,milliseconds
1511981590,3857,17.934216,0.124631,0.001203,0.723245,0.073350,0.154804,0.282428,0.371916,0.409639,17.934216,76.671183,59.476100,13.979892,5.773191,calls/second,milliseconds
1511981600,3857,17.934216,0.124631,0.001203,0.723245,0.073350,0.154804,0.282428,0.371916,0.409639,17.934216,63.960772,50.345432,13.521577,5.709400,calls/second,milliseconds
1511981610,3857,17.934216,0.124631,0.001203,0.723245,0.073350,0.154804,0.282428,0.371916,0.409639,17.934216,54.865291,42.616488,13.078287,5.646313,calls/second,milliseconds
1511981620,3857,17.934216,0.124631,0.001203,0.723245,0.073350,0.154804,0.282428,0.371916,0.409639,17.934216,48.031606,36.074078,12.649530,5.583924,calls/second,milliseconds
1511981630,3857,17.934216,0.124631,0.001203,0.723245,0.073350,0.154804,0.282428,0.371916,0.409639,17.934216,42.712947,30.536048,12.234829,5.522223,calls/second,milliseconds
1511981640,4244,17.934216,0.102491,0.001129,0.728878,0.003359,0.118352,0.252484,0.331072,0.395932,13.089821,42.206794,32.020778,13.109727,5.888905,calls/second,milliseconds
1511981650,5242,17.934216,0.128190,0.001129,0.540621,0.004982,0.197177,0.328052,0.414952,0.504574,7.970665,47.518020,40.285679,15.451217,6.755433,calls/second,milliseconds
1511981660,6144,17.934216,0.142241,0.000309,0.503309,0.107561,0.229850,0.326225,0.412046,0.486835,7.970665,51.072018,49.921953,18.371594,7.838533,calls/second,milliseconds
1511981670,6688,17.934216,0.138070,0.000196,0.483732,0.005522,0.236613,0.337423,0.428807,0.450748,7.970665,51.325943,50.305690,19.521410,8.344342,calls/second,milliseconds
1511981680,7706,17.934216,0.123260,0.000196,0.440057,0.067400,0.206896,0.326225,0.409406,0.449327,7.970665,54.924779,58.808895,22.288953,9.397392,calls/second,milliseconds
1511981690,7706,17.934216,0.123260,0.000196,0.440057,0.067400,0.206896,0.326225,0.409406,0.449327,7.970665,51.270852,49.780655,21.558234,9.293555,calls/second,milliseconds
1511981700,8095,17.934216,0.105250,0.000196,0.461240,0.002650,0.154573,0.315984,0.402108,0.442997,7.970665,50.495771,48.310986,22.127475,9.618565,calls/second,milliseconds
1511981710,9658,17.934216,0.109468,0.000196,0.366497,0.002954,0.186322,0.312806,0.378620,0.449327,2.084153,56.710248,65.399399,26.540106,11.238693,calls/second,milliseconds
1511981720,10429,17.934216,0.111485,0.000196,0.304325,0.003081,0.202856,0.321516,0.377961,0.412581,1.432783,57.840995,67.211602,28.187849,11.962386,calls/second,milliseconds
1511981730,11555,2.084153,0.105291,0.000196,0.137337,0.082582,0.192338,0.312818,0.355198,0.402415,1.432783,60.717771,74.694907,31.003455,13.087179,calls/second,milliseconds
1511981740,11555,2.084153,0.105291,0.000196,0.137337,0.082582,0.192338,0.312818,0.355198,0.402415,1.432783,57.688265,63.227874,29.987041,12.942571,calls/second,milliseconds
1511981750,11555,2.084153,0.105291,0.000196,0.137337,0.082582,0.192338,0.312818,0.355198,0.402415,1.432783,54.944947,53.521239,29.003949,12.799561,calls/second,milliseconds
1511981760,11940,2.084153,0.079832,0.000196,0.128614,0.002231,0.145104,0.294381,0.345391,0.383297,1.432783,54.195225,51.461331,29.325784,13.084722,calls/second,milliseconds
1511981770,13097,7.835705,0.114700,0.000196,0.346687,0.074827,0.182937,0.300799,0.348486,0.412581,7.835705,56.869244,61.399634,32.095178,14.193167,calls/second,milliseconds
1511981780,13851,7.835705,0.116199,0.000196,0.325043,0.074827,0.195015,0.289593,0.344344,0.412581,7.835705,57.640622,63.668608,33.554083,14.883460,calls/second,milliseconds
1511981790,14409,7.988959,0.122865,0.000196,0.442404,0.002378,0.198816,0.293755,0.346720,0.368885,7.988959,57.566529,62.048158,34.226429,15.318122,calls/second,milliseconds
1511981800,15404,7.988959,0.123897,0.000440,0.494915,0.058824,0.188304,0.280970,0.313902,0.351853,7.988959,59.177952,68.542073,36.468964,16.279717,calls/second,milliseconds
1511981810,15404,7.988959,0.123897,0.000440,0.494915,0.058824,0.188304,0.280970,0.313902,0.351853,7.988959,56.988404,58.019612,35.273370,16.099832,calls/second,milliseconds
1511981820,15790,7.835705,0.100267,0.000440,0.419476,0.002166,0.152280,0.276439,0.304123,0.349625,7.317570,56.332448,55.269122,35.389669,16.348527,calls/second,milliseconds
1511981830,17332,7.835705,0.111431,0.000266,0.385696,0.002254,0.175208,0.271046,0.344833,0.386547,7.317570,59.701432,71.214386,39.319731,17.876401,calls/second,milliseconds
1511981840,17710,7.835705,0.129405,0.000266,0.371823,0.094010,0.210728,0.279005,0.335815,0.362830,7.317570,58.974324,66.172206,39.260537,18.091813,calls/second,milliseconds
1511981850,18345,7.835705,0.119403,0.000266,0.327666,0.062793,0.214037,0.288278,0.326983,0.362830,7.317570,59.119997,65.471638,40.013949,18.580818,calls/second,milliseconds
1511981860,19253,7.317570,0.098408,0.000266,0.216023,0.061887,0.185980,0.276242,0.304363,0.344344,0.686073,60.109436,69.014930,41.706125,19.393655,calls/second,milliseconds
1511981870,19253,7.317570,0.098408,0.000266,0.216023,0.061887,0.185980,0.276242,0.304363,0.344344,0.686073,58.289567,58.419877,40.338835,19.179363,calls/second,milliseconds
