t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit,duration_unit
1507779783,346,93.971653,0.676226,0.003231,5.225440,0.016153,0.269931,0.879108,6.133836,8.068581,93.971653,33.277713,3.973904,0.980147,0.461495,calls/second,milliseconds
1507779793,587,93.971653,0.493545,0.003231,4.030762,0.128260,0.247692,0.720964,5.259991,8.068581,93.971653,28.850902,8.498513,2.082638,0.840956,calls/second,milliseconds
1507779803,587,93.971653,0.493545,0.003231,4.030762,0.128260,0.247692,0.720964,5.259991,8.068581,93.971653,19.346434,7.193836,2.014361,0.831664,calls/second,milliseconds
1507779813,587,93.971653,0.493545,0.003231,4.030762,0.128260,0.247692,0.720964,5.259991,8.068581,93.971653,14.550312,6.089450,1.948322,0.822474,calls/second,milliseconds
1507779823,587,93.971653,0.493545,0.003231,4.030762,0.128260,0.247692,0.720964,5.259991,8.068581,93.971653,11.659815,5.154608,1.884449,0.813386,calls/second,milliseconds
1507779833,587,93.971653,0.493545,0.003231,4.030762,0.128260,0.247692,0.720964,5.259991,8.068581,93.971653,9.727693,4.363282,1.822669,0.804399,calls/second,milliseconds
1507779843,636,93.971653,0.438728,0.003231,3.712082,0.012087,0.229425,0.638016,5.259991,7.535822,93.971653,9.041561,4.477003,1.924895,0.849804,calls/second,milliseconds
1507779853,679,93.971653,0.441915,0.003231,3.434788,0.140287,0.321355,0.814630,2.113802,7.535822,93.971653,8.451329,4.453657,2.000301,0.886914,calls/second,milliseconds
1507779863,836,93.971653,0.390878,0.001439,2.793217,0.013234,0.322984,0.796420,4.253409,6.785983,22.552323,9.252932,6.095799,2.448447,1.051219,calls/second,milliseconds
1507779873,870,93.971653,0.389997,0.001439,2.665300,0.147456,0.368665,0.756691,2.113802,6.133836,22.552323,8.670043,5.645478,2.470218,1.073904,calls/second,milliseconds
1507779883,932,93.971653,0.362688,0.001439,2.486731,0.012826,0.351740,0.673034,1.445206,6.785983,22.552323,8.445801,5.735109,2.600554,1.133660,calls/second,milliseconds
1507779893,945,93.971653,0.365194,0.001439,2.439718,0.019030,0.370513,0.665363,1.445206,6.373170,22.552323,7.852605,5.058714,2.558108,1.135520,calls/second,milliseconds
1507779903,1029,93.971653,0.374625,0.001224,2.346092,0.013291,0.348353,0.638016,2.113802,6.924867,17.331629,7.894350,5.588284,2.750338,1.215869,calls/second,milliseconds
1507779913,1029,93.971653,0.374625,0.001224,2.346092,0.013291,0.348353,0.638016,2.113802,6.924867,17.331629,7.332072,4.730380,2.660171,1.202434,calls/second,milliseconds
1507779923,1126,22.552323,0.306743,0.001224,1.111318,0.023505,0.382336,0.594107,1.032300,4.717150,17.331629,7.489602,5.555319,2.893614,1.296627,calls/second,milliseconds
1507779933,1147,22.552323,0.318475,0.001224,1.087537,0.163179,0.389188,0.579826,1.179744,4.717150,17.331629,7.153414,5.018462,2.864701,1.304442,calls/second,milliseconds
1507779943,1222,22.552323,0.296033,0.001224,1.052256,0.022708,0.369633,0.560197,1.044159,4.717150,17.331629,7.172914,5.433954,3.020762,1.374097,calls/second,milliseconds
1507779953,1324,22.552323,0.313060,0.001224,1.008606,0.022743,0.373680,0.764818,1.564731,4.717150,17.331629,7.341135,6.100422,3.253339,1.471307,calls/second,milliseconds
1507779963,1325,22.552323,0.350428,0.001224,1.220510,0.022798,0.375759,0.780329,2.676966,6.126489,17.331629,6.960672,5.179887,3.149987,1.456158,calls/second,milliseconds
1507779973,1325,22.552323,0.350428,0.001224,1.220510,0.022798,0.375759,0.780329,2.676966,6.126489,17.331629,6.613616,4.384679,3.046718,1.440068,calls/second,milliseconds
1507779983,1327,22.552323,0.350073,0.001224,1.216388,0.023184,0.377219,0.780329,2.676966,6.126489,17.331629,6.308647,3.740976,2.953337,1.426359,calls/second,milliseconds
1507779993,1353,22.552323,0.339802,0.001224,1.155693,0.028709,0.391264,0.764818,1.564731,6.126489,17.331629,6.140454,3.510801,2.928913,1.434938,calls/second,milliseconds
1507780003,1393,22.552323,0.336436,0.001224,1.064676,0.029897,0.403685,0.956365,1.264646,4.525606,17.331629,6.047521,3.647309,2.977141,1.467701,calls/second,milliseconds
