CU,New,StageIn,Allocate,Exec,StageOut,Done
unit.000000,-32.9513168335,7.83163499832,8.17586112022,8.17792010307,35.1817111969,36.0706861019
unit.000001,-32.9511198997,12.9309091568,12.9768981934,88.0871400833,109.880307198,110.977519989
unit.000002,-32.9509308338,13.0242071152,13.071169138,89.4956951141,111.890988111,113.087574005
unit.000003,-32.9507548809,14.45383811,14.4956490993,114.722645998,134.903983116,136.296133041
unit.000004,-32.9505820274,14.4088401794,14.45383811,114.621054173,143.434773207,144.678822994
unit.000005,-32.9504048824,14.585403204,14.6765320301,117.134582996,137.717533112,138.457799196
unit.000006,-32.9502317905,13.1168260574,13.1603951454,90.3013660908,110.484038115,111.028410196
unit.000007,-32.9500529766,13.2894790173,13.3343031406,100.439419031,123.840864182,125.566472054
unit.000008,-32.9498779774,13.334236145,13.4186301231,101.043809175,126.95213604,128.650355101
unit.000009,-32.9497039318,13.4711301327,13.5157961845,104.458734035,129.167579174,130.857568979
unit.000010,-32.9495279789,13.5158090591,13.5571250916,104.660689116,127.961419106,129.784006119
unit.000011,-32.949352026,13.5571110249,13.6019580364,105.264129162,132.486529112,134.050559044
unit.000012,-32.9491798878,14.3220710754,14.3674070835,110.503965139,132.491125107,134.177844048
unit.000013,-32.9489879608,14.1964709759,14.2581942081,109.696756124,134.400873184,136.297019005
unit.000014,-32.948805809,14.05341506,14.1232969761,108.690438032,133.997532129,135.210702181
unit.000015,-32.9485499859,13.9028570652,13.9524021149,108.534560204,136.511917114,137.376825094
unit.000016,-32.9483728409,13.8365039825,13.8612949848,107.88193202,127.661952972,128.75159502
unit.000017,-32.9482028484,13.7462561131,13.7943930626,106.673878193,129.269651175,130.863599062
unit.000018,-32.9480190277,9.19876098633,9.23738002777,9.2398891449,30.6491811275,31.6470651627
unit.000019,-32.947840929,10.167536974,10.2200500965,35.2055170536,65.6587719917,66.6983411312
unit.000020,-32.9476678371,14.7804200649,14.8262000084,127.00553298,145.240028143,145.751600027
unit.000021,-32.9475009441,14.8262109756,14.8681161404,127.687656164,147.746473074,148.888126135
unit.000022,-32.9473268986,14.8679599762,14.9359600544,127.744347095,147.947801113,148.952676058
unit.000023,-32.9471569061,14.996514082,15.0428740978,129.187199116,150.860356092,152.362692118
unit.000024,-32.9469759464,15.1170151234,15.1937739849,129.361181021,154.774504185,156.183811188
unit.000025,-32.9468038082,15.2536110878,15.3469331264,131.235258102,150.759283066,151.28436017
unit.000026,-32.9466328621,15.4218211174,15.490003109,132.537194014,154.170632124,154.996607065
unit.000027,-32.9464628696,15.5475990772,15.5936460495,132.912312984,150.863866091,152.414280176
unit.000028,-32.9462888241,15.4899971485,15.547670126,132.810216188,153.468129158,155.050640106
unit.000029,-32.9461188316,8.84586906433,8.92487001419,8.92788100243,33.6751840115,34.8854269981
unit.000030,-32.9459388256,8.99942517281,9.03406715393,9.03661513329,40.1338310242,40.3359360695
unit.000031,-32.9457709789,8.17572903633,8.23058509827,8.23253417015,32.764703989,34.8431379795
unit.000032,-32.9455997944,9.15768504143,9.19895601273,9.20159912109,30.654074192,31.5934350491
unit.000033,-32.9454278946,9.3613049984,9.45378804207,29.2034761906,59.92151618,61.236011982
unit.000034,-32.9452579021,9.59543013573,9.69149112701,30.671626091,51.1732540131,52.7444810867
unit.000035,-32.9450879097,9.73140716553,9.76924920082,30.8754870892,52.5790300369,53.8261511326
