TIMESTAMP        work-RQ          work-RD          work-WR          
1481663536 1093298 272519600905 71032994629
1481663537 1093367 272519624749 71033001709
1481663539 1093444 272519648597 71033008916
1481663540 1093545 272729412579 71033023574
1481663541 1093627 273375383023 71033036595
1481663542 1093709 274126211043 71033049612
1481663543 1093791 274784764379 71033062629
1481663544 1093873 275468483563 71033075650
1481663545 1093955 276076705251 71033088667
1481663546 1094037 276546514931 71033101693
1481663548 1094119 277037296119 71033114712
1481663549 1094201 277553243131 71033127734
1481663550 1094283 277976915467 71033140757
1481663551 1094365 278450919427 71033153774
1481663552 1094447 278962672123 71033166788
1481663553 1094529 279482813427 71033179802
1481663554 1094613 279910680067 71033192827
1481663555 1094695 280422432787 71033205848
1481663557 1094777 280942574103 71033218871
1481663558 1094859 281466909715 71033231888
1481663559 1094941 281999633935 71033244907
1481663560 1095023 282473637911 71033257927
1481663561 1095105 282977002019 71033270950
1481663562 1095187 283337759791 71033283979
1481663563 1095269 283820152379 71033297001
1481663565 1095351 284315127879 71033310023
1481663566 1095433 284789131847 71033323041
1481663567 1095517 285191832671 71033336067
1481663568 1095599 285691002463 71033349086
1481663569 1095685 286181783647 71033362106
1481663570 1095767 286739673695 71033375124
1481663572 1095849 287264009311 71033388140
1481663573 1095931 287821899383 71033401164
1481663574 1096023 288337846403 71033414184
1481663576 1096105 289302583939 71033427201
1481663577 1096187 289843696771 71033440217
1481663578 1096269 290363838083 71033453235
1481663579 1096359 290896562307 71033466254
1481663580 1096441 291467035295 71033479282
1481663582 1096523 291974593699 71033492300
1481663583 1096605 292507317927 71033505318
1481663584 1096697 292968738987 71033518338
1481663585 1096779 293455325883 71033531360
1481663586 1096861 293912552639 71033544384
1481663587 1096943 294420111043 71033557405
1481663588 1097033 294957029587 71033570429
1481663590 1097115 295456199383 71033583451
1481663591 1097197 295967952103 71033596474
1481663592 1097279 296458733291 71033609492
1481663593 1097361 296970486023 71033622517
1481663594 1097451 297482238731 71033635537
1481663595 1097533 297964631311 71033648557
1481663596 1097615 298522521375 71033661581
1481663598 1097697 299034274095 71033674602
1481663599 1097789 299504083763 71033687621
1481663600 1097871 300036808003 71033700642
1481663601 1097953 300527589191 71033713663
1481663602 1098035 301009981783 71033726686
1481663603 1098125 301538511719 71033739710
1481663605 1098207 302079624567 71033752732
1481663606 1098289 302562017147 71033765752
1481663607 1098371 303090547071 71033778769
1481663608 1098453 303593911183 71033791792
1481663609 1098543 304067915159 71033804815
1481663611 1098625 304751634335 71033817836
1481663612 1098707 305229832615 71033830860
1481663613 1098789 305729002427 71033843887
1481663614 1098879 306169451983 71033856912
1481663615 1098961 306597318627 71033869938
1481663617 1099043 306924521963 71033882964
1481663618 1099125 307406914547 71033895986
1481663619 1099217 307948027387 71033909011
1481663620 1099299 308489140227 71033922033
1481663621 1099381 308988310039 71033935059
1481663622 1099463 309521034271 71033948078
1481663624 1099553 310104090151 71033961098
1481663625 1099635 310573899823 71033974117
1481663626 1099717 311077263927 71033987136
1481663627 1099799 311593210955 71034000159
1481663628 1099881 312113352287 71034013182
1481663629 1099971 312671242343 71034026205
1481663630 1100053 313199772271 71034039227
1481663632 1100135 313757662327 71034052245
1481663633 1100217 314336523903 71034065266
1481663634 1100309 314906996883 71034078290
1481663635 1100391 315456498331 71034091309
1481663636 1100473 316026971299 71034104334
