BatchTime, SubmissionTime, SchedulingDelay, TotalDelay, NumberRecords, Scenario
1509121560000 ms, 2017-10-27T11:26:03, 4, 2883, 0,1_Producer_Count
1509121620000 ms, 2017-10-27T11:27:02, 1, 9087, 1895,1_Producer_Count
1509121680000 ms, 2017-10-27T11:28:15, 1, 43593, 14029,1_Producer_Count
1509121740000 ms, 2017-10-27T11:29:09, 0, 29940, 10116,1_Producer_Count
1509121800000 ms, 2017-10-27T11:30:12, 1, 37786, 13818,1_Producer_Count
1509121860000 ms, 2017-10-27T11:31:12, 0, 39134, 13861,1_Producer_Count
1509121920000 ms, 2017-10-27T11:32:11, 0, 37923, 13522,1_Producer_Count
1509121980000 ms, 2017-10-27T11:33:12, 1, 39916, 14170,1_Producer_Count
1509122040000 ms, 2017-10-27T11:34:12, 0, 40415, 14706,1_Producer_Count
1509122100000 ms, 2017-10-27T11:35:13, 0, 40928, 14413,1_Producer_Count
1509122160000 ms, 2017-10-27T11:36:12, 0, 39002, 14475,1_Producer_Count
1509122220000 ms, 2017-10-27T11:37:12, 0, 39703, 14581,1_Producer_Count
1509122280000 ms, 2017-10-27T11:38:12, 0, 38644, 14326,1_Producer_Count
1509122340000 ms, 2017-10-27T11:39:09, 0, 29871, 10388,1_Producer_Count
1509122400000 ms, 2017-10-27T11:40:04, 1, 13298, 4573,1_Producer_Count
1509122460000 ms, 2017-10-27T11:41:03, 1, 9444, 3156,1_Producer_Count
1509122520000 ms, 2017-10-27T11:42:03, 1, 9586, 2999,1_Producer_Count
1509122580000 ms, 2017-10-27T11:43:02, 1, 7853, 2282,1_Producer_Count
1509122640000 ms, 2017-10-27T11:44:00, 1, 2307, 466,1_Producer_Count
1509122700000 ms, 2017-10-27T11:45:00, 1, 1513, 0,1_Producer_Count
1509122760000 ms, 2017-10-27T11:46:00, 1, 1501, 0,1_Producer_Count
1509122820000 ms, 2017-10-27T11:47:00, 1, 1525, 0,1_Producer_Count
