Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec
0,5000,0,5000,0.0,0.0
5000,10000,1,5000,308.0,3711.29359783
0,5000,2,5000,618.0,3380.95022643
5000,10000,3,5000,933.0,3540.27516054
10000,15000,4,5000,1241.0,3982.64609668
15000,20000,5,5000,1551.0,4306.81431755
20000,25000,6,5000,1860.0,4554.62636899
25000,30000,7,5000,2169.0,5060.48723148
30000,35000,8,5000,2479.0,5469.66479043
35000,40000,9,5000,2784.0,5748.78721308
40000,45000,10,5000,3096.0,6136.57584237
45000,50000,11,5000,3408.0,6450.67291719
50000,55000,12,5000,3718.0,6775.20234992
55000,60000,13,5000,4028.0,7082.44838113
60000,65000,14,5000,4338.0,7320.61793387
65000,70000,15,5000,4659.0,7550.49203927
70000,75000,16,5000,4972.0,7805.00638613
75000,80000,17,5000,5283.0,7989.72948906
80000,85000,18,5000,5596.0,8165.39902577
85000,90000,19,5000,5907.0,8234.65740646
90000,95000,20,5000,6214.0,8291.29272106
95000,100000,21,5000,6522.0,8429.93042806
0,5000,22,5000,6826.0,7070.73174565
5000,10000,23,5000,7134.0,6505.83531121
10000,15000,24,5000,7442.0,6581.95577435
15000,20000,25,5000,7745.0,6658.71713521
20000,25000,26,5000,8048.0,6801.24424249
25000,30000,27,5000,8364.0,6927.71219585
30000,35000,28,5000,8680.0,7018.2251523
35000,40000,29,5000,8990.0,7128.92328978
40000,45000,30,5000,9300.0,7237.4784863
45000,50000,31,5000,9607.0,7336.47220348
50000,55000,32,5000,9914.0,7432.83693702
55000,60000,33,5000,10223.0,7482.7769683
60000,65000,34,5000,10531.0,7594.39874543
65000,70000,35,5000,10843.0,7712.52479069
70000,75000,36,5000,11154.0,7758.74328678
75000,80000,37,5000,11454.0,7795.72962612
80000,85000,38,5000,11753.0,7894.60698159
85000,90000,39,5000,12057.0,7989.86995168
90000,95000,40,5000,12361.0,8021.62374309
95000,100000,41,5000,12686.0,8123.98485101
100000,105000,42,5000,13011.0,8204.51066095
105000,110000,43,5000,13309.0,8270.76528607
110000,115000,44,5000,13608.0,8295.38127679
115000,120000,45,5000,13921.0,8364.41782246
120000,125000,46,5000,14234.0,8446.58047668
125000,130000,47,5000,14549.0,8495.4939145
130000,135000,48,5000,14863.0,8559.0965891
135000,140000,49,5000,15169.0,8575.89019996
140000,145000,50,5000,15475.0,8629.89598816
145000,150000,51,5000,15787.0,8686.98192008
150000,155000,52,5000,16100.0,8742.41743463
155000,160000,53,5000,16419.0,8797.26307883
160000,165000,54,5000,16738.0,8852.2862923
165000,170000,55,5000,17051.0,8906.0000655
170000,175000,56,5000,17365.0,8922.55769384
175000,180000,57,5000,17679.0,8990.18943206
180000,185000,58,5000,17994.0,9005.01031434
185000,190000,59,5000,18290.0,9045.50877186
190000,195000,60,5000,18587.0,9086.98008872
195000,200000,61,5000,18894.0,9129.92253126
200000,205000,62,5000,19200.0,9170.79775971
205000,210000,63,5000,19511.0,9214.59481477
210000,215000,64,5000,19821.0,9275.16103132
215000,220000,65,5000,20126.0,9329.40162147
220000,225000,66,5000,20430.0,9359.10964765
225000,230000,67,5000,20742.0,9399.28336783
230000,235000,68,5000,21053.0,9453.61399315
235000,240000,69,5000,21359.0,9488.57954704
240000,245000,70,5000,21664.0,9521.57025691
245000,250000,71,5000,21977.0,9522.92695759
250000,255000,72,5000,22289.0,9523.70027315
255000,260000,73,5000,22609.0,9561.78761762
260000,265000,74,5000,22929.0,9599.10595936
265000,270000,75,5000,23250.0,9636.97845916
270000,275000,76,5000,23570.0,9673.66467465
275000,280000,77,5000,23871.0,9671.45609298
280000,285000,78,5000,24171.0,9699.39140258
285000,290000,79,5000,24478.0,9726.80090769
290000,295000,80,5000,24785.0,9770.86831882
295000,300000,81,5000,25102.0,9803.06052482
300000,305000,82,5000,25420.0,9806.01365292
305000,310000,83,5000,25717.0,9830.15064598
310000,315000,84,5000,26015.0,9823.88009111
315000,320000,85,5000,26335.0,9798.95675798
320000,325000,86,5000,26655.0,9828.32593009
325000,330000,87,5000,26954.0,9866.49848717
330000,335000,88,5000,27254.0,9890.1432339
335000,340000,89,5000,27570.0,9917.28074807
340000,345000,90,5000,27887.0,9915.35004013
345000,350000,91,5000,28186.0,9952.87711186
350000,355000,92,5000,28484.0,9946.54476241
355000,360000,93,5000,28793.0,9969.00952056
360000,365000,94,5000,29103.0,9964.63099312
365000,370000,95,5000,29405.0,10005.3119304
370000,375000,96,5000,29707.0,10027.121385
375000,380000,97,5000,30019.0,10024.9029966
380000,385000,98,5000,30332.0,10023.0324262
385000,390000,99,5000,30646.0,10020.1184329
390000,395000,100,5000,30960.0,9964.6316508
395000,400000,101,5000,31270.0,9959.45216131
400000,405000,102,5000,31580.0,9989.35952876
405000,410000,103,5000,31893.0,10011.3036855
410000,415000,104,5000,32205.0,10016.5341291
415000,420000,105,5000,32517.0,10037.833599
420000,425000,106,5000,32829.0,10036.3286538
425000,430000,107,5000,33145.0,10072.0347262
430000,435000,108,5000,33460.0,10070.3815893
435000,440000,109,5000,33760.0,10088.3748506
440000,445000,110,5000,34060.0,10105.6856379
445000,450000,111,5000,34371.0,10101.675324
450000,455000,112,5000,34683.0,10120.4634433
455000,460000,113,5000,34998.0,10118.3859462
460000,465000,114,5000,35313.0,10140.5344317
465000,470000,115,5000,35620.0,10156.3425093
470000,475000,116,5000,35926.0,10184.3712422
475000,480000,117,5000,36228.0,10178.4401112
480000,485000,118,5000,36529.0,10195.7821205
485000,490000,119,5000,36841.0,10214.8951729
490000,495000,120,5000,37152.0,10233.9696924
495000,500000,121,5000,37462.0,10227.8315985
500000,505000,122,5000,37771.0,10254.5852254
505000,510000,123,5000,38070.0,10249.8163358
510000,515000,124,5000,38369.0,10274.2605613
515000,520000,125,5000,38683.0,10301.4625397
520000,525000,126,5000,38998.0,10297.2116853
525000,530000,127,5000,39305.0,10290.9294427
530000,535000,128,5000,39611.0,10283.8914759
535000,540000,129,5000,39929.0,10301.722079
540000,545000,130,5000,40246.0,10298.6526276
545000,550000,131,5000,40556.0,10324.2062574
550000,555000,132,5000,40866.0,10338.9649639
555000,560000,133,5000,41182.0,10355.1433021
560000,565000,134,5000,41497.0,10350.4184945
565000,570000,135,5000,41799.0,10352.6503382
570000,575000,136,5000,42100.0,10320.7674556
575000,580000,137,5000,42408.0,10311.1407057
580000,585000,138,5000,42715.0,10291.1496973
585000,590000,139,5000,43016.0,10284.932913
590000,595000,140,5000,43316.0,10286.5885533
595000,600000,141,5000,43630.0,10274.4600652
600000,605000,142,5000,43945.0,10272.3335411
605000,610000,143,5000,44247.0,10283.0698563
610000,615000,144,5000,44550.0,10295.7888297
615000,620000,145,5000,44874.0,10310.7259264
620000,625000,146,5000,45198.0,10308.0701984
625000,630000,147,5000,45513.0,10321.014494
630000,635000,148,5000,45828.0,10333.880504
635000,640000,149,5000,46148.0,10357.6334394
640000,645000,150,5000,46467.0,10372.2278886
645000,650000,151,5000,46784.0,10386.452755
650000,655000,152,5000,47100.0,10399.8212647
655000,660000,153,5000,47420.0,10413.6953396
660000,665000,154,5000,47740.0,10435.3331216
665000,670000,155,5000,48054.0,10448.1503333
670000,675000,156,5000,48368.0,10442.5926563
675000,680000,157,5000,48670.0,10461.0222723
680000,685000,158,5000,48973.0,10470.8762095
685000,690000,159,5000,49285.0,10476.6586884
690000,695000,160,5000,49597.0,10456.5620791
695000,700000,161,5000,49914.0,10399.6773241
700000,705000,162,5000,50232.0,10370.6019718
705000,710000,163,5000,50546.0,10383.6953986
710000,715000,164,5000,50860.0,10378.9416912
715000,720000,165,5000,51168.0,10372.8808261
