Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,5000,120,48,0.11013
100,1000,3,5000,120,48,0.84006
100,10000,3,5000,120,48,9.57421
100,100000,3,5000,120,48,99.04404
100,1000000,3,5000,120,48,1218.67078
