Produce_batch,Num_Messages,Number_APoints/Msg,KB_Transfered,KB/sec,TimeStamp
0,5000,0,5000,0.0,0.0,20171108-105724
5000,10000,1,5000,309.0,5880.90595832,20171108-105724
0,5000,2,5000,620.0,6027.96117765,20171108-105725
5000,10000,3,5000,933.0,7554.89716205,20171108-105725
10000,15000,4,5000,1242.0,8450.64745531,20171108-105725
15000,20000,5,5000,1548.0,9075.12857958,20171108-105725
20000,25000,6,5000,1861.0,9579.69156377,20171108-105725
25000,30000,7,5000,2164.0,9947.45294057,20171108-105725
30000,35000,8,5000,2476.0,9349.07856304,20171108-105725
35000,40000,9,5000,2786.0,9171.41061012,20171108-105725
40000,45000,10,5000,3091.0,9217.70000619,20171108-105725
45000,50000,11,5000,3403.0,8877.97955601,20171108-105725
50000,55000,12,5000,3724.0,8972.97414601,20171108-105725
55000,60000,13,5000,4036.0,9279.03688656,20171108-105725
60000,65000,14,5000,4343.0,9305.68152117,20171108-105725
65000,70000,15,5000,4649.0,9278.6432418,20171108-105725
70000,75000,16,5000,4963.0,9201.64560436,20171108-105725
75000,80000,17,5000,5274.0,9266.01182507,20171108-105725
80000,85000,18,5000,5585.0,9317.5873032,20171108-105725
85000,90000,19,5000,5893.0,9118.1127196,20171108-105725
90000,95000,20,5000,6202.0,9163.37247227,20171108-105725
95000,100000,21,5000,6514.0,9210.42569482,20171108-105725
0,5000,22,5000,6825.0,7580.25012651,20171108-105725
5000,10000,23,5000,7143.0,6931.59345948,20171108-105725
10000,15000,24,5000,7460.0,6429.97542638,20171108-105726
15000,20000,25,5000,7775.0,6254.80605443,20171108-105726
20000,25000,26,5000,8089.0,6264.76858151,20171108-105726
25000,30000,27,5000,8406.0,6280.79747324,20171108-105726
30000,35000,28,5000,8723.0,6077.09808656,20171108-105726
35000,40000,29,5000,9027.0,5959.23414283,20171108-105726
40000,45000,30,5000,9332.0,5852.46412123,20171108-105726
45000,50000,31,5000,9642.0,5870.81673052,20171108-105726
50000,55000,32,5000,9952.0,5986.16146456,20171108-105726
55000,60000,33,5000,10257.0,6082.68418832,20171108-105726
60000,65000,34,5000,10561.0,6177.6709752,20171108-105726
65000,70000,35,5000,10876.0,6276.15887261,20171108-105726
70000,75000,36,5000,11191.0,6374.10665043,20171108-105726
75000,80000,37,5000,11497.0,6432.37749061,20171108-105726
80000,85000,38,5000,11803.0,6488.35585885,20171108-105726
85000,90000,39,5000,12114.0,6575.74373833,20171108-105726
90000,95000,40,5000,12424.0,6660.55524736,20171108-105726
95000,100000,41,5000,12724.0,6736.96933604,20171108-105726
100000,105000,42,5000,13025.0,6811.95329835,20171108-105726
105000,110000,43,5000,13335.0,6859.24316232,20171108-105726
110000,115000,44,5000,13646.0,6936.10034825,20171108-105726
115000,120000,45,5000,13953.0,7020.58891488,20171108-105726
120000,125000,46,5000,14259.0,7062.71469808,20171108-105726
125000,130000,47,5000,14578.0,7089.3768402,20171108-105726
130000,135000,48,5000,14896.0,7135.86999765,20171108-105727
135000,140000,49,5000,15197.0,7173.46535697,20171108-105727
140000,145000,50,5000,15497.0,7238.13218142,20171108-105727
145000,150000,51,5000,15801.0,7300.86545127,20171108-105727
150000,155000,52,5000,16106.0,7333.80661998,20171108-105727
155000,160000,53,5000,16412.0,7368.22549664,20171108-105727
160000,165000,54,5000,16718.0,7425.84250054,20171108-105727
165000,170000,55,5000,17024.0,7456.56769798,20171108-105727
170000,175000,56,5000,17331.0,7485.83396081,20171108-105727
175000,180000,57,5000,17636.0,7462.81597287,20171108-105727
180000,185000,58,5000,17942.0,7493.66209683,20171108-105727
185000,190000,59,5000,18258.0,7561.25332542,20171108-105727
190000,195000,60,5000,18575.0,7617.17198698,20171108-105727
195000,200000,61,5000,18890.0,7671.84190373,20171108-105727
200000,205000,62,5000,19205.0,7702.13648697,20171108-105727
205000,210000,63,5000,19502.0,7751.00423884,20171108-105727
210000,215000,64,5000,19800.0,7796.59886043,20171108-105727
215000,220000,65,5000,20101.0,7842.46557935,20171108-105727
220000,225000,66,5000,20401.0,7868.24259913,20171108-105727
225000,230000,67,5000,20714.0,7917.14820721,20171108-105727
230000,235000,68,5000,21026.0,7964.94893414,20171108-105727
235000,240000,69,5000,21343.0,7990.44904918,20171108-105727
240000,245000,70,5000,21660.0,8037.14434567,20171108-105727
245000,250000,71,5000,21970.0,8080.02461479,20171108-105727
250000,255000,72,5000,22281.0,8100.02870872,20171108-105727
255000,260000,73,5000,22588.0,8117.74805858,20171108-105727
260000,265000,74,5000,22895.0,8135.13985394,20171108-105727
265000,270000,75,5000,23212.0,8177.83188732,20171108-105727
270000,275000,76,5000,23528.0,8219.72424876,20171108-105727
275000,280000,77,5000,23845.0,8240.49134541,20171108-105727
280000,285000,78,5000,24161.0,8257.86434846,20171108-105727
285000,290000,79,5000,24475.0,8275.65136068,20171108-105727
290000,295000,80,5000,24788.0,8291.50427609,20171108-105727
295000,300000,81,5000,25102.0,8310.10724822,20171108-105727
300000,305000,82,5000,25416.0,8349.72082444,20171108-105727
305000,310000,83,5000,25743.0,8368.29757648,20171108-105728
310000,315000,84,5000,26069.0,8387.29596682,20171108-105728
315000,320000,85,5000,26378.0,8381.38891,20171108-105728
320000,325000,86,5000,26688.0,8394.37158157,20171108-105728
325000,330000,87,5000,26992.0,8427.23929918,20171108-105728
330000,335000,88,5000,27297.0,8438.6948396,20171108-105728
335000,340000,89,5000,27596.0,8470.96012283,20171108-105728
340000,345000,90,5000,27896.0,8501.46945647,20171108-105728
345000,350000,91,5000,28198.0,8535.83680615,20171108-105728
350000,355000,92,5000,28500.0,8546.3777314,20171108-105728
355000,360000,93,5000,28828.0,8563.81447068,20171108-105728
360000,365000,94,5000,29157.0,8601.77821956,20171108-105728
365000,370000,95,5000,29468.0,8612.89637967,20171108-105728
370000,375000,96,5000,29779.0,8624.26750699,20171108-105728
375000,380000,97,5000,30093.0,8655.51470106,20171108-105728
380000,385000,98,5000,30406.0,8687.96002607,20171108-105728
385000,390000,99,5000,30710.0,8715.63414563,20171108-105728
390000,395000,100,5000,31013.0,8742.81653198,20171108-105728
395000,400000,101,5000,31330.0,8773.52637722,20171108-105728
400000,405000,102,5000,31647.0,8803.36332922,20171108-105728
405000,410000,103,5000,31959.0,8813.35611417,20171108-105728
410000,415000,104,5000,32271.0,8803.48108246,20171108-105728
415000,420000,105,5000,32583.0,8814.55927477,20171108-105728
420000,425000,106,5000,32894.0,8842.32570473,20171108-105728
425000,430000,107,5000,33207.0,8852.53725524,20171108-105728
430000,435000,108,5000,33521.0,8881.67349044,20171108-105728
435000,440000,109,5000,33820.0,8886.33359408,20171108-105728
440000,445000,110,5000,34119.0,8892.4692405,20171108-105728
