Number_Clusters,Number_Points_per_Cluster,Number_Dim,Number_Points_per_Message,Interval,Number_Partitions, Time
100,100,3,5000,120,48,0.08413
100,1000,3,5000,120,48,0.68407
100,10000,3,5000,120,48,6.69356
100,100000,3,5000,120,48,67.58815
100,1000000,3,5000,120,48,674.67733
